"geneSymbol","GSE_B_S01","GSE_B_S02","GSE_B_S03","GSE_B_S04","GSE_B_S05","GSE_B_S06","GSE_B_S07","GSE_B_S08"
"LOC124909173",9.784,7.254,8.633,10.162,10.918,6.695,9.617,9.027
"NAIPP2",9.554,12.466,7.396,8.129,9.643,9.147,6.212,8.366
"LOC105379850",10.945,11.523,11.602,9.155,9.411,10.333,8.901,9.278
"LOC127457922",10.67,11.217,7.614,8.195,8.62,7.146,8.13,7.648
"LOC126861889",6.962,8.848,8.326,11.83,9.823,8.308,6.87,10.664
"LOC123477809",8.8,8.118,8.699,8.377,10.074,12.165,9.302,8.275
"LOC127458856",8.117,12.182,9.646,9.579,12.407,10.595,8.9,5.39
"OTSC2",11.971,11.059,9.209,7.012,8.414,9.763,9.412,6.953
"LOC129933791",9.245,9.97,9.64,9.614,8.805,7.872,12.08,11.372
"LOC127886100",6.824,8.002,8.684,6.729,9.203,7.907,9.082,8.793
"LOC127886151",11.125,10.208,7.034,8.94,9.59,12.802,7.43,13.623
"LOC102723655",8.244,8.688,8.344,10.637,9.578,7.609,10.006,7.948
"LOC127830358",7.75,7.635,11.169,10.261,11.565,11.287,8.265,5.555
"LOC400026",7.556,10.012,9.388,8.394,8.848,7.315,8.009,7.206
"LOC124903443",8.806,11.836,9.338,7.75,10.417,6.116,9.57,6.767
"LOC124906897",7.943,6.768,10.227,7.38,10.862,7.075,7.791,8.728
"LINC02595",8.396,7.514,6.768,7.095,12.53,8.105,9.365,9.497
"ARPC4-TTLL3",9.279,8.311,9.82,11.586,9.069,7.716,7.492,12.265
"LOC130068224",5.862,11.503,8.444,7.873,10.769,6.092,11.971,7.334
"LOC127827788",9.812,9.215,9.832,6.588,8.126,10.251,9.542,9.765
"LOC130007729",10.118,9.867,8.928,6.866,8.344,8.789,5.472,9.619
"TMEM120B",8.368,8.109,8.544,7.951,10.681,9.712,8.882,7.05
"SLC25A28-DT",7.94,8.692,9.203,8.042,11.403,7.63,7.733,10.29
"LOC107986632",11.35,11.307,8.763,10.236,8.176,10.767,9.883,11.469
"PPIAP19",8.665,11.786,12.634,9.56,7.537,8.999,9.001,9.322
"KCNJ1",10.023,9.439,8.486,10.145,3.787,6.03,7.936,10.23
"LOC127823051",8.333,11.198,8.986,10.316,9.277,9.188,11.078,6.16
"LOC127276229",7.709,10.147,8.235,9.102,8.675,6.438,10.757,13.621
"MIR3935",6.613,8.228,6.081,8.79,6.451,12.225,10.583,7.775
"LOC126861330",11.096,5.856,6.122,8.604,6.236,9.185,7.947,9.919
"LOC130002497",6.159,8.201,8.007,6.434,8.504,7.674,10.946,11.367
"LOC127897220",7.266,8.814,11.153,10.65,7.372,8.418,10.368,8.297
"MMS22L",7.495,5.364,11.201,9.75,10.72,8.767,7.251,11.174
"LOC129997427",11.906,9.724,6.451,12.971,9.298,8.255,6.653,7.535
"LOC129937195",7.952,6.649,5.048,9.073,13.049,9.339,7.531,8.076
"LOC129931998",8.072,8.096,8.481,8.524,8.472,6.7,7.506,9.17
"LOC127404099",11.215,9.025,7.945,10.116,8.718,8.316,10.524,9.827
"PRDM5",8.223,8.56,8.193,11.884,7.744,9.015,7.559,7.034
"LOC100420305",8.846,10.305,8.653,10.483,5.55,8.519,9.032,9.456
"LOC127822290",9.807,8.455,10.522,7.714,10.199,9.043,11.005,7.503
"DRD2",8.148,10.428,10.219,7.727,5.925,4.697,6.346,8.516
"LOC128316533",9.844,10.83,9.861,8.289,7.2,8.69,10.758,9.015
"LOC129664379",10.186,9.452,8.067,11.069,5.992,8.821,6.994,9.203
"LOC123477712",7.662,8.85,8.655,6.638,5.988,8.15,9.652,10.608
"CDCA3P1",10.521,11.02,7.806,11.741,9.64,9.074,9.808,11.03
"IL17REL",8.554,9.451,8.322,6.638,6.09,10.956,12.339,10.622
"LOC130057905",11.611,7.844,12.424,6.128,10.314,5.739,9.317,8.529
"LOC130002798",9.331,10.209,10.188,10.376,13.588,8.156,9.437,8.503
"LOC130009988",8.561,8.191,7.686,9.444,7.245,11.856,9.137,10.182
"ARHGEF15",11.781,8.941,10.248,9.547,10.205,9.549,5.841,7.502
"LOC111589207",9.168,10.462,8.634,8.525,6.367,9.886,8.117,7.659
"LOC130057275",10.536,9.974,10.187,7.092,6.172,6.922,9.156,7.482
"LOC110485085",7.207,6.847,5.232,11.149,9.791,7.884,7.595,6.556
"LOC115804242",9.914,9.121,9.05,9.371,6.856,5.185,6.927,7.662
"LOC130062289",9.917,8.711,8.627,9.3,12.822,8.48,9.782,5.247
"LOC127272864",10.814,10.11,9.235,7.958,8.508,6.505,7.677,10.337
"LOC127457460",7.608,7.083,9.703,7.813,6.285,7.847,6.98,6.875
"LOC132089025",10.709,9.917,7.842,11.775,8.766,10.25,8.006,6.485
"LOC125387263",6.357,8.619,9.523,9.578,8.31,8.235,7.347,7.384
"PFAS",10.168,10.844,8.322,8.066,9.971,6.699,9.083,9.186
"LOC127405004",9.327,7.111,10.978,11.37,7.711,10.188,6.121,7.426
"LOC126862804",9.792,10.678,8.047,8.714,13.578,7.151,8.809,11.084
"LOC130007400",6.715,12.578,9.438,8.961,4.361,8.049,3.846,8.624
"LOC126860407",8.489,8.917,9.777,8.419,6.214,8.1,10.062,7.269
"LOC127399273",8.92,7.334,7.293,9.216,11.171,13.477,9.927,6.722
"LOC127828296",8.005,6.626,10.513,10.064,5.643,9.337,5.788,9.631
"LOC112136090",8.546,8.073,8.019,9.909,7.438,4.991,6.681,9.457
"LEMD2",5.143,8.904,8.035,8.347,6.806,9.281,7.806,10.737
"RNF13P1",9.206,6.007,7.821,7.583,8.825,8.761,6.684,8.742
"MTND5P24",5.653,8.409,10.524,10.365,7.515,7.848,9.801,9.73
"SMAD7",8.815,7.829,7.491,10.817,5.833,8.962,9.169,5.722
"LOC129390518",6.473,7.497,9.358,10.063,8.527,6.994,8.776,7.832
"LOC127267004",9.217,8.377,9.332,8.505,7.752,9.218,11.955,8
"CASC15",9.424,8.901,8.956,7.848,7.316,12.945,8.727,10.194
"MIR559",7.829,10.078,9.902,5.536,8.574,9.595,11.017,11.264
"RNU5D-1",10.355,8.486,10.067,9.143,8.282,10.274,9.691,8.935
"PTPN11P3",7.592,7.638,8.17,7.613,10.748,9.364,8.507,7.959
"PTP4A1P2",8.809,9.201,8.095,9.75,8.651,7.621,10.644,6.737
"LOC127888384",7.6,9.714,8.312,6.236,9.539,4.965,8.925,7.76
"PRAMEF32P",8.539,9.476,7.862,10.241,10.353,11.606,9.483,9.881
"GLYATL1",10.395,8.592,10.834,5.723,11.195,8.807,8.054,8.929
"LOC127895320",10.17,10.327,8.807,12.957,6.832,10.076,7.192,9.676
"EXOSC10-AS1",8.954,9.836,9.114,8.5,11.018,8.715,8.17,6.692
"SDF2L1",7.647,8.349,6.886,8.131,6.871,10.65,8.516,9.749
"LOC127884585",6.26,6.109,5.834,8.517,6.51,9.354,7.649,9.162
"RPL34P16",11.56,9.102,9.635,7.196,9.99,6.721,5.737,7.55
"LOC130058657",10.135,6.57,10.227,8.288,7.726,10.119,5.643,13.15
"LINC01999",10.771,11.687,8.011,5.26,9.543,7.283,8.091,6.083
"AIR",7.165,9.095,9.418,10.378,8.718,7.924,7.353,8.653
"LOC127884866",7.645,9.093,10.341,8.889,7.333,9.893,8.382,8.263
"LOC130068570",8.671,9.536,13.866,9.752,10.497,8.528,7.54,8.61
"SLC25A46",12.563,8.802,6.905,12.545,6.605,10.077,8.083,9.824
"DLGAP3",8.34,9.438,8.621,8.029,12.461,6.355,7.816,8.602
"SP6",10.661,8.359,8.553,7.177,11.576,8.49,9.282,10.746
"COA8",10.584,10.07,9.118,7.078,8.918,8.358,8.309,5.037
"LOC130058416",12.1,4.601,11.303,8.017,7.388,14.21,11.442,10.919
"LOC130067606",4.935,11.55,5.368,8.264,6.823,9.387,7.767,6.532
"LOC124904320",7.539,8.729,9.486,11.103,11.742,7.955,8.933,8.287
"LOC126860891",8.502,9.093,9.995,10.197,9.053,7.598,9.204,8.018
"LOC130055407",10.137,9.532,7.399,8.093,6.748,10.369,8.414,11.291
"LOC129660208",9.738,5.337,11.33,11.393,10.582,6.581,8.937,11.766
"LOC129935821",12.645,6.783,9.966,7.399,7.077,12.038,7.767,9.329
"LOC127457376",10.722,8.899,9.53,10.407,7.311,7.543,8.767,12.127
"LOC130008102",9.877,14.114,5.448,10.019,9.695,7.422,10.459,9.323
"TAB3-AS2",5.613,12.188,12.437,9.895,12.997,7.18,7.65,9.841
"LOC127400237",10.17,10.96,7.711,9.625,10.348,9.867,7.296,9.074
"LOC129937366",9.562,8.612,9.043,5.47,9.695,5.093,8.779,10.229
"LOC127404703",11.559,10.769,7.946,8.746,8.135,7.251,9.035,7.034
"LOC127404557",7.334,7.719,8.061,6.614,8.481,9.048,11.96,7.662
"LOC105372813",12.118,10.126,10.534,11.315,10.641,7.194,9.74,7.714
"LOC129933065",10.431,11.691,9.148,12.385,9.569,9.628,7.588,6.124
