"Gene","S01_con","S02_con","S03_con","S04_con","S05_con","S06_con","S07_con","S08_con","S09_con","S10_con","S01_tre","S02_tre","S03_tre","S04_tre","S05_tre","S06_tre","S07_tre","S08_tre","S09_tre","S10_tre"
"PAK5",9.841,5.949,5.606,8.815,7.976,5.287,6.971,6.96,7.839,8.231,8.457,7.743,5.818,10.699,6.142,9.871,7.18,5.865,7.751,10.496
"LOC102724520",8.316,8.481,8.064,6.576,11.99,6.67,7.795,7.313,5.407,6.495,7.6,10.006,8.486,7.965,9.65,7.302,9.944,7.578,6.563,8.004
"LOC127407953",6.282,7.249,7.651,7.625,9.637,7.855,8.798,6.714,6.771,5.064,9.267,8.119,7.326,8.851,8.456,6.231,6.167,8.943,10.422,7.796
"LOC124902632",9.849,6.93,8.906,6.644,7.776,7.636,7.602,7.701,6.741,12.034,4.44,3.722,4.496,4.329,5.781,5.567,6.915,6.609,5.448,9.429
"LOC127405824",8.441,5.391,8.218,8.573,8.319,6.889,10.271,5.944,5.745,7.887,9.762,7.426,7.197,10.311,7.573,6.285,8.885,6.116,6.949,9.033
"LOC129994492",8.058,7.551,6.658,9.222,7.599,4.186,6.762,8.689,9.472,8.044,8.122,8.726,9.508,9.258,8.981,7.624,5.806,14.305,7.307,10.897
"LOC105376958",9.715,7.597,9.774,5.863,7.687,7.599,10.25,7.397,9.911,8.347,8.787,6.355,8.386,10.164,11.026,9.443,9.06,11.817,9.529,10.418
"LOC130063693",8.705,9.66,6.554,8.576,5.738,8.512,6.31,6.8,11.765,6.408,8.848,9.505,7.506,7.015,9.488,8.574,6.764,9.855,7.877,5.817
"LOC127827893",5.339,4.737,8.405,7.198,6.09,6.871,5.193,7.81,9.668,7.733,6.981,8.895,7.551,9.185,9.498,7.535,7.782,8.923,6.75,8.354
"LOC127891035",7.876,11.135,8.626,7.768,9.443,7.901,8.995,9.397,7.118,9.076,7.116,9.361,9.856,7.381,9.907,8.822,6.967,6.889,5.497,5.569
"LOC127399943",6.317,7.388,6.799,6.036,7.733,8.618,8.55,8.46,8.851,8.408,7.273,7.971,7.779,8.052,11.885,8.36,7.269,8.921,9.281,9.241
"ZFAND6",10.303,9.667,7.44,9.667,11.379,9.954,7.731,8.215,6.956,8.488,9.835,9.55,6.494,8.764,9.667,9.012,7.566,7.207,5.689,6.937
"LOC127405823",10.874,8.33,9.06,7.501,11.277,6.556,9.262,9.1,6.472,7.609,7.639,9.602,5.413,5.236,10.796,5.947,9.931,8.812,6.339,7.765
"LOC129936056",6.077,9.276,9.727,7.677,5.207,9.544,9.514,7.227,11.375,8.138,9.807,9.369,5.367,9.03,9.19,8.15,7.292,9.463,8.479,8.728
"LOC124903494",7.915,8.532,9.3,5.471,6.072,8.448,8.027,9.198,8.909,10.738,9.359,9.268,8.105,8.83,9.553,5.611,7.252,8.218,8.812,10.486
"LOC130061349",7.623,7.217,5.129,6.857,9.233,10.792,6.515,6.042,8.542,5.581,11.453,6.922,7.568,6.198,7.265,6.422,8.781,9.025,8.168,8.878
"LOC127400066",9.533,7.07,9.509,7.353,6.35,5.988,6.943,6.871,7.609,7.584,12.674,12.911,9.386,10.439,7.596,9.836,7.207,11.158,11.584,8.175
"LOC112268445",7.693,5.878,8.678,6.008,9.758,7.652,9.386,6.038,8.234,7.546,7.871,9.484,7.221,10.265,9.257,9.023,7.368,8.06,8.039,8.62
"RNA5SP415",8.349,8.669,3.322,7.465,6.996,5.303,6.473,6.789,7.247,9.249,6.28,8.243,9.525,9.649,6.571,9.577,11.528,7.722,8.811,5.112
"LOC130056776",8.145,5.846,7.814,7.325,6.52,11.327,9.138,6.443,9.024,8.372,6.816,8.729,9.56,8.847,7.3,9.68,9.744,8.67,10.222,6.877
"LOC127458135",5.294,7.806,8.903,5.318,5.282,8.213,8.851,8.461,4.628,8.659,7.769,9.816,12.165,8.105,8.269,6.803,4.132,8.632,4.395,6.908
"LOC127819598",6.935,7.01,9.643,5.183,9.162,7.634,7.975,10.024,12.672,7.889,9.574,8.961,7.201,7.299,4.883,7.924,7.634,8.075,8.817,8.073
"MRPL49P2",6.679,8.2,8.104,7.795,7.742,9.133,8.221,9.063,8.577,8.408,7.106,7.104,7.647,10.583,7.746,7.845,9.196,6.149,8.558,11.778
"LOC130009887",5.854,9.811,8.229,8.458,8.26,6.499,8.123,6.848,7.195,7.646,5.697,6.274,9.145,9.316,9.213,4.408,9.581,7.695,10.391,10.532
"MRPS2",7.443,5.288,9.425,6.16,10.502,8.595,6.026,10.116,5.475,11.087,8.67,9.493,10.475,13.692,10.331,11.153,8.703,8.171,8.881,8.732
"LOC127893326",6.019,8.414,6.706,7.351,5.404,8.343,8.177,7.66,7.087,7.362,7.986,11.014,10.005,9.261,9.025,8.954,6.64,4.507,9.297,6.878
"LOC130002935",9.776,7.289,6.536,5.282,5.455,9.287,10.052,7.864,10.335,10.48,6.971,6.665,6.705,6.026,6.149,7.958,7.323,9.803,6.476,7.126
"LOC127405205",7.891,8.674,9.458,6.901,10.072,7.386,6.155,6.575,7.328,7.398,9.695,7.525,8.16,10.825,6.548,7.455,6.87,7.665,8.578,10.71
"LOC129930389",7.952,6.263,8.738,8.279,7.626,8.487,10.127,7.487,7.625,9.552,7.034,7.875,8.85,9.255,9.277,4.941,6.061,11.865,4.991,9.332
"LOC130061612",8.75,5.752,7.568,8.127,6.454,8.327,9.826,6.815,5.955,6.322,9.213,7.1,7.968,9.221,7.838,10.482,9.092,8.588,9.414,7.892
"LOC127456990",7.39,8.471,4.521,8.148,7.343,7.117,4.424,8.885,8.753,7.37,10.592,8.537,7.279,8.687,10.787,6.756,9.35,7.087,8.812,6.484
"LOC127888762",9.027,8.399,8.223,8.212,8.279,8.035,5.284,8.566,10.543,6.231,10.304,6.449,6.067,6.179,7.283,6.838,7.348,9.235,6.216,8.149
"LOC127820545",10.057,8.88,10.798,8.951,7.753,8.941,8.55,8.599,7.004,7.641,8.655,8.977,9.921,4.804,6.921,8.353,10.455,8.148,3.997,8.079
"TMEM45B",7.172,6.239,7.86,8.507,8.991,8.498,10.434,8.683,11.884,9.343,9.061,6.599,7.332,8.724,6.866,7.139,6.666,6.878,7.983,7.088
"LOC124905989",6.605,4.975,7.624,6.013,5.926,8.924,8.927,9.027,7.159,7.19,4.898,5.278,6.751,8.732,7.808,3.632,6.483,5.996,7.252,4.058
"TWF1P2",11.267,10.426,8.756,4.745,6.188,7.036,9.287,8.118,7.838,8.893,10.104,8.692,5.363,9.512,6.916,6.712,5.541,9.274,7.581,8.444
"LOC127822396",7.775,7.62,7.562,9.285,8.373,5.332,7.791,5.295,6.173,8.742,7.248,8.652,9.268,8.26,8.295,10.263,10.187,8.787,6.719,7.282
"LOC130063836",8.696,7.964,8.328,8.844,9.105,8.139,5.707,10.247,9.793,8.375,6.774,8.89,9.413,7.276,6.844,7.511,6.331,12.191,7.698,10.928
"LOC127267619",9.85,7.962,8.496,10.144,10.966,6.827,10.546,6.298,8.798,8.878,8.216,8.603,6.132,4.891,5.911,8.607,7.167,9.278,7.165,9.579
"LOC127270635",8.36,7.252,6.515,6.959,7.638,6.254,5.913,6.551,6.271,7.24,5.48,9.707,9.79,5.263,6.263,7.814,8.695,7.252,9.011,9.324
"LOC127896291",5.808,5.607,7.722,8.652,6.752,10.512,9.057,7.08,7.914,8.901,9.174,6.432,7.737,9.773,5.158,6.161,8.684,9.393,8.049,10.527
"LOC124903629",6.551,8.185,8.73,7.796,8.81,10.163,7.627,11.236,8.806,9.975,10.757,9.898,6.578,10.915,10.111,11.249,7.576,12.426,11.523,12.314
"LOC130068617",6.198,6.753,9.128,6.399,8.086,9.333,10.083,8.449,8.364,9.156,9.863,7.68,7.491,7.543,6.649,9.165,10.324,7.057,8.694,3.921
"LOC127272345",6.46,7.167,10.366,8.27,9.382,8.474,7.944,8.008,6.55,4.234,6.049,10.717,9.055,7.482,6.792,4.447,7.078,7.153,5.547,8.784
"LOC130062460",10.939,10.357,10.071,12.151,7.274,8.041,8.39,7.347,6.139,5.97,9.273,5.207,11.395,6.848,8.421,8.207,9.161,9.838,8.775,6.884
"SMIM5",7.382,8.108,7.544,9.706,8.398,8.375,7.444,10.086,10.087,9.057,8.392,8.837,7.868,9.157,8.643,5.662,10.145,7.356,6.906,6.571
"EEF1A1P31",7.46,5.867,5.993,8.859,8.294,8.922,6.956,9.715,7.717,9.04,8.778,7.721,10.545,6.711,9.744,9.687,9.483,7.618,6.99,8.775
"LOC127457816",8.442,6.666,8.426,6.405,6.557,7.522,6.977,5.64,7.484,4.179,8.466,5.336,6.151,9.481,8.313,6.501,9.637,6.935,6.769,9.534
"LOC124903467",6.019,7.42,9.821,9.915,9.719,8.695,7.785,5.967,6.323,9.467,7.089,7.281,9.781,6.816,6.767,7.139,6.173,7.051,9.904,7.445
"LOC127820112",6.96,10.977,9.789,8.743,7.498,6.354,9.45,9.288,7.323,10.005,7.264,7.915,6.68,9.721,7.782,6.564,8.798,6.326,7.841,8.867
"OTX1",7.876,8.519,6.089,7.412,9.305,7.928,6.207,9.771,5.474,9.585,7.12,8.725,8.097,8.278,6.84,5.251,7.34,6.502,8.443,10.324
"USP17L19",6.41,8.147,8.83,8.192,11.143,7.243,9.999,9.51,8.759,7.003,6.749,8.562,7.618,9.45,9.899,10.497,7.482,8.336,7.314,9.221
"LOC130004896",6.524,8.075,5.604,6.566,5.334,7.679,10.929,5.475,8.77,11.572,6.777,8.055,7.626,7.862,7.533,8.494,9.907,6.58,5.425,9.148
"LOC105371069",4.641,7.854,7.811,9.78,8.238,7.644,7.078,7.427,8.201,8.344,8.63,9.325,7.508,6.068,6.214,8.467,7.355,6.362,6.167,8.593
"LOC126807145",5.247,6.862,10.335,9.902,5.714,9.21,3.812,8.488,10.542,6.584,11.65,9.975,12.775,11.939,9.13,11.221,12.563,9.176,8.489,10.939
"LOC124904280",9.014,7.485,8.17,8.63,11.594,7.075,5.661,3.508,6.67,7.092,6.993,8.883,8.233,7.91,11.879,10.845,5.56,9.244,8.409,5.309
"LOC127821330",7.432,9.191,8.95,8.679,7.939,8.61,6.598,5.05,7.547,9.821,7.904,10.346,11.171,5.361,10.285,5.116,7.454,5.784,9.398,8.34
"LOC129929098",8.587,6.916,9.322,11.598,9.189,9.542,8.298,6.871,8.256,11.815,10.64,9.767,6.172,5.094,5.205,9.439,8.577,8.692,8.051,7.119
"ACOT1",3.148,5.018,12.126,7.085,9.945,10.279,8.839,8.043,9.819,10.064,6.431,8.224,8.091,7.802,11.372,7.609,8.246,8.826,9.145,7.972
"PPEF2",7.103,10.452,6.626,8.43,9.115,8.27,11.336,6.944,8.326,7.11,7.251,8.304,8.064,10.637,9.706,9.033,8.216,9.563,9.029,8.754
"LOC127885024",9.576,8.007,6.724,6.594,10.086,7.696,5.708,7.918,6.249,10.562,5.967,7.979,9.879,7.656,7.146,3.366,9.834,6.703,9.143,7.189
"LOC127459029",6.618,9.308,6.251,8.3,7.233,4.857,11.007,7.505,10.399,7.587,6.737,8.193,7.961,9.791,8.937,7.639,7.302,10.266,9.623,9.69
"LOC129389291",10.197,7.39,9.964,5.896,8.247,8.291,10.255,8.652,5.833,9.832,9.847,11.023,11.738,10.571,10.918,11.478,12.733,9.407,11.999,11.114
"RNU6-7",7.763,9.877,8.242,6.305,6.123,9.069,10.23,8.836,9.459,6.59,11.331,10.877,9.59,11.606,9.961,6.156,7.989,10.84,11.617,8.227
"LOC127828451",8.172,8.756,6.8,8.082,9.05,8.327,5.593,7.861,9.773,8.619,9.363,8.394,7.307,7.185,8.624,5.216,5.849,5.58,9.606,7.976
"LOC127405609",7.93,10.014,8.455,6.209,8.912,6.633,8.494,9.704,9.924,10.649,8.628,9.551,7.947,6.349,6.878,7.772,7.308,8.837,8.134,7.62
"LOC127458600",8.328,9.728,8.553,8.148,8.541,9.126,8.956,5.742,9.244,9.296,7.862,10.515,5.829,5.937,4.568,7.119,5.81,8.669,9.584,6.144
"LOC130003495",8.55,8.989,8.636,9.388,8.843,8.177,6.591,8.423,7.327,10.874,8.319,10.72,7.675,11.313,8.329,5.096,9.692,7.655,8.545,6.858
"MRPL49",6.658,4.108,7.815,6.76,9.011,7.134,7.782,9.248,8.502,9.253,9.92,8.715,7.545,4.045,8.163,6.45,8.304,7.934,7.131,5.914
"LOC127404887",8.594,6.998,5.935,8.805,7.065,7.477,8.876,9.905,5.617,6.78,8.194,3.474,6.833,10.214,7.465,9.016,8.991,6.795,9.438,8.08
"LOC105372898",6.051,5.394,7.092,6.598,10.048,10.062,7.069,9.546,9.101,8.126,9.373,8.713,10.209,8.28,9.992,9.013,9.283,8.443,12.348,7.261
"LOC127830754",9.606,6.138,5.929,6.891,7.393,7.622,8.149,10.761,5.761,8.025,6.693,5.447,6.648,8.406,8.431,8.66,9.403,6.317,6.644,7.556
"LOC129994063",10.142,7.264,8.223,8.052,8.622,8.082,13.285,8.273,6.68,6.913,6.425,7.179,11.027,5.208,7.185,11.668,7.845,8.397,8.011,5.232
"LOC112577457",8.805,7.862,5.818,9.326,9.385,6.33,5.932,9.342,9.058,9.624,8.681,8.21,10.259,8.221,4.381,8.48,7.016,8.87,6.312,7.422
"LOC127821438",6.189,7.633,8.452,7.851,4.547,9.042,8.773,12.029,5.756,11.02,6.806,8.435,9.925,11.035,8.94,8.706,7.672,4.858,9.018,10.5
"LOC127460314",7.004,10.384,10.843,7.886,6.241,5.658,9.335,9.096,8.271,5.579,8.923,10.724,8.786,6.127,8.861,11.62,8.544,7.991,6.268,11.902
"LOC130007647",5.108,8.22,5.486,10.865,8.114,5.165,6.577,10.586,5.147,9.159,9.079,9.708,7.726,6.758,6.158,6.892,9.754,6.302,8.97,6.498
"LOC127404416",9.799,10.471,5.768,7.946,8.02,6.779,9.223,6.779,7.732,7.403,9.26,7.706,10.107,11.126,8.095,6.4,8.109,7.137,8.603,8.601
"LOC127884393",7.382,8.623,8.222,7.97,6.517,6.648,9.095,6.267,8.429,7.644,6.677,8.442,8.069,6.426,8.695,9.337,10.924,7.887,9.795,9.864
"LOC129933275",8.657,7.655,11.593,6.812,10.975,7.732,4.674,9.735,6.998,9.924,6.101,9.512,7.263,8.388,8.88,8.919,7.77,8.365,8.464,10.351
"LOC130008808",7.489,8.475,7.329,6.64,9.223,7.369,10.441,7.543,11.15,7.651,7.669,7.315,9.258,7.04,7.409,9.37,8.494,5.868,7.629,8.354
"LOC124901539",6.615,4.901,7.475,7.339,4.708,6.66,5.053,6.984,8.475,7.959,10.006,10.123,8.771,6.215,6.046,7.92,7.182,9.982,5.071,9.492
"GNGT2",6.876,10.189,8.24,8.972,7.711,8.063,8.239,5.423,9.078,8.046,10.571,6.142,7.905,8.454,6.891,8.805,6.166,6.677,7.416,4.332
"LOC127406688",8.248,7.959,8.419,7.794,7.583,7.142,7.969,7.336,9.223,9.198,9.692,7.568,6.002,7.88,8.829,7.178,8.154,5.886,10.497,8.47
"LOC124421494",7.284,9.745,6.418,9.481,6.218,9.223,8.96,6.347,8.21,5.003,9.236,9.33,10.546,9.573,8.513,9.056,11.063,7.375,13.068,9.843
"OR8H2",8.018,8.822,9.044,6.539,6.686,8.241,8.522,6.519,6.468,9.725,6.812,9.773,7.728,8.615,5.581,10.413,9.802,7.02,8.789,7.39
"LOC126859995",7.079,8.145,6.626,7.613,8.904,6.62,7.397,11.484,7.08,7.38,9.536,8.045,7.514,7.145,9.888,8.349,5.911,9.986,7.837,7.534
"LOC132088861",7.566,7.907,8.318,7.777,8.277,8.902,6.866,10.343,7.409,8.352,7.26,9.655,6.408,7.574,8.413,6.038,8.831,6.34,9.073,7.159
"LOC127822802",10.685,9.752,7.39,8.07,7.937,7.821,9.373,6.431,7.559,9.366,7.584,7.125,7.582,6.74,7.006,7.047,8.331,8.961,10.365,6.91
"LOC129995775",8.148,7.987,9.695,9.121,8.745,8.315,7.82,7.598,4.151,8.782,8.293,7.714,8.855,7.848,11.716,9.192,6.624,9.854,10.536,6.863
"LOC127822705",8.441,7.361,7.118,8.925,9.099,8.076,6.736,7.662,6.561,9.235,11.322,7.059,7.769,7.56,5.992,9.292,6.872,10.277,6.649,5.403
"LOC130068481",8.299,9.821,7.67,7.768,6.158,8.111,10.947,8.061,8.207,8.116,6.446,11.795,8.15,8.862,4.913,6.518,6.866,7.62,6.043,10.684
"LOC124900718",8.434,7.963,8.626,6.628,6.888,8.388,7.256,8.578,7.189,9.751,8.315,6.583,7.922,9.684,6.868,5.72,9.931,8.217,6.954,10.229
"LOC126806414",9.59,7.97,8.49,4.561,7.997,10.086,6.977,8.687,11.256,6.169,10.43,7.85,10.027,11.551,6.647,5.554,4.164,8.102,5.92,9.637
"LOC127401005",8.857,9.181,9.773,7.842,6.288,11.007,8.084,5.058,8.238,5.921,8.711,7.807,10.93,8.114,8.53,9.049,8.809,7.636,8.968,5.309
"LINC01743",5.384,9.288,9.036,9.463,10.067,8.099,5.831,9.138,8.535,7.596,4.543,9.283,7.985,4.99,7.676,5.525,12.066,9.422,9.747,7.904
"LOC127897804",9.367,8.41,8.13,8.862,6.637,6.871,7.647,7.527,9.653,6.75,6.522,9.708,4.497,9.311,7.738,7.333,6.965,9.008,9.502,5.065
"LINC01619",7.288,8.602,7.374,9.526,6.703,7.384,8.482,7.958,9.058,3.95,9.148,7.228,10.021,8.113,7.236,6.847,8.338,7.658,9.129,9.508
"LOC128966564",8.777,9.123,8.522,6.099,7.113,7.759,7.245,9.969,7.371,9.408,5.408,6.555,7.199,6.686,7.957,8.395,10.073,7.803,10.093,8.017
"KLHL17",7.384,9.01,6.86,7.309,8.396,5.651,7.909,7.408,8.794,8.081,6.47,9.724,8.015,8.92,4.107,8.666,10.997,6.539,7.146,6.673
"RPL37P18",6.493,5.558,6.709,8.298,8.958,6.536,7.542,8.166,9.375,8.403,4.674,4.549,7.369,6.818,7.882,7.193,6.093,9.162,7.458,7.524
"RPL17P31",7.187,9.069,6.556,7.226,5.11,8.577,7.424,8.236,7.9,9.292,6.674,6.602,7.746,9.213,8.86,8.447,8.97,8.071,8.245,6.82
"LOC127815816",6.825,7.673,7.811,8.551,12.127,7.833,9.29,5.334,8.466,6.27,10.102,7.607,9.455,6.999,10.237,7.557,8.933,7.333,5.423,6.667
"LOC127400332",7.793,5.663,9.471,9.231,10.813,9.095,10.622,7.899,9.333,8.013,5.626,9.086,6.808,7.122,8.472,8.307,7.794,7.269,9.836,8.956
"LOC130056397",7.634,5.561,7.006,8.067,5.992,9.215,7.817,9.878,7.638,5.557,7.937,7.087,5.528,9.239,8.968,5.035,9.017,7.717,9.413,8.232
"SSX3",6.212,6.306,8.251,4.54,10.267,10.086,10.813,8.686,5.776,12.383,5.784,9.021,7.97,9.867,8.378,7.44,7.828,10.57,4.509,8.366
"LOC132088926",9.162,10.48,10.738,7.636,7.036,6.784,7.411,3.485,6.353,9.718,8.312,7.548,7.052,10.271,9.634,9.116,6.32,6.809,6.718,8.556
"AGRN",9.109,9.312,8.56,9.783,7.425,3.74,8.248,5.621,6.671,7.959,9.624,7.192,10.797,8.841,9.945,6.165,7.014,8.888,7.995,7.782
"LOC127402158",7.58,7.676,8.337,7.92,8.209,6.132,6.715,9.652,7.277,10.857,9.972,8.598,11.719,9.074,9.819,9.429,7.566,11.591,8.493,10.542
"LINC00538",5.373,9.255,9.081,7.435,7.215,7.73,8.964,5.52,5.356,7.099,9.038,10.585,10.035,5.785,9.81,7.08,7.408,7.004,7.515,7.149
"LOC127827308",6.545,7.91,9.392,7.399,8.25,5.416,8.989,6.526,6.999,8.996,8.749,9.947,9.563,10.55,8.584,6.363,7.501,7.972,8.357,6.56
"AASDHPPT",8.98,4.325,8.004,8.941,7.161,6.564,9.727,6.85,7.824,10.708,9.54,7.702,6.816,7.899,4.964,9.688,7.013,9.87,5.718,10.096
"LOC129931964",7.723,8.598,8.278,8.19,9.02,5.89,7.203,8.325,8.132,9.276,10.056,8.546,7.266,4.872,9.001,9.718,8.714,7.843,10.204,7.688
"EMG1",9.466,8.351,7.175,9.853,9.04,7.482,8.17,8.563,8.228,10.123,8.081,9.678,10.423,6.1,11.698,7.36,7.924,12.92,9.78,7.762
"LOC130058852",7.166,8.98,7.349,9.65,7.688,9.347,8.073,8.023,5.772,7.579,4.944,6.782,8.601,7.403,8.645,8.72,11.681,5.717,5.741,6.226
"LOC124904777",7.705,6.909,11.866,8.116,9.536,8.439,10.287,7.178,9.671,8.04,7.912,4.202,4.997,8.184,6.943,4.42,2.999,3.912,3.959,8.627
"LOC130006966",5.68,9.326,8.991,3.738,10.633,7.586,8.387,5.68,7.372,7.066,10.719,8.005,5.927,8.042,6.164,11.9,7.623,6.655,9.938,6.982
"LOC128966772",9.836,7.553,6.242,12.514,7.985,7.834,8.674,8.305,8.588,10.332,7.328,9.996,6.382,9.818,9.619,9.809,4.361,9.085,8.355,5.907
"TOR1B",7.981,6.987,8.208,11.65,4.917,7.424,6.984,5.455,7.642,10.906,8.622,8.414,6.82,6.339,9.667,7.846,6.546,7.618,10.61,7.073
"LOC100419752",8.005,6.058,8.36,7.01,5.38,10.184,7.583,7.698,5.465,8.384,10.951,8.979,7.359,9.278,7.635,7.994,6.981,6.783,9.267,7.695
"KHDC1-AS1",5.366,8.706,8.401,8.352,7.655,7.652,8.016,7.012,5.864,9.549,9.673,9.45,8.409,7.936,10.723,8.927,8.338,6.864,10.763,7.86
"LOC130066066",8.92,6.082,13.039,7.732,6.847,5.193,9.082,4.745,8.099,8.421,6.708,5.001,9.243,8.127,5.278,7.649,11.129,6.85,5.551,9.027
"LOC127408729",5.401,7.117,8.556,11.909,7.359,7.66,8.01,6.609,9.76,9.271,7.62,6.575,7.289,7.636,6.959,7.747,5.563,6.507,7.43,7.903
"LOC129998242",12.591,11.137,9.805,4.995,8.05,9.001,5.151,8.321,6.97,7.201,8.735,7.101,6.975,7.867,6.39,7.089,8.767,9.11,6.526,7.185
"ACTRT3",8.817,5.875,4.912,5.865,6.281,6.993,5.05,6.079,8.868,10.811,7.54,7.698,9.379,7.584,9.168,5.917,10.617,12.474,8.439,6.972
"SDHAP4",6.02,8.052,9.226,9.142,9.05,8.75,5.814,8.623,10.081,7.717,7.621,7.193,7.807,7.129,9.576,6.24,8.921,6.383,7.825,7.918
"LOC130065576",7.285,9.219,9.731,7.672,7.309,8.887,5.961,10.489,11.443,5.472,7.915,6.866,8.938,5.93,8.638,7.815,10.956,6.529,8.003,6.99
"WRAP53",7.881,8.887,7.022,8.573,8.927,7.454,5.505,9.348,9.979,11.443,7.735,7.647,6.671,8.439,7.293,8.705,3.964,4.752,6.355,8.528
"LOC105377508",8.095,7.142,12.75,9.348,7.325,8.038,6.361,6.735,6.769,7.859,9.256,7.618,7.694,6.73,7.365,9.114,7.946,6.86,6.191,8.387
"LOC127816671",8.305,8.371,9.822,8.055,7.575,5.103,5.441,5.515,7.055,7.517,6.246,7.348,8.134,10.429,4.659,8.155,10.274,7.661,7.482,12.946
"LOC130065578",7.916,7.983,7.317,9.913,3.995,9.148,8.761,6.148,6.464,7.447,9.833,11.292,12.258,11.318,9.082,9.828,9.246,13.643,11.005,8.398
"LOC127826544",7.257,7.755,8.118,7.945,8.63,9.081,8.093,11.929,8.268,9.689,7.442,7.982,5.329,7.286,8.239,11.699,8.836,7.047,9.696,8.226
"LOC129931066",8.472,8.235,7.255,6.908,6.343,8.468,7.395,5.48,8.18,8.815,8.295,7.521,8.328,9.281,7.04,7.505,6.837,6.738,5.953,8.423
"LOC129992651",8.111,5.456,6.593,9.856,9.052,10.7,7.725,5.619,6.336,5.717,9.756,7.266,9.206,7.996,9.671,7.658,5.469,6.694,9.005,9.74
"KBTBD11",6.873,11.094,9.745,5.248,9.206,10.786,5.434,11.325,8.848,9.74,8.638,7.828,8.137,7.327,9.646,11.568,8.568,8.481,8.178,9.896
"LOC127274001",7.603,9.33,6.772,7.972,8.157,7.075,10.039,7.243,7.466,10.477,10.277,8.909,7.274,13.436,8.024,10.476,8.767,10.971,8.884,9.443
"ANKRD42",8.158,9.59,6.285,3.686,6.924,9.602,9.058,5.748,6.808,7.228,8.922,10.104,8.015,4.234,10.589,6.193,8.674,7.947,7.098,7.831
"LOC132089310",7.457,8.988,9.394,7.219,6.617,9.39,7.231,7.268,8.869,7.319,7.674,8.997,7.165,10.816,8.938,8.073,9.593,5.024,9.5,8.038
"LOC127882950",6.856,10.379,10.437,6.573,9.06,10.607,9.861,8.3,8.398,6.337,11.347,8.133,7.702,7.822,7.926,9.567,7.81,8.323,7.846,9.256
"LOC130062625",9.5,7.425,7.786,9.3,7.061,9.814,3.928,7.638,8.764,9.888,7.308,10.123,8.097,7.419,8.19,8.242,8.758,8.124,10.314,8.932
"LOC105376712",8.326,7.493,5.884,9.1,7.615,8.802,9.698,6.615,5.831,8.789,5.376,5.723,8.236,7.997,10.557,7.841,6.746,9.812,8.762,5.713
"LOC127823775",8.883,7.658,9.081,6.592,9.378,6.398,7.834,7.465,5.174,10.617,7.701,7.217,6.761,6.923,7.921,7.959,7.104,9.296,9.672,9.205
"SMARCC1",8.963,9.719,6.999,8.75,8.682,9.753,7.593,5.461,8.767,8.045,6.449,9.75,6.351,11.074,9.673,9.379,4.791,7.422,6.539,5.523
"LOC127459669",9.87,8.914,7.427,4.369,7.92,8.387,5.755,6.973,9.249,7.357,7.948,5.286,9.276,7.164,7.252,8.815,6.587,5.702,9.866,8.057
"ISG20L2",9.219,8.011,14.158,7.991,7.053,9.213,10.304,3.212,6.966,10.783,7.976,9.421,6.85,8.915,7.889,8.737,7.985,8.068,8.485,9.105
"LOC127272485",5.86,8.552,9.508,6.159,5.552,7.287,8.356,9.233,7.513,10.639,11.782,6.587,7.128,5.888,5.575,7.27,6.775,8.324,9.313,5.839
"LOC127887466",5.676,9.524,10.204,7.49,9.215,9.011,10.004,9.188,8.91,7.877,10.703,7.988,4.635,6.999,7.668,7.146,5.631,6.847,10.231,7.432
"THAP9",7.604,5.891,5.476,7.298,7.1,8.418,6.746,7.785,7.358,6.294,13.917,8.68,9.072,12.073,9.03,14.512,10.364,9.998,10.089,9.202
"LOC127897095",9.25,6.065,6.172,10.439,8.06,7.972,9.924,7.997,8.932,7.02,7.734,6.708,9.965,6.233,6.193,8.092,9.278,6.71,8.822,5.987
"LOC127400402",8.868,6.025,9.863,6.705,6.691,9.616,10.307,11.193,8.609,3.89,8.26,7.471,6.147,5.854,6.695,4.722,9.519,6.2,7.236,9.397
"LOC127458381",9.938,9.812,10.448,6.305,7.072,7.626,7.549,8.159,9.846,6.893,7.954,6.173,9.193,7.96,8.315,9.508,8.339,7.042,7.951,7.387
"LOC132089688",7.417,11.605,9.045,8.129,8.498,9.214,12.72,8.475,9.619,6.805,7.714,7.695,7.364,6.952,9.851,8.453,8.357,8.351,8.436,7.403
"LOC127824573",6.382,7.644,8.175,8.48,7.829,9.595,8.369,11.461,7.295,7.118,6.811,9.364,7.024,9.166,8.704,5.361,6.398,7.983,4.729,10.726
"TCP11X2",5.925,6.722,6.592,5.652,7.718,6.42,7.841,6.403,6.925,6.436,8.289,6.172,7.387,9.312,10.966,8.973,8.42,7.48,8.032,8.322
"LOC130066412",10.23,9.355,8.288,10.267,10.024,6.567,5.892,6.651,8.377,9.039,9.841,6.397,6.812,7.524,7.113,10.723,7.037,9.059,9.502,4.89
"PCDH9-AS1",10.69,5.602,7.042,5.687,9.823,11.43,8.526,8.077,5.228,6.438,8.071,6.656,7.797,7.69,7.258,5.142,7.498,9.034,5.754,8.654
"LOC130004584",6.621,7.032,6.083,8.149,6.974,10.202,5.954,6.008,6.105,6.506,6.508,8.087,8.631,9.745,8.853,10.001,8.858,7.739,6.957,7.074
