,Epithelial_prog00,Epithelial_prog01,Epithelial_prog02,Epithelial_prog03,Epithelial_prog04,Epithelial_prog05,Epithelial_prog06,Epithelial_prog07,Epithelial_prog08,Epithelial_prog09,Fibroblast_prog00,Fibroblast_prog01,Fibroblast_prog02,Fibroblast_prog03,Fibroblast_prog04,Fibroblast_prog05,Fibroblast_prog06,Fibroblast_prog07,Fibroblast_prog08,Fibroblast_prog09,Myeloid_prog00,Myeloid_prog01,Myeloid_prog02,Myeloid_prog03,Myeloid_prog04,Myeloid_prog05,Myeloid_prog06,Myeloid_prog07,Myeloid_prog08,Myeloid_prog09,Tcell_prog00,Tcell_prog01,Tcell_prog02,Tcell_prog03,Tcell_prog04,Tcell_prog05,Tcell_prog06,Tcell_prog07,Tcell_prog08,Tcell_prog09,NicheResp00,NicheResp01,NicheResp02,NicheResp03,NicheResp04,NicheResp05,NicheResp06,NicheResp07,NicheResp08,NicheResp09,NicheResp10,NicheResp11,NicheResp12,NicheResp13,NicheResp14,NicheResp15,NicheResp16,NicheResp17,NicheResp18,NicheResp19
SP0424,11,4,7,6,10,5,11,12,8,12,3,2,2,0,1,1,0,2,1,2,1,3,0,2,0,2,1,2,2,1,3,0,0,0,0,1,0,0,2,1,1,4,3,3,2,1,4,1,0,0,1,1,1,0,2,2,2,1,0,2
SP0425,0,0,2,0,1,2,1,2,0,0,2,1,1,1,0,1,2,0,3,0,5,5,8,23,6,9,6,6,7,10,0,1,0,0,0,0,3,5,0,0,2,2,0,1,2,3,1,2,1,1,0,2,6,5,4,2,1,1,1,2
SP0426,4,1,1,0,1,4,1,0,3,2,1,1,0,1,2,0,2,2,1,1,2,3,2,1,3,1,1,1,1,1,14,11,6,10,6,13,12,13,9,7,1,1,1,1,1,1,1,6,0,1,1,0,0,3,1,4,3,2,2,0
SP0427,1,3,1,1,1,2,0,3,0,1,2,0,1,0,2,2,0,0,3,1,2,2,1,0,2,1,0,1,0,0,10,10,9,13,8,7,8,7,8,9,0,2,2,0,0,1,1,0,3,2,2,2,2,0,5,1,3,3,0,0
SP0428,2,0,2,1,0,2,3,1,2,1,0,3,1,1,0,1,1,1,0,0,2,3,1,2,0,1,0,2,4,0,12,6,8,9,7,8,8,10,9,14,4,0,2,0,2,1,2,0,0,1,3,1,2,2,5,2,2,1,1,1
SP0429,0,0,0,3,4,1,1,3,2,3,2,0,1,1,0,1,2,1,0,2,1,1,1,1,2,1,1,1,1,0,14,7,9,6,14,6,19,8,14,9,0,2,0,1,1,2,2,0,0,1,0,2,2,1,0,3,1,0,3,4
SP0430,8,8,9,5,8,8,3,6,13,6,1,0,1,1,0,1,1,1,1,0,3,2,1,4,4,0,1,3,0,0,2,1,1,1,0,4,1,1,0,0,0,2,1,1,0,1,3,2,2,1,2,1,2,2,0,1,2,5,0,2
SP0431,2,0,0,1,1,3,1,0,2,3,0,3,1,0,2,1,4,1,1,0,8,10,6,13,9,7,8,14,19,18,0,2,3,1,1,0,2,1,1,2,0,1,1,2,1,2,4,5,2,2,2,1,4,0,0,1,0,1,2,1
SP0432,4,0,3,3,1,1,2,2,0,0,0,1,1,2,1,2,2,1,2,4,1,4,1,2,3,1,0,5,2,1,9,10,15,10,9,13,15,14,8,8,0,2,1,1,1,3,2,1,2,0,4,6,4,1,3,0,2,1,2,1
SP0433,1,1,1,2,1,2,0,0,2,0,2,2,1,0,2,2,0,0,2,3,6,12,10,2,9,6,6,16,6,6,2,1,3,2,3,2,0,3,1,1,0,1,3,2,2,0,0,0,2,2,1,1,2,2,2,2,2,1,0,4
SP0434,7,14,5,20,10,9,3,6,7,12,8,2,4,2,2,1,1,1,3,1,2,0,1,1,0,2,3,1,0,1,0,2,2,0,0,2,1,2,1,1,1,2,1,3,1,0,5,3,3,0,2,2,1,3,3,0,0,0,1,3
SP0435,1,1,0,0,1,4,1,1,3,3,5,2,1,1,1,0,1,0,1,1,10,8,11,7,6,9,11,14,9,10,1,0,1,1,2,0,1,2,3,0,5,1,0,2,0,2,1,2,1,3,3,2,2,2,1,0,2,1,1,0
SP0436,1,0,0,1,3,2,0,0,1,4,6,8,5,8,12,12,12,9,6,4,0,4,0,1,0,1,1,2,2,2,1,4,0,1,1,4,0,2,1,0,4,1,1,0,0,3,0,1,3,0,1,2,0,1,1,2,1,0,4,5
SP0437,3,0,2,1,1,2,0,2,0,1,1,3,1,1,1,1,1,2,0,1,3,1,1,2,2,3,0,0,1,1,4,13,8,13,10,8,4,16,9,7,1,0,2,2,2,4,2,2,1,0,2,1,4,1,4,2,0,3,1,1
SP0438,1,2,1,2,1,2,0,0,2,1,9,6,6,13,8,11,10,7,14,5,0,0,0,1,1,1,2,2,0,0,1,1,0,4,2,2,2,1,1,1,3,2,4,1,1,2,3,3,1,2,2,1,1,1,0,2,1,1,0,2
SP0439,1,2,0,3,1,2,0,1,1,0,2,0,3,1,0,3,1,2,1,1,9,4,8,7,12,8,8,12,14,8,1,1,0,2,4,2,3,3,1,3,0,2,1,4,2,0,2,7,3,3,2,1,2,0,1,3,2,4,1,1
SP0440,1,3,1,3,1,3,2,2,1,1,2,0,2,2,2,3,2,0,1,2,9,14,4,15,10,8,8,11,9,8,0,2,1,1,3,0,0,0,0,2,0,2,2,0,3,2,4,0,2,1,2,2,1,4,2,3,0,1,1,2
SP0441,2,2,1,4,1,0,1,6,1,2,2,1,3,0,0,1,3,3,1,1,4,1,2,0,1,1,0,5,0,1,9,6,5,14,10,12,10,8,3,9,0,3,0,0,5,2,1,2,3,1,3,1,2,6,3,0,1,0,3,3
SP0442,4,8,17,8,9,7,8,6,9,11,2,0,0,0,2,1,2,4,0,5,1,5,1,1,1,2,0,0,3,1,0,2,2,1,2,2,2,1,0,2,1,2,3,3,5,1,1,3,1,2,2,1,1,0,4,1,0,1,2,2
SP0443,16,13,7,4,9,6,3,6,11,12,1,0,1,0,1,1,3,0,3,2,0,3,2,2,0,3,1,1,0,3,0,0,2,2,1,1,4,3,1,1,2,0,5,3,1,2,0,0,3,0,3,1,2,0,0,1,2,2,0,1
SP0444,0,2,1,1,2,3,2,1,1,3,2,2,2,0,3,0,1,1,2,2,1,0,2,1,1,3,2,5,2,1,6,9,11,7,5,9,8,9,5,8,1,6,3,2,1,0,0,0,1,1,1,0,3,7,2,1,1,4,3,3
SP0445,9,11,9,7,7,4,16,15,5,10,1,1,0,1,0,2,1,3,1,1,3,1,1,1,1,1,0,3,5,2,3,2,2,0,1,1,4,2,1,2,4,1,1,1,1,1,2,4,1,3,7,2,1,0,3,1,0,1,2,1
SP0446,8,11,6,7,7,9,8,5,9,11,0,0,1,1,0,1,2,2,1,1,2,3,0,2,2,0,2,2,3,1,1,1,2,1,0,2,0,2,3,2,0,1,1,0,2,2,5,0,0,1,1,1,3,1,2,2,1,2,0,2
SP0447,1,2,1,0,0,0,1,2,1,0,1,0,0,1,5,1,3,5,2,0,15,6,14,9,15,10,8,15,11,15,2,1,1,2,2,1,0,1,2,1,3,2,2,2,0,1,0,2,2,0,1,1,0,1,1,2,1,2,1,3
SP0448,0,4,3,0,4,0,1,0,3,2,13,7,8,5,10,6,8,10,10,13,1,0,1,1,0,2,2,1,1,2,2,1,2,2,1,3,1,2,2,2,1,0,2,2,1,1,2,2,1,4,1,1,1,3,2,0,2,0,2,2
SP0449,2,0,1,2,1,1,1,1,3,2,1,1,0,1,0,0,1,2,1,2,14,7,9,6,4,10,6,13,7,12,2,3,0,0,4,0,0,3,1,3,2,1,0,1,0,0,0,4,5,2,0,1,2,3,1,2,3,6,2,2
SP0450,6,6,9,9,9,9,8,8,8,7,1,0,1,1,1,2,3,2,3,2,1,6,0,0,4,2,0,2,1,1,2,1,0,2,3,3,1,1,0,1,0,3,1,1,2,2,1,0,3,1,1,3,1,2,1,2,1,2,0,2
SP0451,4,0,1,1,4,2,0,3,0,1,3,2,0,2,0,0,1,2,3,0,7,10,10,8,3,11,7,10,8,9,0,1,2,0,3,2,1,3,2,2,2,2,1,1,2,1,0,1,1,1,0,3,3,0,0,5,3,1,2,3
SP0452,1,2,1,3,1,0,2,2,2,3,11,7,4,8,7,10,4,9,10,10,1,1,1,1,1,2,1,1,1,1,1,3,1,1,0,2,3,0,3,2,1,1,0,1,4,2,0,3,2,1,2,3,1,3,1,2,2,2,1,2
SP0453,0,0,3,3,2,1,1,2,3,4,2,0,1,4,4,1,2,2,0,0,0,1,0,1,2,2,1,2,5,1,10,6,8,8,16,9,11,11,7,12,0,1,2,2,2,0,1,2,0,1,3,0,2,3,3,2,1,3,0,2
SP0454,8,13,10,11,5,12,11,17,8,5,1,1,0,0,0,0,1,0,1,0,0,3,0,3,0,2,1,0,1,1,1,2,1,1,3,1,1,1,1,3,4,2,1,1,3,2,0,0,0,0,0,1,1,5,2,2,1,1,2,0
SP0455,1,2,0,3,2,1,4,1,0,1,2,1,2,0,2,1,0,1,2,1,3,2,1,5,0,1,1,0,0,2,15,8,9,7,12,14,8,5,8,16,2,0,3,0,2,0,0,3,3,2,0,1,0,1,5,1,0,2,0,2
SP0456,1,1,6,2,3,0,1,2,3,1,6,11,16,9,12,7,16,9,9,9,0,0,1,3,2,0,1,0,2,3,0,0,1,2,1,1,1,1,1,1,0,0,2,1,1,1,0,1,1,0,0,2,1,0,0,1,1,0,2,0
SP0457,0,4,0,4,2,1,0,4,3,1,12,9,8,4,3,12,11,7,9,12,1,0,1,0,1,0,0,3,2,4,3,1,2,0,1,3,1,2,2,0,2,0,2,1,0,0,2,2,0,1,2,1,3,3,1,2,0,1,0,2
SP0458,0,0,1,1,0,1,1,3,0,2,2,1,0,0,1,2,3,3,1,0,1,2,0,2,3,3,2,2,0,2,7,4,7,8,10,9,7,12,17,3,2,0,2,2,0,5,3,1,2,2,1,0,1,2,1,1,3,3,3,1
SP0459,3,16,15,7,6,11,9,5,5,6,2,2,2,1,2,1,1,0,1,0,3,0,1,0,4,1,4,0,1,3,2,0,1,0,0,1,0,2,2,0,4,0,0,1,2,1,1,1,1,1,1,5,0,1,1,3,1,0,1,2
SP0460,2,1,1,2,1,1,1,2,3,1,9,9,0,15,9,11,9,8,9,5,1,1,2,1,0,1,0,3,0,1,1,0,1,1,2,3,0,2,0,0,1,0,7,1,1,2,0,0,6,0,0,1,0,0,0,2,1,1,3,1
SP0461,1,0,2,2,4,1,0,1,3,1,1,0,5,2,1,2,1,2,2,0,3,1,1,1,0,2,0,1,1,1,11,13,9,5,4,14,12,8,11,12,1,2,2,0,2,1,1,1,0,1,1,0,2,2,3,1,1,2,1,0
SP0462,2,0,2,1,0,0,0,4,1,1,0,0,2,0,1,2,1,0,1,3,4,0,1,0,1,0,0,0,2,1,10,8,8,10,13,15,14,7,6,11,2,4,1,1,0,0,0,1,0,1,0,0,1,2,3,2,7,5,2,1
SP0463,2,0,0,2,2,0,6,1,0,1,0,2,1,2,2,2,2,1,2,1,0,2,2,1,3,0,0,1,1,3,9,9,9,12,8,4,7,13,13,11,1,4,3,2,2,1,1,1,1,0,1,0,1,2,3,3,1,3,2,2
SP0464,1,2,0,2,4,0,5,0,0,1,4,2,2,1,0,3,5,1,0,1,12,8,11,9,9,12,11,13,11,9,1,1,1,1,1,3,2,3,1,2,3,2,1,1,3,5,1,2,1,2,3,1,4,2,1,0,2,1,1,2
SP0465,2,2,1,1,1,2,1,1,2,0,4,0,1,1,2,1,1,1,0,0,0,5,1,2,2,1,1,2,2,1,17,9,11,9,9,10,7,6,12,6,2,0,1,0,1,1,0,1,0,2,2,1,3,1,1,3,1,1,1,1
SP0466,10,10,13,8,8,9,7,8,6,11,1,1,2,2,3,1,2,3,2,1,2,2,1,1,0,3,0,0,4,1,0,1,2,1,1,2,1,2,1,2,3,2,2,3,2,2,1,3,3,1,4,2,2,1,1,0,2,1,1,1
SP0467,0,2,2,2,2,1,2,2,1,1,6,20,10,7,6,12,7,4,13,14,5,2,0,1,0,0,2,0,2,2,1,0,0,3,0,1,0,0,2,1,1,3,3,1,1,2,2,2,1,0,2,2,3,2,1,1,1,0,0,2
SP0468,0,2,0,3,1,0,1,1,0,5,0,2,0,2,2,2,0,0,1,2,1,1,3,0,2,1,2,3,2,1,5,11,6,9,5,15,9,13,13,11,0,1,1,1,2,1,0,3,2,0,2,0,7,2,1,6,1,3,4,0
SP0469,1,1,1,0,3,3,0,1,2,2,7,14,10,4,10,6,8,19,12,6,0,1,1,1,3,1,1,2,1,1,2,2,2,0,0,3,4,2,3,1,0,2,3,0,0,0,1,5,1,1,2,1,2,3,1,0,1,2,1,2
SP0470,1,1,4,1,2,0,3,1,3,0,2,0,0,2,2,2,2,1,0,1,9,9,10,8,10,14,10,9,5,15,2,0,0,2,2,0,4,3,1,1,1,2,0,3,4,1,1,7,2,1,3,0,2,1,0,1,1,0,1,1
SP0471,2,1,0,1,3,6,3,4,2,0,0,1,3,0,1,3,1,0,3,1,1,2,2,0,2,0,1,2,0,1,4,17,5,12,8,9,12,12,6,2,1,1,1,0,1,2,4,0,1,1,1,4,1,1,4,5,2,4,0,2
SP0472,0,0,0,2,4,0,0,0,1,0,1,1,2,0,1,1,4,2,1,3,7,7,16,12,7,7,9,8,7,13,1,1,0,1,2,0,0,1,1,3,2,1,2,2,1,1,1,1,0,1,0,0,2,0,4,1,1,1,4,2
SP0473,1,0,0,2,2,2,2,0,1,0,12,7,7,4,9,8,8,5,10,15,2,2,5,1,1,1,3,1,3,0,3,0,2,1,4,0,1,4,0,1,1,5,5,1,1,3,2,2,1,2,1,0,1,3,2,0,0,1,2,3
SP0474,1,2,1,2,1,1,2,1,0,0,3,1,1,1,0,2,2,1,1,1,11,4,10,10,5,18,9,8,8,12,0,2,4,2,1,0,0,0,1,0,0,2,4,2,2,0,1,2,1,0,2,2,4,2,2,1,4,2,2,2
SP0475,3,1,0,1,1,0,1,0,0,3,7,7,6,5,7,9,10,6,7,4,2,0,1,0,0,3,0,0,3,1,0,1,4,2,1,2,4,2,1,0,0,3,3,1,1,1,2,1,2,4,2,1,1,0,1,1,3,2,2,2
SP0476,2,0,1,1,0,1,0,0,1,1,8,9,11,8,13,7,9,8,10,13,1,1,2,0,5,0,3,0,1,2,5,1,0,1,1,2,3,2,1,2,2,1,1,2,1,3,1,1,1,4,1,0,5,0,6,2,0,3,3,2
SP0477,3,3,1,2,2,0,1,0,3,2,2,3,2,4,0,1,1,4,1,0,11,3,6,3,7,6,15,8,8,11,2,0,2,2,1,3,4,1,2,1,1,3,1,0,3,1,1,0,2,2,2,0,1,2,3,5,2,6,0,3
SP0478,3,0,1,0,1,1,2,2,1,1,0,1,0,0,2,1,2,0,2,1,6,10,6,11,16,11,8,10,8,6,2,0,0,2,1,2,0,0,0,2,1,1,1,3,1,2,2,2,4,0,2,0,0,1,0,0,2,1,0,4
SP0479,11,12,10,10,9,16,16,10,4,10,1,4,3,0,1,3,1,0,1,1,3,1,1,0,1,3,4,1,1,1,0,2,1,0,2,0,1,0,0,1,4,2,2,2,2,4,1,2,4,1,1,0,1,0,2,1,1,1,0,0
SP0480,6,12,8,13,5,7,6,11,12,12,1,3,1,0,1,1,0,2,4,1,3,0,1,2,1,2,1,3,1,1,0,1,2,1,1,3,0,5,1,2,1,2,2,3,3,2,1,1,3,1,1,0,2,0,0,2,1,0,0,0
SP0481,1,0,4,3,1,4,0,0,0,3,0,1,1,0,3,2,2,1,2,2,15,13,13,4,8,9,21,8,10,14,2,0,2,0,2,0,2,1,0,2,0,0,2,2,0,0,2,2,2,1,3,4,1,1,2,1,1,1,0,0
SP0482,2,0,0,1,1,2,1,0,2,2,1,2,0,1,2,2,5,0,3,3,12,15,12,10,10,12,5,5,6,8,3,1,3,2,1,1,0,1,1,0,0,5,1,1,1,2,3,0,2,2,1,2,0,3,3,0,2,0,1,0
SP0483,2,0,1,2,1,1,1,1,0,2,1,2,1,1,2,0,3,1,1,0,11,4,10,10,9,8,8,11,6,18,1,1,1,0,1,0,2,1,0,2,0,1,1,1,4,3,1,3,2,1,4,1,0,0,2,2,1,0,0,2
SP0484,0,2,1,2,0,0,1,1,2,0,4,1,2,1,1,0,2,1,1,1,7,8,16,4,6,4,12,9,5,8,1,1,2,1,2,1,0,0,0,1,2,2,0,2,2,4,2,2,2,0,4,3,5,2,1,1,0,0,1,2
SP0485,0,2,0,3,2,0,1,1,0,3,2,2,0,0,1,1,1,5,1,1,4,1,0,1,1,2,2,4,2,1,10,14,8,8,11,10,5,6,12,10,0,1,2,1,0,0,3,0,1,0,5,0,0,0,3,0,1,2,0,2
SP0486,11,13,18,12,11,6,10,13,7,6,1,1,1,1,0,2,0,0,2,0,3,1,1,1,1,0,0,1,1,2,2,1,0,1,0,4,0,1,2,2,3,2,2,1,0,4,0,0,2,1,0,2,1,1,4,0,0,3,1,1
SP0487,10,11,2,8,7,5,9,5,8,7,1,0,1,1,2,2,0,1,2,2,2,3,1,2,2,3,2,0,0,5,2,3,1,0,0,2,1,3,0,1,1,3,1,4,1,1,2,1,1,2,2,1,0,2,2,2,2,3,1,1
SP0488,1,2,1,4,0,2,0,2,5,2,1,2,1,1,3,1,0,0,0,1,7,9,15,9,3,10,5,14,6,10,0,0,1,1,2,2,0,0,1,3,1,2,0,1,0,0,3,0,2,3,3,1,2,0,4,0,1,2,1,1
SP0489,10,10,3,5,8,6,5,4,6,6,3,2,2,0,1,0,1,0,2,2,2,2,4,1,0,3,1,1,1,1,1,1,3,3,0,2,1,2,2,0,3,2,2,0,0,0,2,1,0,1,2,0,6,1,1,2,2,2,0,2
SP0490,5,10,11,10,7,8,9,11,9,14,1,1,3,0,2,1,3,0,0,3,0,3,2,1,1,0,2,0,0,1,2,3,2,3,3,1,0,2,4,1,3,1,4,2,3,0,0,1,0,2,6,0,2,1,0,0,1,3,0,2
SP0491,1,0,0,1,3,1,1,1,2,3,1,2,2,1,3,1,1,3,2,0,9,8,7,10,10,10,13,12,8,11,5,2,1,1,1,0,2,0,2,4,1,1,1,2,0,1,1,0,2,3,1,3,3,1,0,1,1,2,2,0
SP0492,2,1,1,0,2,1,1,1,2,1,6,14,6,10,10,9,13,14,7,6,2,0,1,1,4,1,0,3,1,0,1,2,0,1,1,2,2,1,1,0,2,1,1,1,0,1,3,2,1,1,0,2,1,2,3,3,0,3,0,2
SP0493,5,8,11,11,9,12,12,11,10,10,1,2,1,3,0,3,1,1,0,2,0,3,4,1,2,1,1,1,1,0,1,1,1,2,1,5,2,1,1,2,3,1,3,1,3,2,0,1,0,2,2,1,1,1,2,0,0,1,1,2
SP0494,1,2,1,3,1,2,1,2,1,0,0,1,2,3,3,1,1,3,1,2,6,10,3,6,12,10,13,2,9,7,1,3,1,1,0,1,2,1,6,1,2,0,1,2,1,0,3,3,2,1,2,1,1,0,1,1,0,1,0,0
SP0495,2,3,4,1,1,0,1,2,1,1,3,5,1,0,1,1,2,1,0,1,10,6,16,11,11,12,9,9,6,7,0,2,2,0,3,1,3,0,1,1,0,1,2,0,1,0,2,3,2,3,2,1,4,1,1,2,3,2,2,2
SP0496,0,0,1,4,2,1,2,1,1,1,0,2,3,5,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,2,1,8,7,15,10,8,10,8,10,7,5,0,1,1,0,2,5,2,0,2,3,1,1,0,3,1,0,3,0,0
SP0497,1,1,1,4,1,3,2,2,1,1,1,0,1,0,0,0,2,1,0,0,8,9,6,10,8,8,9,9,3,7,1,2,1,1,3,3,2,0,2,4,2,1,2,0,0,3,0,1,7,2,2,3,1,3,5,2,2,2,0,1
SP0498,10,11,13,10,2,12,10,8,7,16,2,2,3,2,2,1,0,2,2,2,1,2,1,4,0,1,3,0,2,3,1,2,6,1,1,0,3,1,3,1,2,1,1,1,0,1,2,0,0,3,2,1,2,4,4,0,0,5,2,1
SP0499,0,3,1,1,6,0,1,3,0,0,3,1,1,1,0,2,2,1,2,2,18,5,14,9,6,9,12,11,14,7,1,2,0,2,1,1,1,2,2,0,1,2,0,0,2,0,2,3,3,2,0,2,0,3,2,0,0,1,1,1
SP0500,1,1,2,1,2,1,3,2,2,1,1,0,1,2,2,0,0,2,1,1,9,8,8,14,8,14,7,9,12,7,2,5,1,1,2,4,2,0,1,2,1,1,0,3,0,0,1,0,0,1,2,2,1,2,0,2,2,0,0,2
SP0501,8,10,10,13,15,13,9,11,12,3,0,0,1,2,0,2,4,0,2,2,1,0,2,1,1,0,3,1,2,1,2,2,0,3,0,0,1,1,2,2,2,1,2,1,3,1,3,4,3,4,5,1,2,1,0,2,4,4,4,1
SP0502,9,17,6,6,9,2,10,11,16,8,1,2,3,3,4,0,3,4,2,2,0,1,0,3,1,3,2,1,0,5,1,1,1,0,3,0,0,1,0,4,2,2,2,3,1,1,0,1,1,1,0,5,2,0,2,2,2,1,2,4
SP0503,0,2,1,3,3,1,1,0,1,0,1,1,1,1,2,4,1,2,1,1,3,1,0,0,1,2,1,1,1,1,11,8,9,6,14,4,3,9,8,5,1,1,2,5,1,3,2,1,1,3,1,2,3,3,0,1,2,1,2,1
SP0504,1,1,0,3,0,1,1,1,1,1,2,0,1,1,1,2,0,4,1,1,2,0,1,0,1,1,0,0,0,2,9,8,8,11,10,4,6,4,3,7,1,3,0,1,1,3,4,1,2,4,2,1,3,1,1,0,2,1,3,0
SP0505,0,1,0,0,1,0,1,0,1,1,3,1,2,2,1,2,1,1,3,2,0,2,0,0,2,0,1,0,1,1,6,9,9,10,17,16,16,5,7,6,1,4,1,2,3,4,3,1,2,2,2,0,0,1,1,2,1,1,3,0
SP0506,0,3,1,1,4,2,2,0,2,3,13,11,18,11,5,5,8,11,7,13,2,0,1,0,0,0,2,2,1,2,1,1,1,4,1,2,1,1,1,1,0,3,2,1,0,1,0,1,0,1,1,3,3,2,0,1,3,3,0,1
SP0507,6,11,7,8,12,12,7,6,9,12,1,1,0,3,0,3,1,2,0,2,1,2,0,0,1,0,1,1,4,2,1,2,2,1,1,0,1,2,1,0,1,2,1,3,2,2,1,3,1,3,1,2,1,2,4,2,1,3,1,4
SP0508,0,1,4,0,1,1,3,1,1,0,3,1,3,1,0,0,2,2,0,2,1,0,0,5,1,2,3,2,0,3,8,6,4,9,5,6,15,9,6,13,4,2,3,3,2,0,0,1,1,1,1,3,3,3,0,1,0,3,0,1
SP0509,1,4,5,2,1,3,2,1,2,2,11,6,3,17,11,12,8,9,11,12,1,2,1,2,1,2,1,0,1,1,1,1,0,1,2,0,1,1,2,0,2,1,1,0,1,0,2,2,0,3,2,1,0,1,0,2,2,2,0,1
SP0510,2,0,0,2,1,2,0,0,2,1,2,2,2,2,2,0,3,1,2,0,5,5,8,11,18,7,14,11,12,7,2,0,1,0,1,1,2,0,1,0,0,0,2,0,1,2,1,1,2,2,4,1,2,3,6,0,2,1,0,3
SP0511,3,1,3,1,6,2,0,1,0,1,7,17,9,7,14,8,13,7,19,9,1,1,4,1,1,0,0,3,2,2,3,1,0,2,3,2,2,2,1,3,1,1,2,2,0,1,1,0,1,0,2,2,1,1,3,1,6,1,0,1
SP0512,0,1,1,2,1,2,3,5,2,2,14,13,13,10,18,7,8,10,13,5,0,0,1,2,4,0,0,1,0,1,0,1,6,0,2,1,2,2,3,1,0,2,0,1,0,4,2,0,1,1,1,2,0,3,2,0,2,2,1,1
SP0513,2,1,3,3,2,0,2,1,1,0,3,8,12,13,4,7,13,14,14,8,1,2,0,1,2,0,1,2,0,1,0,0,0,0,1,1,2,0,1,0,5,3,0,0,4,1,2,4,2,1,1,0,4,3,1,1,0,1,0,1
SP0514,0,3,1,0,2,5,3,4,4,0,3,1,2,1,2,1,2,0,1,2,8,5,12,11,8,10,10,9,5,17,4,1,1,3,0,1,0,1,0,1,2,0,2,0,1,1,1,2,1,2,0,1,1,0,1,1,3,3,1,1
SP0515,5,0,1,1,1,1,3,3,1,2,3,6,12,8,10,4,9,14,11,15,0,0,0,2,1,1,1,0,1,3,0,1,2,0,1,2,1,0,1,0,1,1,1,1,0,1,1,1,2,0,3,0,0,1,2,5,1,5,0,0
SP0516,5,1,4,1,4,0,0,2,1,3,1,1,0,0,2,4,1,0,0,3,10,11,5,6,11,3,14,6,10,5,2,2,0,1,3,2,0,1,2,2,0,1,0,0,3,2,1,2,0,3,0,1,2,3,4,2,3,2,0,1
SP0517,2,1,1,1,0,0,3,0,2,0,1,1,1,0,2,0,2,3,4,2,16,13,10,11,7,11,6,6,5,8,1,3,5,1,3,1,0,2,1,1,6,0,1,6,3,2,2,1,1,2,0,0,0,0,0,2,0,1,1,3
SP0518,10,12,11,9,5,10,8,9,11,14,0,3,0,3,0,2,3,3,1,2,0,1,4,1,3,0,3,3,0,1,0,0,1,1,0,3,2,1,1,0,4,1,2,3,0,1,1,1,0,4,0,2,0,4,3,2,0,3,0,1
SP0519,3,1,1,2,1,1,2,1,1,2,12,10,8,9,15,5,7,7,11,6,1,0,2,0,1,1,0,2,0,2,1,1,2,0,1,1,0,2,3,1,1,3,1,1,0,2,1,1,2,1,1,1,1,1,0,0,2,0,3,1
SP0520,2,4,0,2,0,1,2,4,1,1,11,11,14,10,12,5,4,2,4,9,0,2,1,0,2,1,1,2,0,4,0,1,0,2,2,0,1,3,0,6,0,2,3,3,2,1,2,1,2,2,0,3,0,3,1,1,3,1,1,0
SP0521,3,2,2,1,0,1,1,0,0,1,2,0,1,1,0,3,0,0,4,3,7,6,7,13,8,12,9,12,7,6,0,1,0,2,3,0,0,1,1,0,1,3,1,2,5,2,0,1,2,3,1,1,2,2,2,2,1,1,1,3
SP0522,1,2,2,2,1,0,0,1,1,1,10,13,13,9,11,11,9,11,7,9,4,1,0,0,0,1,0,3,1,1,1,0,0,0,1,0,1,1,1,3,2,0,2,5,1,2,2,2,3,2,2,1,1,1,1,1,2,2,1,2
SP0523,1,0,2,2,0,1,1,2,3,4,1,2,2,1,0,1,2,0,1,3,10,15,6,10,10,3,9,13,11,14,0,1,1,1,2,2,1,2,2,2,1,1,0,1,0,0,2,3,1,2,2,3,1,1,0,0,2,2,3,2
SP0524,1,0,0,2,1,0,0,3,1,5,8,17,4,13,11,5,11,8,13,3,0,1,1,1,2,1,3,0,0,1,0,1,3,3,0,0,5,0,0,0,2,1,1,5,2,1,1,3,1,0,0,0,1,1,0,2,4,0,2,2
SP0525,1,2,2,0,5,4,1,2,0,0,8,5,3,10,11,5,6,10,17,12,0,1,1,2,1,3,2,3,3,2,0,1,1,0,0,2,1,0,2,0,0,1,6,1,2,2,1,1,1,2,1,0,1,0,2,1,1,0,3,0
SP0526,1,0,1,2,1,0,3,1,1,1,3,1,0,2,1,3,1,0,2,1,5,7,11,9,15,11,9,11,10,10,3,0,0,1,3,2,4,0,0,1,2,2,1,1,1,4,3,1,0,1,1,1,3,0,0,0,0,0,1,0
SP0527,1,4,2,4,1,1,2,1,1,1,3,0,2,2,3,2,1,2,0,3,7,12,6,11,5,8,17,10,10,8,3,1,1,0,0,0,2,0,1,0,0,2,0,1,1,0,0,1,3,6,3,3,1,2,5,3,1,2,3,2
SP0528,4,4,3,1,2,1,2,0,1,0,0,0,2,0,0,1,1,2,1,2,10,6,10,15,10,4,7,14,4,8,0,3,4,0,3,0,2,0,4,0,2,2,1,1,2,0,1,3,3,0,0,0,3,2,1,1,5,3,1,0
SP0529,2,6,1,1,2,3,0,1,1,3,0,2,0,0,0,2,2,1,2,1,0,1,1,1,1,0,1,2,0,1,5,14,11,5,11,10,4,12,8,6,3,1,1,0,0,5,1,0,1,1,3,1,5,3,0,1,0,3,3,1
SP0530,9,11,5,10,8,9,8,15,12,6,2,1,3,0,0,0,1,1,0,0,3,0,1,1,0,1,1,1,3,1,2,0,0,2,3,1,3,2,1,1,1,3,2,3,2,1,0,4,3,0,3,0,2,2,1,2,4,2,2,1
