,Epithelial_prog00,Epithelial_prog01,Epithelial_prog02,Epithelial_prog03,Epithelial_prog04,Epithelial_prog05,Epithelial_prog06,Epithelial_prog07,Epithelial_prog08,Epithelial_prog09,Fibroblast_prog00,Fibroblast_prog01,Fibroblast_prog02,Fibroblast_prog03,Fibroblast_prog04,Fibroblast_prog05,Fibroblast_prog06,Fibroblast_prog07,Fibroblast_prog08,Fibroblast_prog09,Myeloid_prog00,Myeloid_prog01,Myeloid_prog02,Myeloid_prog03,Myeloid_prog04,Myeloid_prog05,Myeloid_prog06,Myeloid_prog07,Myeloid_prog08,Myeloid_prog09,Tcell_prog00,Tcell_prog01,Tcell_prog02,Tcell_prog03,Tcell_prog04,Tcell_prog05,Tcell_prog06,Tcell_prog07,Tcell_prog08,Tcell_prog09,NicheResp00,NicheResp01,NicheResp02,NicheResp03,NicheResp04,NicheResp05,NicheResp06,NicheResp07,NicheResp08,NicheResp09,NicheResp10,NicheResp11,NicheResp12,NicheResp13,NicheResp14,NicheResp15,NicheResp16,NicheResp17,NicheResp18,NicheResp19
RF0424,1,1,0,3,0,3,3,0,5,1,15,6,12,13,3,6,9,15,10,15,3,2,0,1,2,0,0,0,1,2,2,5,1,1,2,0,0,2,2,1,0,1,2,2,4,0,1,3,0,2,3,2,1,2,0,0,2,1,1,0
RF0425,0,1,2,3,2,3,3,3,0,2,3,0,0,0,1,1,0,1,1,3,1,2,1,2,1,1,1,3,1,2,7,7,8,8,11,8,5,14,12,4,0,1,0,1,0,0,1,3,2,0,0,0,3,2,0,2,2,1,1,0
RF0426,13,11,5,8,12,7,7,9,0,6,1,1,1,1,1,1,3,1,0,2,1,1,1,1,2,1,2,0,3,0,0,4,0,0,0,2,5,0,0,1,1,6,0,1,1,1,1,1,1,1,1,2,0,3,2,0,1,0,3,1
RF0427,6,10,10,11,12,9,9,2,11,7,2,1,1,2,0,1,6,0,0,1,3,7,1,2,0,2,3,2,0,2,1,2,4,0,0,3,2,1,2,3,0,0,2,1,0,2,1,2,3,1,1,0,2,0,0,2,1,1,2,0
RF0428,18,12,7,7,7,6,8,5,16,11,2,2,1,2,2,2,2,3,0,1,0,1,1,1,0,3,0,0,0,0,1,0,3,3,0,0,1,0,2,2,1,3,7,1,2,0,2,0,3,1,2,0,3,2,1,0,4,1,0,1
RF0429,2,0,1,0,3,1,0,1,2,0,12,6,15,5,8,6,7,10,16,11,2,1,0,0,0,1,1,0,0,1,0,1,2,2,0,2,0,0,2,0,2,2,4,0,1,4,1,1,5,2,2,0,1,3,1,0,5,2,1,4
RF0430,2,2,0,2,2,0,0,2,2,1,0,2,4,1,1,0,2,1,2,0,3,7,7,8,13,10,14,18,13,12,3,1,1,0,3,3,2,1,0,0,4,1,1,0,2,0,1,0,5,4,1,2,1,0,1,1,1,1,0,1
RF0431,10,9,4,8,15,7,17,13,12,10,1,0,2,2,3,1,1,0,0,1,0,1,4,1,0,0,1,0,1,0,1,1,2,0,1,2,2,1,0,0,1,1,2,1,1,1,2,2,2,1,2,4,2,1,1,0,0,0,1,5
RF0432,11,10,7,9,22,11,11,11,13,13,1,2,1,0,1,5,1,1,1,3,1,1,0,0,1,3,0,1,1,3,1,3,1,0,4,0,1,0,1,0,2,4,2,2,0,0,3,2,2,2,1,2,1,1,1,2,2,1,0,0
RF0433,1,1,1,3,0,3,1,0,1,1,6,8,13,9,8,8,17,6,13,10,2,1,2,1,2,2,2,2,0,2,1,3,1,0,3,0,1,0,3,2,1,1,3,0,0,0,4,3,0,1,1,3,1,2,0,2,3,1,1,1
RF0434,3,2,0,2,5,1,1,4,1,2,0,0,0,1,1,3,1,0,1,4,0,3,0,0,0,2,3,2,2,1,11,9,4,8,15,3,9,8,3,8,1,2,0,1,1,3,2,0,2,1,0,5,1,2,0,3,5,0,1,2
RF0435,1,0,1,0,1,0,2,1,2,2,1,1,0,1,0,2,0,0,1,4,2,3,2,1,1,1,1,1,0,2,8,8,5,7,8,8,9,6,11,4,2,0,0,0,0,1,1,2,2,2,1,3,1,1,1,0,0,3,0,1
RF0436,1,1,0,3,2,0,2,1,2,3,1,0,1,1,3,2,3,0,1,0,15,9,11,11,11,5,8,13,15,10,1,3,3,1,2,3,1,2,0,1,1,1,0,0,2,1,3,2,0,2,3,0,1,1,1,2,0,2,0,0
RF0437,1,1,1,1,2,0,0,1,1,0,1,1,1,1,0,1,2,3,4,1,11,6,8,4,14,13,9,7,8,7,4,1,1,1,2,0,2,3,4,0,1,1,0,0,0,4,1,2,1,1,2,0,1,1,0,0,5,0,1,1
RF0438,0,1,2,2,2,0,5,2,3,1,2,1,0,2,3,0,2,2,3,3,3,1,1,1,2,2,4,3,3,1,2,5,4,15,19,5,5,4,6,7,2,1,1,1,2,2,3,3,3,5,4,0,2,0,1,1,1,0,1,0
RF0439,0,0,2,4,4,1,3,0,2,2,2,2,0,2,1,0,0,1,0,1,3,8,2,2,5,1,1,2,0,1,6,8,5,12,10,4,9,5,9,6,2,2,1,3,2,2,2,0,1,1,2,0,1,1,1,1,1,1,2,1
RF0440,3,3,1,1,3,0,1,1,4,2,2,0,0,2,2,3,1,0,1,2,15,6,10,6,13,6,12,8,8,12,4,3,0,0,2,1,1,0,2,1,1,1,2,2,1,1,3,2,1,2,2,2,3,1,1,2,1,2,1,3
RF0441,2,3,1,2,1,0,2,1,1,2,6,18,8,10,4,12,12,10,13,7,2,0,2,3,0,0,3,2,3,1,1,1,1,2,1,2,0,0,0,2,2,0,3,0,0,4,0,2,3,2,2,2,1,1,1,0,2,2,1,0
RF0442,0,2,2,1,1,3,0,2,3,1,1,0,2,0,2,1,3,4,1,1,1,2,0,0,1,0,3,2,2,2,9,14,6,6,17,4,11,11,13,8,2,1,1,1,2,2,2,0,1,0,1,2,1,2,3,0,0,1,1,0
RF0443,0,0,2,4,2,2,0,1,4,0,11,10,8,6,3,7,8,7,19,6,0,1,1,1,4,0,1,0,2,0,1,3,1,3,4,1,1,1,1,1,1,0,4,0,3,4,1,1,2,3,0,1,0,0,1,0,1,1,3,1
RF0444,1,1,1,0,3,0,3,0,1,0,0,2,0,1,1,1,1,0,4,4,2,2,1,1,0,3,5,2,1,1,10,6,4,7,1,9,8,6,12,8,0,1,0,0,1,2,3,3,1,1,0,0,0,1,1,3,1,0,2,3
RF0445,6,13,12,13,13,7,11,6,11,15,5,1,0,0,0,1,0,1,4,2,4,1,0,4,1,0,2,2,1,3,4,2,2,1,0,2,0,0,4,2,6,1,0,0,3,4,1,0,0,4,1,3,2,2,1,1,0,5,0,0
RF0446,2,0,1,0,1,2,1,0,0,2,2,0,0,0,1,1,1,0,1,2,5,6,5,6,4,6,13,14,8,15,0,0,1,0,3,1,0,4,0,0,2,0,2,0,4,2,5,3,2,2,3,2,1,1,1,1,1,1,3,1
RF0447,13,5,4,8,17,8,8,10,13,5,1,0,2,0,1,0,1,2,6,3,0,1,1,1,1,0,0,2,1,1,1,0,3,2,1,1,1,3,2,2,1,1,1,1,4,1,1,2,4,1,1,2,0,2,0,1,1,1,0,4
RF0448,19,11,10,14,13,8,10,14,7,7,3,2,0,4,2,1,4,3,1,0,0,1,0,1,2,1,0,0,1,0,3,3,0,2,0,1,3,1,1,1,2,2,0,1,0,0,1,0,1,1,1,2,0,1,0,1,2,1,1,2
RF0449,7,7,12,2,14,11,10,14,8,10,2,2,0,1,1,2,2,4,4,1,2,3,2,3,3,2,2,1,2,1,3,1,0,1,2,3,2,0,2,0,4,1,2,1,1,1,2,2,0,1,1,3,0,0,0,0,1,0,0,3
RF0450,2,5,1,3,2,2,1,4,1,3,2,0,0,2,1,0,1,0,0,0,16,14,9,7,12,11,4,7,9,9,2,3,0,0,0,1,3,4,2,2,2,1,3,0,3,1,2,3,2,3,0,1,1,3,1,0,0,1,1,8
RF0451,2,2,1,1,2,0,1,0,1,4,2,3,1,2,0,3,3,2,1,2,0,3,1,0,1,0,3,1,3,2,12,11,6,8,11,4,14,5,11,4,1,1,0,2,0,2,3,0,1,3,2,2,1,2,1,2,1,1,3,0
RF0452,0,2,2,2,1,1,0,2,2,0,1,1,0,1,2,2,0,0,1,0,3,7,8,5,3,9,10,5,7,4,1,1,4,3,0,1,3,0,1,1,1,0,5,0,1,0,1,0,3,0,1,0,0,2,3,5,2,1,5,1
RF0453,8,19,12,15,10,8,16,8,8,12,3,1,2,2,1,0,3,2,0,3,2,0,2,1,3,2,0,1,1,2,1,1,0,0,2,0,4,1,2,4,1,5,0,1,1,1,3,2,4,1,0,2,3,1,2,2,1,0,2,0
RF0454,9,7,13,6,9,9,3,8,12,13,4,4,1,1,1,1,0,1,2,2,3,2,1,0,1,2,0,1,0,4,0,2,1,2,2,1,0,1,1,1,1,0,3,3,1,3,0,1,1,1,1,2,2,1,2,2,1,2,1,3
RF0455,1,2,2,1,0,0,2,3,0,3,0,3,1,2,0,1,1,1,0,2,1,0,3,1,1,2,2,0,2,1,6,12,15,8,11,5,11,7,8,14,1,0,0,1,3,4,0,1,2,1,1,3,0,1,2,1,0,2,2,2
RF0456,3,3,0,1,0,5,2,3,1,3,5,4,1,1,1,0,1,0,1,1,1,4,0,0,4,0,2,1,1,3,12,8,18,13,16,4,9,5,8,11,2,2,1,2,0,2,5,3,3,0,0,3,0,1,0,1,1,1,1,1
RF0457,14,5,13,3,14,4,8,10,11,10,2,1,1,3,0,6,1,0,2,4,2,2,2,2,1,0,1,0,2,1,3,0,4,0,2,0,3,1,1,0,0,2,1,2,2,3,4,2,1,1,2,1,1,2,0,0,1,2,3,0
RF0458,10,10,9,11,14,13,8,19,8,10,2,2,2,1,1,0,2,0,4,3,1,0,1,0,1,1,2,1,1,0,4,1,1,1,3,1,2,1,3,2,4,4,2,0,1,2,2,4,3,0,1,1,0,1,2,3,1,4,1,2
RF0459,3,0,1,3,1,2,1,2,1,1,2,0,0,4,1,3,1,2,2,3,1,0,2,1,1,1,0,2,0,0,5,14,10,6,23,4,7,7,11,6,2,1,3,2,0,0,0,3,4,4,0,1,1,1,2,1,2,1,1,1
RF0460,16,16,9,10,9,8,14,7,12,10,0,1,2,4,1,1,2,0,2,4,0,4,3,0,1,0,2,1,0,1,0,2,0,1,3,0,1,0,0,1,2,2,2,1,1,0,2,2,0,3,2,1,0,2,1,1,0,0,3,1
RF0461,1,2,0,2,4,3,1,1,0,0,11,7,8,15,14,10,9,8,13,9,3,3,1,3,2,0,1,1,0,1,1,1,1,0,4,0,2,3,0,1,0,0,0,1,1,0,1,0,1,2,0,1,1,2,1,2,0,0,1,1
RF0462,3,4,0,2,2,2,4,2,2,0,2,3,0,2,1,1,4,2,0,3,0,1,5,2,1,3,2,0,4,3,8,5,7,10,13,13,10,9,7,5,0,2,3,1,0,3,3,0,0,1,2,1,2,0,1,1,1,2,0,0
RF0463,15,13,9,12,6,13,6,8,13,7,1,1,4,0,2,2,0,2,1,2,2,2,4,2,1,1,0,4,0,1,1,2,0,2,2,0,1,0,0,1,2,1,3,0,2,0,1,2,3,2,2,3,1,0,1,1,1,2,0,2
RF0464,12,12,8,8,9,12,14,16,15,7,1,0,2,3,3,1,1,1,2,0,0,2,2,1,2,0,3,4,2,0,1,0,0,0,4,1,1,1,1,0,3,1,1,1,1,0,2,1,2,5,1,2,4,0,1,2,1,2,0,1
RF0465,1,1,1,3,0,3,2,1,0,0,10,4,14,8,10,4,4,8,11,5,1,1,3,1,0,0,4,1,0,3,0,1,1,3,3,0,2,1,2,3,3,1,0,1,1,0,3,1,0,0,1,2,1,1,1,1,0,4,0,0
RF0466,2,3,0,0,3,2,4,1,5,3,3,3,0,1,1,1,0,1,1,3,0,1,0,1,1,0,2,2,1,1,9,12,3,5,11,6,5,8,7,8,1,3,2,3,2,0,1,2,2,2,1,1,4,1,3,3,0,2,1,1
RF0467,1,1,3,2,2,0,0,0,1,1,2,3,2,0,3,1,2,0,0,1,2,1,1,3,0,0,4,3,1,1,10,5,11,8,17,8,16,8,9,8,0,3,2,0,3,2,1,3,3,5,1,2,0,1,0,3,4,2,3,0
RF0468,3,2,2,2,1,2,1,1,1,2,2,1,1,0,0,1,4,0,1,2,9,15,17,13,3,8,14,7,5,4,0,2,3,1,3,1,0,1,2,0,1,1,4,3,2,2,0,2,0,1,1,2,1,1,0,1,0,2,1,2
RF0469,4,2,4,0,1,3,2,1,1,2,17,8,9,10,17,6,13,19,10,7,1,1,0,0,2,3,0,0,0,2,0,6,0,0,1,0,2,0,1,3,2,2,1,1,0,3,2,3,0,2,1,2,4,1,3,0,3,0,2,2
RF0470,20,5,10,12,8,8,15,6,6,13,1,0,3,2,0,1,1,1,2,0,0,0,2,2,1,1,1,0,0,0,0,4,0,0,2,1,1,1,0,1,2,2,4,1,3,1,1,2,1,2,2,4,1,1,1,1,1,2,1,2
RF0471,2,2,2,2,2,2,1,0,0,2,2,1,2,1,2,2,0,2,1,1,0,0,1,4,0,1,2,5,1,6,9,17,11,12,10,10,7,8,7,10,1,1,1,1,1,0,1,0,1,2,2,0,1,0,0,3,2,1,1,1
RF0472,4,15,9,16,17,12,8,8,10,9,2,1,2,0,2,2,0,1,5,0,1,0,2,1,1,1,1,2,0,0,1,1,0,1,1,1,2,2,0,2,1,0,1,3,1,1,2,1,2,1,2,2,2,1,5,2,0,0,1,3
RF0473,13,16,7,3,12,9,4,13,12,16,2,3,0,2,2,3,2,3,4,3,2,0,2,0,2,1,1,2,0,1,0,0,2,3,1,1,3,1,1,1,2,1,1,0,1,1,3,0,2,0,4,0,0,1,2,2,1,0,0,1
RF0474,5,11,2,14,12,12,6,5,12,12,0,3,1,2,3,1,1,0,2,0,0,0,0,2,1,0,1,4,0,2,2,1,0,1,1,0,1,1,0,1,0,2,2,0,2,0,2,1,0,0,1,2,1,2,1,2,1,4,1,4
RF0475,1,2,2,1,0,1,1,0,1,2,19,4,13,8,12,6,4,9,9,8,1,2,2,1,0,1,4,0,0,0,1,2,2,0,1,1,0,2,2,1,1,1,0,1,2,1,7,1,0,5,2,4,1,1,0,3,3,2,0,3
RF0476,12,7,9,14,14,7,8,8,17,11,1,0,1,3,0,1,2,1,1,1,0,0,3,1,0,0,0,0,5,0,1,0,3,3,3,1,2,2,0,0,0,1,1,2,2,0,1,3,2,0,0,1,1,4,2,2,2,0,0,1
RF0477,0,1,0,3,3,1,1,2,0,2,2,3,3,2,0,2,3,0,1,0,8,13,12,9,5,4,11,14,8,10,2,0,0,1,0,0,0,0,2,2,0,3,0,0,3,2,0,1,1,0,3,2,0,2,2,0,1,1,1,2
RF0478,3,0,1,1,1,1,1,1,0,1,11,8,10,14,17,14,4,19,13,8,0,1,7,2,2,0,3,1,2,1,0,0,3,1,0,0,1,2,3,4,5,0,2,2,2,0,2,0,2,0,3,1,1,1,3,3,0,3,1,1
RF0479,1,0,2,2,0,0,1,1,2,1,2,2,0,2,1,1,0,4,2,1,0,1,3,2,3,2,3,0,1,0,5,13,5,4,7,12,6,13,7,8,4,2,1,1,2,1,1,1,0,0,2,1,0,2,1,0,2,0,1,1
RF0480,17,6,8,7,14,12,10,11,8,9,3,2,3,1,0,1,2,1,1,0,2,2,1,0,0,1,1,4,1,0,2,2,1,4,0,1,1,1,2,5,2,1,0,1,2,1,2,1,1,0,2,1,1,3,2,1,1,1,0,0
RF0481,1,1,3,2,4,1,1,2,1,1,12,18,14,7,9,10,13,5,14,8,1,1,0,1,1,1,2,3,1,2,2,2,1,0,1,2,0,6,1,1,1,1,1,1,2,1,4,0,2,0,0,2,1,2,1,1,1,1,0,1
RF0482,2,0,1,2,0,1,2,0,2,2,10,9,10,10,10,6,4,8,17,11,1,2,2,2,2,2,1,0,0,0,0,0,1,0,1,3,0,1,2,0,4,0,3,0,2,3,0,2,1,0,2,1,0,2,0,2,0,0,0,0
RF0483,10,11,13,13,14,7,11,8,12,8,1,1,3,2,1,2,2,3,1,3,1,1,4,0,0,1,0,1,4,1,0,2,1,3,1,2,3,0,0,2,0,0,1,1,1,2,3,5,2,0,1,0,2,1,1,0,0,1,2,1
RF0484,0,0,2,1,2,0,0,1,2,0,2,1,1,1,0,1,1,1,2,1,9,4,5,8,10,8,12,13,8,12,2,2,0,3,0,4,1,1,3,2,3,1,4,0,4,1,3,0,2,1,1,3,1,0,0,0,0,2,0,2
RF0485,2,1,2,0,0,4,3,0,3,0,0,0,1,0,3,3,4,2,4,1,1,0,2,0,1,4,0,2,0,2,6,15,9,5,13,6,9,4,8,11,1,2,2,1,3,1,0,2,3,3,1,0,1,2,2,3,1,2,4,1
RF0486,1,3,0,1,4,1,0,3,3,0,0,1,0,6,1,1,2,1,4,2,9,6,10,7,11,8,8,6,11,8,4,4,0,0,2,0,3,1,2,5,3,0,1,3,3,3,3,1,2,2,4,0,1,2,1,0,2,1,1,3
RF0487,1,2,4,0,1,3,2,2,3,3,9,11,15,8,11,15,11,15,16,9,0,2,2,0,1,1,3,0,1,2,0,1,4,1,0,1,0,2,0,4,3,2,0,2,2,1,3,1,3,1,2,2,0,2,1,4,1,2,3,3
RF0488,3,3,5,1,4,0,2,1,3,0,1,1,3,1,1,1,1,2,3,0,5,1,1,3,2,1,1,1,1,0,6,10,9,1,14,10,5,10,11,7,2,1,1,0,3,1,2,0,2,0,0,2,0,2,1,1,1,1,1,0
RF0489,1,3,3,1,1,2,1,1,2,1,2,1,1,1,2,0,1,0,1,4,11,8,10,6,5,10,25,16,7,7,1,0,2,0,3,1,0,2,1,2,3,1,3,2,0,2,3,1,3,3,1,1,3,2,1,1,3,0,0,4
RF0490,2,1,2,1,3,3,1,0,3,0,1,3,0,2,2,1,0,1,1,3,14,11,11,7,7,10,9,12,12,11,1,0,1,1,4,1,2,1,2,1,2,2,1,2,2,1,2,1,0,3,1,2,0,0,2,2,1,3,3,2
RF0491,9,5,24,12,18,16,10,7,5,14,3,0,0,1,0,1,3,1,0,2,2,2,2,2,2,0,2,1,0,0,1,0,2,1,1,0,3,0,1,3,1,0,3,1,0,3,1,3,0,2,0,3,1,1,1,1,1,3,1,4
RF0492,1,3,0,2,3,1,5,2,1,2,2,2,0,3,0,1,0,0,1,2,8,7,8,11,5,5,15,13,5,6,1,2,1,2,3,1,0,3,1,1,2,1,1,0,7,1,1,1,2,2,3,0,3,2,3,2,1,2,2,2
RF0493,2,0,0,2,3,1,2,1,3,3,1,1,4,0,1,0,2,1,1,1,1,0,1,2,0,1,1,0,0,0,12,3,7,9,10,13,3,7,4,18,4,2,1,1,2,1,1,2,3,0,0,1,0,1,0,0,1,1,1,0
RF0494,0,0,1,1,4,2,2,1,2,2,0,3,1,2,2,4,3,3,0,1,4,11,18,3,9,12,7,11,13,9,2,4,2,0,3,2,2,1,1,3,1,0,2,1,2,2,2,1,0,0,0,2,0,2,1,0,3,2,1,0
RF0495,9,12,5,10,9,16,6,15,7,17,1,0,0,2,2,1,1,2,0,1,4,0,1,1,3,1,3,0,3,1,1,1,1,1,0,0,1,2,3,0,1,0,4,2,0,0,1,2,0,1,2,1,0,2,1,0,1,1,2,1
RF0496,7,8,4,11,6,11,15,11,13,9,0,3,2,1,2,1,1,1,2,1,1,1,0,1,1,1,0,6,1,1,0,3,1,2,2,1,2,2,1,3,2,1,1,1,0,1,4,3,1,1,2,4,1,1,0,2,2,2,0,1
RF0497,2,1,2,1,4,3,1,1,0,1,8,6,6,5,9,5,6,8,12,14,3,2,2,0,1,4,0,0,1,3,2,1,0,1,2,1,0,1,0,0,1,1,2,0,1,4,1,0,2,2,4,4,1,1,2,0,1,3,1,1
RF0498,11,10,4,6,11,8,8,1,4,19,3,0,1,1,2,0,2,0,0,1,1,1,0,2,0,0,1,1,1,3,0,1,1,1,5,0,0,1,3,1,0,4,2,2,0,1,3,3,2,4,1,1,0,1,0,0,1,1,2,1
RF0499,4,1,2,1,2,1,1,0,2,1,0,0,0,1,0,2,1,3,1,1,3,1,2,3,1,0,2,1,3,2,7,6,6,7,12,14,8,9,8,11,2,2,2,1,2,0,0,0,0,1,0,0,0,1,0,2,1,2,1,3
