,Gene000,Gene001,Gene002,Gene003,Gene004,Gene005,Gene006,Gene007,Gene008,Gene009,Gene010,Gene011,Gene012,Gene013,Gene014,Gene015,Gene016,Gene017,Gene018,Gene019,Gene020,Gene021,Gene022,Gene023,Gene024,Gene025,Gene026,Gene027,Gene028,Gene029,Gene030,Gene031,Gene032,Gene033,Gene034,Gene035,Gene036,Gene037,Gene038,Gene039,Gene040,Gene041,Gene042,Gene043,Gene044,Gene045,Gene046,Gene047,Gene048,Gene049,Gene050,Gene051,Gene052,Gene053,Gene054,Gene055,Gene056,Gene057,Gene058,Gene059
rna0219,5.0,16.0,4.0,0.0,5.0,2.0,4.0,0.0,4.0,0.0,0.0,1.0,5.0,4.0,0.0,10.0,0.0,16.0,4.0,9.0,0.0,32.0,4.0,0.0,0.0,0.0,5.0,10.0,9.0,0.0,7.0,0.0,8.0,0.0,2.0,7.0,8.0,5.0,13.0,5.0,7.0,3.0,5.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,8.0,0.0
rna0220,7.0,10.0,5.0,3.0,10.0,0.0,1.0,0.0,2.0,16.0,15.0,0.0,0.0,4.0,1.0,0.0,10.0,0.0,6.0,2.0,5.0,0.0,0.0,10.0,0.0,10.0,0.0,17.0,14.0,19.0,2.0,2.0,9.0,3.0,3.0,0.0,7.0,3.0,7.0,1.0,5.0,4.0,3.0,4.0,1.0,0.0,4.0,1.0,5.0,0.0,4.0,1.0,0.0,0.0,4.0,2.0,3.0,0.0,9.0,7.0
rna0221,18.0,10.0,0.0,1.0,0.0,0.0,14.0,3.0,0.0,18.0,0.0,4.0,3.0,3.0,9.0,0.0,0.0,4.0,2.0,6.0,11.0,11.0,5.0,5.0,13.0,0.0,6.0,8.0,13.0,15.0,7.0,5.0,19.0,0.0,3.0,13.0,9.0,5.0,19.0,4.0,8.0,2.0,2.0,7.0,4.0,12.0,21.0,0.0,16.0,14.0,0.0,0.0,9.0,0.0,16.0,20.0,0.0,7.0,17.0,18.0
rna0222,16.0,10.0,0.0,1.0,2.0,4.0,0.0,6.0,0.0,7.0,3.0,0.0,2.0,3.0,4.0,17.0,4.0,2.0,0.0,6.0,0.0,17.0,6.0,0.0,11.0,0.0,6.0,6.0,9.0,23.0,8.0,5.0,0.0,8.0,3.0,10.0,4.0,5.0,28.0,4.0,0.0,3.0,2.0,0.0,2.0,12.0,21.0,4.0,0.0,0.0,6.0,21.0,6.0,8.0,0.0,18.0,0.0,2.0,0.0,18.0
rna0223,0.0,9.0,6.0,3.0,6.0,0.0,1.0,0.0,1.0,10.0,8.0,4.0,1.0,6.0,6.0,14.0,3.0,4.0,0.0,0.0,5.0,28.0,2.0,12.0,9.0,5.0,14.0,0.0,4.0,0.0,4.0,0.0,5.0,1.0,3.0,5.0,0.0,4.0,0.0,4.0,4.0,5.0,3.0,6.0,0.0,0.0,8.0,2.0,5.0,2.0,3.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0
rna0224,8.0,0.0,0.0,7.0,0.0,0.0,16.0,0.0,11.0,27.0,25.0,0.0,18.0,11.0,9.0,3.0,5.0,0.0,9.0,0.0,11.0,25.0,3.0,19.0,21.0,0.0,0.0,15.0,19.0,24.0,0.0,1.0,10.0,3.0,6.0,0.0,5.0,4.0,11.0,4.0,6.0,0.0,6.0,5.0,6.0,2.0,10.0,6.0,7.0,5.0,12.0,3.0,1.0,0.0,6.0,5.0,4.0,7.0,18.0,18.0
rna0225,0.0,10.0,7.0,7.0,3.0,0.0,8.0,9.0,4.0,13.0,0.0,5.0,6.0,0.0,0.0,3.0,3.0,4.0,2.0,4.0,0.0,8.0,2.0,0.0,11.0,0.0,4.0,7.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,6.0,2.0,0.0,2.0,1.0,1.0,5.0,3.0,9.0,5.0
rna0226,7.0,7.0,5.0,0.0,2.0,2.0,5.0,4.0,2.0,6.0,1.0,1.0,1.0,0.0,7.0,5.0,1.0,3.0,0.0,7.0,10.0,7.0,0.0,0.0,0.0,6.0,0.0,3.0,8.0,9.0,2.0,3.0,12.0,0.0,1.0,5.0,6.0,5.0,0.0,3.0,3.0,2.0,1.0,4.0,0.0,7.0,9.0,7.0,9.0,8.0,2.0,4.0,3.0,0.0,9.0,7.0,10.0,5.0,3.0,0.0
rna0227,3.0,6.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,4.0,5.0,5.0,4.0,8.0,5.0,3.0,6.0,4.0,5.0,24.0,5.0,11.0,0.0,0.0,10.0,8.0,7.0,16.0,1.0,1.0,5.0,3.0,0.0,5.0,2.0,0.0,0.0,1.0,3.0,0.0,4.0,2.0,10.0,2.0,10.0,1.0,5.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,10.0,0.0
rna0228,6.0,5.0,2.0,0.0,2.0,9.0,4.0,0.0,2.0,14.0,12.0,0.0,0.0,4.0,4.0,0.0,5.0,6.0,10.0,11.0,5.0,29.0,0.0,17.0,13.0,9.0,8.0,12.0,9.0,0.0,5.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,12.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,12.0,10.0
rna0229,12.0,25.0,0.0,6.0,12.0,10.0,5.0,0.0,6.0,32.0,22.0,0.0,13.0,0.0,11.0,22.0,25.0,11.0,19.0,19.0,0.0,68.0,7.0,35.0,23.0,18.0,23.0,18.0,27.0,39.0,0.0,2.0,0.0,9.0,9.0,9.0,16.0,14.0,24.0,0.0,14.0,12.0,6.0,11.0,8.0,3.0,9.0,0.0,10.0,6.0,5.0,0.0,0.0,3.0,5.0,7.0,9.0,5.0,0.0,19.0
rna0230,0.0,10.0,6.0,0.0,0.0,0.0,12.0,7.0,0.0,12.0,3.0,5.0,3.0,3.0,3.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,6.0,0.0,5.0,0.0,0.0,4.0,7.0,13.0,3.0,9.0,5.0,10.0,22.0,0.0,2.0,0.0,1.0,0.0,2.0,14.0,13.0,3.0,6.0,11.0,6.0,8.0,9.0,8.0,5.0,17.0,6.0,0.0,14.0,0.0
rna0231,7.0,15.0,10.0,0.0,3.0,19.0,0.0,0.0,11.0,19.0,0.0,12.0,12.0,7.0,0.0,2.0,3.0,10.0,3.0,6.0,5.0,23.0,0.0,0.0,22.0,0.0,5.0,11.0,7.0,6.0,0.0,3.0,7.0,1.0,5.0,5.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,4.0,4.0,0.0,5.0,1.0,2.0,0.0,9.0,3.0,1.0,0.0,2.0,4.0,6.0,5.0,9.0,10.0
rna0232,12.0,18.0,0.0,0.0,4.0,7.0,5.0,6.0,6.0,14.0,0.0,12.0,5.0,2.0,8.0,0.0,10.0,0.0,5.0,0.0,10.0,24.0,7.0,16.0,0.0,0.0,8.0,6.0,21.0,23.0,0.0,9.0,18.0,0.0,0.0,16.0,14.0,15.0,21.0,12.0,12.0,0.0,10.0,13.0,0.0,0.0,9.0,1.0,7.0,7.0,3.0,7.0,4.0,0.0,0.0,5.0,11.0,2.0,13.0,12.0
rna0233,9.0,10.0,0.0,0.0,12.0,7.0,4.0,3.0,3.0,23.0,17.0,9.0,7.0,8.0,7.0,12.0,9.0,9.0,3.0,10.0,7.0,42.0,7.0,22.0,14.0,0.0,20.0,12.0,17.0,26.0,5.0,5.0,15.0,3.0,0.0,7.0,0.0,7.0,0.0,2.0,13.0,5.0,3.0,0.0,0.0,1.0,10.0,2.0,6.0,9.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,6.0
rna0234,13.0,25.0,0.0,7.0,0.0,10.0,0.0,4.0,8.0,0.0,27.0,6.0,0.0,10.0,0.0,25.0,16.0,26.0,17.0,17.0,14.0,78.0,13.0,0.0,38.0,16.0,26.0,0.0,25.0,0.0,17.0,4.0,15.0,7.0,3.0,9.0,12.0,10.0,0.0,4.0,11.0,13.0,5.0,0.0,9.0,0.0,14.0,4.0,0.0,10.0,0.0,5.0,0.0,6.0,4.0,0.0,0.0,3.0,26.0,0.0
rna0235,8.0,25.0,12.0,0.0,0.0,10.0,18.0,0.0,0.0,31.0,29.0,0.0,10.0,12.0,14.0,17.0,0.0,16.0,3.0,9.0,8.0,43.0,0.0,26.0,27.0,34.0,9.0,19.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,4.0,5.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,3.0,8.0,9.0,4.0,6.0,0.0,10.0,7.0,8.0,0.0,27.0
rna0236,16.0,0.0,10.0,0.0,2.0,3.0,0.0,5.0,4.0,0.0,5.0,5.0,5.0,0.0,8.0,9.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,11.0,18.0,6.0,0.0,7.0,10.0,16.0,10.0,8.0,10.0,11.0,0.0,9.0,11.0,7.0,33.0,0.0,11.0,0.0,5.0,7.0,6.0,0.0,0.0,2.0,28.0,23.0,8.0,0.0,4.0,11.0,0.0,0.0,19.0,3.0,17.0,0.0
rna0237,4.0,17.0,8.0,1.0,1.0,2.0,3.0,3.0,2.0,5.0,3.0,0.0,1.0,0.0,5.0,11.0,5.0,3.0,4.0,7.0,4.0,8.0,0.0,6.0,5.0,3.0,6.0,0.0,15.0,0.0,4.0,0.0,0.0,0.0,2.0,7.0,5.0,9.0,9.0,6.0,0.0,5.0,7.0,8.0,0.0,0.0,0.0,0.0,7.0,4.0,1.0,0.0,3.0,2.0,2.0,2.0,3.0,5.0,8.0,4.0
rna0238,5.0,6.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,14.0,4.0,2.0,4.0,2.0,2.0,9.0,5.0,0.0,7.0,11.0,0.0,11.0,4.0,10.0,4.0,6.0,2.0,6.0,0.0,18.0,5.0,8.0,14.0,6.0,6.0,6.0,10.0,8.0,11.0,6.0,7.0,3.0,5.0,6.0,6.0,4.0,5.0,0.0,0.0,8.0,2.0,0.0,5.0,7.0,4.0,9.0,12.0,0.0,9.0,8.0
rna0239,0.0,0.0,5.0,6.0,4.0,9.0,5.0,0.0,5.0,14.0,15.0,0.0,10.0,0.0,0.0,9.0,5.0,0.0,3.0,3.0,5.0,25.0,3.0,16.0,19.0,10.0,4.0,13.0,0.0,12.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,3.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,5.0
rna0240,8.0,4.0,6.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,6.0,2.0,1.0,0.0,4.0,4.0,8.0,1.0,3.0,6.0,2.0,3.0,4.0,4.0,16.0,0.0,0.0,4.0,3.0,1.0,8.0,1.0,0.0,16.0,0.0,2.0,1.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0,3.0,0.0,7.0,0.0,3.0,7.0,7.0
rna0241,7.0,10.0,0.0,3.0,3.0,0.0,11.0,0.0,0.0,9.0,10.0,6.0,9.0,0.0,0.0,5.0,2.0,7.0,1.0,2.0,4.0,11.0,3.0,8.0,0.0,0.0,5.0,0.0,5.0,9.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,2.0,7.0
rna0242,0.0,0.0,7.0,6.0,0.0,0.0,7.0,8.0,6.0,0.0,17.0,7.0,9.0,10.0,9.0,20.0,0.0,0.0,0.0,0.0,12.0,72.0,15.0,34.0,13.0,15.0,0.0,0.0,13.0,42.0,3.0,2.0,10.0,8.0,0.0,0.0,0.0,10.0,12.0,0.0,11.0,6.0,4.0,9.0,0.0,2.0,8.0,0.0,7.0,8.0,2.0,5.0,1.0,0.0,4.0,8.0,6.0,4.0,17.0,0.0
rna0243,9.0,0.0,4.0,0.0,10.0,0.0,8.0,2.0,2.0,20.0,23.0,0.0,0.0,7.0,8.0,22.0,6.0,8.0,0.0,11.0,14.0,44.0,6.0,34.0,13.0,13.0,22.0,0.0,0.0,34.0,8.0,2.0,20.0,4.0,0.0,14.0,9.0,4.0,13.0,3.0,8.0,6.0,5.0,15.0,0.0,3.0,0.0,2.0,5.0,8.0,7.0,0.0,0.0,2.0,5.0,2.0,5.0,6.0,0.0,14.0
rna0244,4.0,8.0,2.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,1.0,1.0,4.0,4.0,2.0,0.0,2.0,1.0,2.0,9.0,5.0,10.0,2.0,2.0,8.0,4.0,0.0,1.0,5.0,11.0,0.0,2.0,5.0,0.0,1.0,12.0,1.0,4.0,17.0,4.0,5.0,3.0,1.0,2.0,0.0,6.0,10.0,3.0,6.0,8.0,2.0,8.0,0.0,10.0,5.0,12.0,0.0,1.0,0.0,14.0
rna0245,6.0,8.0,13.0,2.0,0.0,7.0,6.0,11.0,7.0,13.0,11.0,15.0,12.0,3.0,5.0,0.0,2.0,11.0,1.0,7.0,4.0,15.0,4.0,6.0,0.0,15.0,2.0,0.0,6.0,15.0,0.0,3.0,3.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,4.0,1.0,1.0,3.0,3.0,2.0,9.0,2.0,2.0,1.0,1.0,6.0,4.0,2.0,5.0,0.0
rna0246,19.0,12.0,14.0,2.0,4.0,3.0,13.0,5.0,6.0,0.0,3.0,6.0,7.0,5.0,0.0,15.0,5.0,8.0,3.0,11.0,14.0,24.0,2.0,12.0,25.0,5.0,12.0,9.0,13.0,26.0,16.0,0.0,10.0,11.0,0.0,19.0,8.0,9.0,0.0,11.0,6.0,8.0,11.0,0.0,6.0,15.0,25.0,6.0,0.0,17.0,2.0,19.0,14.0,11.0,0.0,23.0,0.0,0.0,23.0,21.0
rna0247,34.0,20.0,0.0,3.0,1.0,6.0,0.0,2.0,9.0,19.0,0.0,5.0,5.0,0.0,7.0,22.0,5.0,10.0,0.0,13.0,0.0,18.0,2.0,12.0,19.0,0.0,7.0,15.0,0.0,16.0,9.0,8.0,19.0,0.0,6.0,17.0,0.0,4.0,51.0,8.0,11.0,7.0,0.0,0.0,4.0,15.0,27.0,7.0,0.0,19.0,0.0,0.0,15.0,0.0,11.0,0.0,22.0,11.0,25.0,0.0
rna0248,9.0,22.0,4.0,7.0,0.0,0.0,10.0,8.0,8.0,33.0,32.0,0.0,7.0,0.0,0.0,20.0,26.0,13.0,0.0,26.0,26.0,69.0,13.0,34.0,35.0,12.0,25.0,0.0,0.0,61.0,15.0,0.0,18.0,8.0,0.0,17.0,18.0,13.0,13.0,5.0,12.0,4.0,2.0,11.0,4.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,11.0,0.0,0.0,26.0,0.0
rna0249,5.0,14.0,3.0,4.0,5.0,7.0,0.0,0.0,0.0,12.0,0.0,3.0,7.0,7.0,9.0,11.0,7.0,7.0,5.0,6.0,9.0,33.0,5.0,0.0,13.0,11.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,10.0,4.0,6.0,9.0,0.0,8.0,2.0,1.0,7.0,0.0,1.0,3.0,2.0,3.0,0.0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,11.0,0.0
rna0250,8.0,13.0,0.0,3.0,3.0,7.0,0.0,4.0,3.0,0.0,9.0,4.0,0.0,4.0,0.0,15.0,9.0,0.0,5.0,12.0,0.0,9.0,7.0,14.0,7.0,4.0,6.0,8.0,0.0,20.0,7.0,3.0,0.0,7.0,9.0,18.0,7.0,7.0,16.0,4.0,10.0,7.0,12.0,7.0,0.0,2.0,6.0,0.0,6.0,0.0,0.0,3.0,1.0,2.0,2.0,3.0,12.0,6.0,0.0,10.0
rna0251,12.0,11.0,15.0,3.0,3.0,0.0,12.0,5.0,10.0,0.0,4.0,0.0,0.0,4.0,9.0,18.0,6.0,4.0,9.0,5.0,14.0,0.0,3.0,0.0,20.0,9.0,4.0,9.0,12.0,21.0,7.0,13.0,13.0,17.0,1.0,18.0,11.0,0.0,33.0,10.0,12.0,11.0,6.0,10.0,2.0,9.0,19.0,6.0,20.0,0.0,10.0,16.0,11.0,7.0,0.0,27.0,17.0,7.0,22.0,27.0
rna0252,13.0,8.0,5.0,3.0,3.0,2.0,4.0,0.0,2.0,0.0,2.0,4.0,1.0,0.0,9.0,0.0,5.0,1.0,2.0,7.0,8.0,12.0,1.0,6.0,17.0,7.0,5.0,0.0,3.0,14.0,4.0,2.0,12.0,9.0,0.0,0.0,4.0,1.0,20.0,7.0,6.0,0.0,5.0,0.0,0.0,0.0,18.0,4.0,0.0,14.0,4.0,7.0,6.0,8.0,6.0,0.0,13.0,4.0,8.0,12.0
rna0253,2.0,12.0,0.0,2.0,3.0,0.0,2.0,4.0,3.0,13.0,6.0,11.0,2.0,3.0,10.0,0.0,6.0,2.0,5.0,9.0,5.0,8.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,17.0,7.0,12.0,0.0,8.0,0.0,8.0,7.0,17.0,31.0,4.0,0.0,5.0,5.0,0.0,6.0,0.0,10.0,5.0,13.0,6.0,5.0,0.0,4.0,4.0,4.0,8.0,12.0,7.0,0.0,7.0
rna0254,12.0,16.0,4.0,2.0,1.0,2.0,10.0,2.0,0.0,5.0,7.0,4.0,3.0,3.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,0.0,2.0,10.0,4.0,5.0,4.0,5.0,19.0,14.0,16.0,0.0,18.0,9.0,0.0,7.0,9.0,5.0,12.0,0.0,9.0,3.0,7.0,0.0,3.0,2.0,0.0,0.0,6.0,0.0,4.0,0.0,2.0,0.0,0.0,7.0,10.0,2.0,0.0,0.0
rna0255,16.0,23.0,10.0,4.0,7.0,7.0,6.0,10.0,8.0,13.0,0.0,9.0,7.0,3.0,0.0,27.0,11.0,13.0,0.0,19.0,16.0,32.0,11.0,0.0,0.0,9.0,0.0,19.0,34.0,21.0,19.0,0.0,34.0,0.0,7.0,19.0,0.0,22.0,33.0,16.0,0.0,0.0,0.0,19.0,0.0,11.0,0.0,0.0,11.0,0.0,3.0,8.0,4.0,0.0,3.0,8.0,0.0,9.0,0.0,20.0
rna0256,13.0,24.0,12.0,5.0,12.0,12.0,0.0,8.0,9.0,0.0,27.0,7.0,11.0,12.0,0.0,19.0,16.0,18.0,14.0,16.0,20.0,66.0,8.0,28.0,31.0,0.0,26.0,21.0,20.0,57.0,9.0,0.0,0.0,6.0,6.0,17.0,10.0,0.0,19.0,9.0,19.0,8.0,6.0,14.0,7.0,5.0,0.0,3.0,14.0,12.0,6.0,2.0,4.0,4.0,7.0,9.0,10.0,5.0,29.0,22.0
rna0257,15.0,11.0,20.0,7.0,0.0,11.0,11.0,0.0,7.0,20.0,14.0,10.0,0.0,8.0,7.0,8.0,0.0,0.0,4.0,7.0,6.0,28.0,1.0,17.0,28.0,10.0,9.0,0.0,8.0,12.0,7.0,2.0,8.0,0.0,10.0,4.0,7.0,3.0,7.0,7.0,10.0,1.0,2.0,5.0,0.0,3.0,0.0,5.0,3.0,2.0,2.0,4.0,0.0,3.0,2.0,0.0,0.0,8.0,10.0,0.0
rna0258,13.0,28.0,15.0,0.0,4.0,2.0,6.0,8.0,0.0,22.0,9.0,7.0,8.0,0.0,13.0,27.0,11.0,17.0,6.0,13.0,14.0,30.0,6.0,24.0,15.0,0.0,9.0,15.0,31.0,0.0,13.0,4.0,0.0,0.0,7.0,26.0,21.0,0.0,30.0,17.0,11.0,11.0,13.0,0.0,6.0,5.0,14.0,3.0,20.0,0.0,1.0,8.0,5.0,0.0,7.0,10.0,15.0,7.0,17.0,20.0
rna0259,10.0,25.0,15.0,0.0,9.0,18.0,9.0,12.0,10.0,19.0,0.0,13.0,21.0,0.0,8.0,0.0,0.0,15.0,5.0,4.0,12.0,25.0,2.0,22.0,19.0,15.0,0.0,19.0,9.0,15.0,0.0,2.0,0.0,0.0,9.0,4.0,6.0,0.0,8.0,0.0,5.0,0.0,5.0,0.0,6.0,0.0,8.0,7.0,7.0,6.0,0.0,0.0,1.0,0.0,4.0,5.0,7.0,5.0,0.0,17.0
rna0260,11.0,15.0,13.0,6.0,10.0,0.0,9.0,13.0,8.0,30.0,18.0,10.0,22.0,12.0,16.0,11.0,5.0,9.0,0.0,6.0,11.0,0.0,0.0,14.0,24.0,14.0,10.0,10.0,12.0,16.0,7.0,3.0,9.0,4.0,0.0,0.0,6.0,3.0,0.0,4.0,4.0,0.0,0.0,3.0,7.0,0.0,0.0,9.0,3.0,3.0,9.0,2.0,1.0,6.0,3.0,5.0,5.0,1.0,0.0,0.0
rna0261,4.0,6.0,0.0,5.0,2.0,11.0,5.0,3.0,7.0,11.0,9.0,5.0,6.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,10.0,1.0,11.0,8.0,6.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,6.0,1.0,4.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,8.0
rna0262,15.0,13.0,0.0,0.0,0.0,5.0,10.0,5.0,0.0,0.0,3.0,2.0,6.0,9.0,8.0,18.0,3.0,7.0,3.0,9.0,8.0,13.0,3.0,5.0,0.0,7.0,6.0,13.0,13.0,0.0,9.0,0.0,7.0,13.0,4.0,20.0,9.0,3.0,0.0,7.0,6.0,3.0,9.0,6.0,2.0,15.0,16.0,0.0,20.0,17.0,7.0,12.0,8.0,13.0,7.0,0.0,13.0,0.0,0.0,18.0
rna0263,14.0,0.0,8.0,6.0,9.0,14.0,8.0,9.0,0.0,0.0,23.0,9.0,18.0,11.0,9.0,7.0,5.0,11.0,8.0,8.0,0.0,0.0,3.0,21.0,18.0,21.0,5.0,14.0,18.0,14.0,7.0,0.0,0.0,2.0,4.0,11.0,6.0,4.0,0.0,0.0,5.0,1.0,3.0,2.0,7.0,1.0,5.0,3.0,2.0,3.0,9.0,1.0,0.0,1.0,3.0,9.0,6.0,6.0,0.0,15.0
rna0264,0.0,7.0,10.0,3.0,1.0,0.0,9.0,0.0,0.0,19.0,0.0,3.0,2.0,0.0,4.0,6.0,4.0,5.0,8.0,9.0,14.0,18.0,1.0,6.0,12.0,2.0,6.0,6.0,6.0,17.0,9.0,0.0,19.0,14.0,3.0,11.0,12.0,5.0,0.0,8.0,5.0,1.0,4.0,3.0,3.0,9.0,12.0,0.0,15.0,13.0,3.0,0.0,13.0,0.0,10.0,11.0,10.0,11.0,0.0,14.0
rna0265,0.0,8.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,5.0,0.0,1.0,0.0,6.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,9.0,3.0,0.0,7.0,5.0,1.0,12.0,2.0,5.0,0.0,0.0,1.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,7.0,2.0,0.0,4.0,3.0,5.0,0.0,3.0,12.0
rna0266,13.0,16.0,24.0,0.0,15.0,14.0,13.0,14.0,0.0,39.0,27.0,20.0,26.0,15.0,0.0,6.0,0.0,0.0,7.0,8.0,15.0,35.0,3.0,20.0,0.0,26.0,10.0,14.0,0.0,35.0,6.0,1.0,11.0,5.0,11.0,0.0,12.0,4.0,11.0,5.0,12.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,2.0,0.0,14.0,5.0,2.0,2.0,8.0,9.0,7.0,13.0,0.0,18.0
rna0267,7.0,0.0,5.0,0.0,10.0,0.0,9.0,1.0,8.0,0.0,24.0,6.0,0.0,11.0,6.0,12.0,6.0,16.0,10.0,0.0,19.0,70.0,11.0,31.0,19.0,16.0,0.0,18.0,13.0,48.0,11.0,0.0,0.0,7.0,4.0,11.0,10.0,11.0,20.0,0.0,11.0,0.0,6.0,11.0,9.0,2.0,0.0,2.0,14.0,7.0,2.0,4.0,1.0,6.0,4.0,6.0,0.0,0.0,17.0,9.0
rna0268,14.0,0.0,10.0,8.0,13.0,34.0,5.0,5.0,0.0,36.0,34.0,0.0,16.0,0.0,9.0,25.0,0.0,0.0,18.0,17.0,14.0,0.0,11.0,0.0,27.0,16.0,22.0,23.0,0.0,50.0,14.0,0.0,20.0,4.0,5.0,18.0,0.0,17.0,13.0,10.0,15.0,9.0,4.0,21.0,0.0,5.0,18.0,5.0,0.0,8.0,0.0,3.0,1.0,0.0,0.0,9.0,0.0,8.0,36.0,0.0
rna0269,12.0,0.0,10.0,1.0,9.0,12.0,0.0,8.0,0.0,14.0,4.0,0.0,0.0,6.0,5.0,29.0,17.0,10.0,0.0,10.0,12.0,40.0,0.0,22.0,0.0,7.0,8.0,16.0,30.0,0.0,13.0,0.0,33.0,9.0,7.0,21.0,22.0,26.0,0.0,0.0,14.0,11.0,0.0,20.0,12.0,10.0,0.0,6.0,13.0,0.0,7.0,13.0,4.0,0.0,0.0,8.0,21.0,7.0,13.0,14.0
rna0270,4.0,8.0,3.0,1.0,3.0,0.0,3.0,0.0,8.0,7.0,5.0,0.0,3.0,0.0,6.0,12.0,0.0,3.0,5.0,7.0,7.0,13.0,6.0,12.0,2.0,3.0,5.0,4.0,0.0,13.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,6.0,8.0,6.0,3.0,8.0,0.0,2.0,7.0,0.0,6.0,5.0,1.0,0.0,0.0,7.0,4.0,0.0,5.0,0.0,4.0,11.0
rna0271,10.0,5.0,8.0,3.0,6.0,11.0,4.0,9.0,4.0,20.0,17.0,11.0,13.0,0.0,5.0,2.0,5.0,8.0,3.0,3.0,6.0,24.0,3.0,7.0,13.0,8.0,6.0,9.0,0.0,11.0,4.0,0.0,5.0,2.0,3.0,5.0,8.0,2.0,9.0,0.0,1.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,0.0,2.0,8.0,4.0,3.0,0.0,1.0,1.0,2.0,4.0,0.0,7.0
rna0272,15.0,14.0,7.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,26.0,6.0,12.0,7.0,9.0,0.0,11.0,15.0,0.0,0.0,16.0,71.0,5.0,0.0,21.0,21.0,25.0,22.0,0.0,0.0,11.0,6.0,0.0,10.0,12.0,0.0,15.0,8.0,25.0,3.0,10.0,6.0,0.0,10.0,0.0,3.0,8.0,0.0,9.0,11.0,0.0,0.0,0.0,3.0,9.0,12.0,4.0,7.0,25.0,16.0
rna0273,2.0,11.0,13.0,8.0,7.0,12.0,11.0,0.0,8.0,13.0,16.0,5.0,14.0,0.0,10.0,0.0,0.0,8.0,0.0,5.0,7.0,0.0,0.0,13.0,18.0,12.0,0.0,12.0,8.0,0.0,11.0,2.0,5.0,0.0,7.0,3.0,5.0,4.0,10.0,3.0,7.0,0.0,3.0,5.0,3.0,0.0,0.0,4.0,2.0,3.0,4.0,2.0,0.0,2.0,0.0,4.0,3.0,4.0,10.0,13.0
