# synthetic, for demo only -- module 574 STAIR baseline
spot,G000,G001,G002,G003,G004,G005,G006,G007,G008,G009,G010,G011,G012,G013,G014,G015,G016,G017,G018,G019,G020,G021,G022,G023,G024,G025,G026,G027,G028,G029,G030,G031,G032,G033,G034,G035,G036,G037,G038,G039,G040,G041,G042,G043,G044,G045,G046,G047,G048,G049,G050,G051,G052,G053,G054,G055,G056,G057,G058,G059,G060,G061,G062,G063,G064,G065,G066,G067,G068,G069,G070,G071,G072,G073,G074,G075,G076,G077,G078,G079,G080,G081,G082,G083,G084,G085,G086,G087,G088,G089,G090,G091,G092,G093,G094,G095,G096,G097,G098,G099,G100,G101,G102,G103,G104,G105,G106,G107,G108,G109,G110,G111,G112,G113,G114,G115,G116,G117,G118,G119,G120,G121,G122,G123,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G135,G136,G137,G138,G139,G140,G141,G142,G143,G144,G145,G146,G147,G148,G149,G150,G151,G152,G153,G154,G155,G156,G157,G158,G159,G160,G161,G162,G163,G164,G165,G166,G167,G168,G169,G170,G171,G172,G173,G174,G175,G176,G177,G178,G179,G180,G181,G182,G183,G184,G185,G186,G187,G188,G189,G190,G191,G192,G193,G194,G195,G196,G197,G198,G199
S0_spot0031,0,0,2,4,1,1,1,2,2,0,25,3,0,6,0,1,3,1,4,0,0,2,0,3,1,0,5,5,0,0,6,0,4,1,1,3,0,5,3,0,3,2,2,0,3,0,0,0,0,1,0,1,1,2,2,0,1,2,0,4,0,0,4,0,3,5,0,0,4,1,1,6,4,0,1,0,2,0,1,2,0,0,0,1,3,0,2,0,0,1,0,5,0,5,0,0,0,2,0,1,0,1,5,3,0,0,0,4,6,1,1,0,1,2,0,0,0,6,0,5,0,0,1,1,0,0,2,5,0,3,0,3,0,3,3,6,0,0,1,1,1,2,12,0,1,1,1,0,0,2,0,2,0,11,4,6,0,1,0,1,4,2,2,0,2,0,1,0,0,1,3,0,4,0,0,0,0,1,4,6,2,0,0,4,2,0,1,0,0,0,0,1,1,0,2,0,2,0,2,3
S0_spot0032,4,1,0,1,0,1,0,4,2,4,11,4,1,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,1,3,2,0,1,0,0,0,0,2,2,1,2,1,2,0,0,0,1,1,2,0,0,1,3,0,0,0,0,0,1,2,2,0,4,2,4,1,0,0,3,0,1,0,2,1,4,4,3,0,1,0,0,1,2,0,0,0,3,0,0,1,0,6,1,0,0,1,1,1,0,1,0,0,2,0,1,2,4,0,1,1,3,0,0,1,6,0,2,5,0,0,0,1,0,4,1,5,0,0,0,0,3,0,5,0,2,0,0,0,0,0,16,4,0,0,0,2,1,4,0,0,0,4,0,0,1,1,0,3,0,0,1,2,2,0,1,1,0,1,2,1,5,0,0,0,0,2,0,3,1,0,0,4,0,5,0,10,0,0,0,0,4,1,6,7,0,0,0,0
S0_spot0033,6,1,0,0,0,0,0,3,0,0,20,0,1,5,1,2,5,3,3,1,0,0,1,0,1,2,3,5,0,3,0,0,0,1,0,1,2,2,0,0,1,0,0,1,0,0,0,0,0,2,1,1,0,2,1,3,0,0,0,0,2,2,7,0,0,3,4,4,2,0,1,5,0,11,0,1,1,6,3,2,0,1,0,0,0,4,0,3,0,2,3,0,0,11,0,0,2,1,3,0,0,3,2,0,1,0,1,1,11,2,0,4,1,0,0,0,6,0,1,2,9,0,0,3,0,3,4,4,2,5,4,1,2,0,4,3,1,3,0,3,2,4,0,0,2,0,0,0,1,0,0,1,0,5,0,6,2,0,3,3,4,0,0,0,0,0,0,2,0,2,1,0,7,0,0,2,0,0,0,4,1,0,2,4,2,4,0,0,2,3,0,0,8,0,4,6,0,1,0,3
S0_spot0034,2,0,1,1,1,0,0,0,0,0,6,0,0,4,2,0,2,5,0,2,0,4,0,2,0,0,0,0,0,0,5,5,1,0,1,3,1,0,1,0,0,0,0,0,5,2,0,0,0,2,0,1,1,0,0,0,1,0,2,2,1,0,0,2,1,4,7,1,0,0,0,0,0,12,3,0,3,2,0,3,1,4,2,0,0,0,3,4,2,0,4,3,2,5,2,0,6,0,0,1,0,0,1,0,1,1,1,1,0,0,0,2,0,0,1,2,0,5,3,0,5,0,3,0,0,2,2,0,0,2,1,0,3,0,3,0,1,4,2,0,0,6,22,5,2,0,0,0,0,3,0,1,0,0,2,3,0,0,3,1,0,0,4,1,1,0,0,0,0,1,0,3,0,0,2,0,0,0,7,0,0,1,0,0,0,0,3,2,2,6,0,2,0,1,1,0,0,0,0,0
S0_spot0035,0,2,0,2,4,1,0,4,2,1,0,3,9,2,0,3,2,4,5,0,0,0,0,3,0,0,8,5,0,3,11,4,2,1,1,2,2,0,0,0,0,0,2,1,0,5,0,0,0,0,0,0,0,1,4,3,0,1,0,1,1,0,0,0,0,2,13,3,0,1,0,2,0,14,0,1,0,2,1,2,2,1,0,0,2,2,7,0,4,0,3,3,0,0,3,2,1,0,0,0,5,3,0,0,1,0,5,0,6,3,2,0,2,4,1,2,2,0,0,1,0,6,1,0,4,3,1,2,0,8,0,4,1,1,0,2,1,4,0,2,0,0,0,0,2,0,7,0,2,1,0,2,1,0,0,2,1,2,3,2,0,0,0,0,4,0,2,0,0,0,1,6,2,4,5,2,0,0,4,1,0,1,0,4,3,4,0,6,0,8,0,0,5,0,3,5,0,0,3,7
S0_spot0036,0,0,1,4,0,1,0,2,0,0,10,3,2,0,2,0,1,0,3,0,0,0,0,0,0,0,3,0,1,4,0,3,3,4,0,1,1,0,2,2,1,2,2,0,6,1,1,1,1,1,2,0,1,2,5,1,2,0,0,7,0,0,0,1,3,0,0,0,2,0,0,1,2,19,0,2,3,0,0,1,2,2,2,1,0,3,8,4,0,0,0,2,0,5,0,2,1,3,3,1,1,0,1,4,0,0,6,0,6,2,0,7,0,2,0,0,1,0,0,3,1,0,1,1,3,2,1,0,2,2,0,0,9,0,0,0,0,7,0,0,1,3,21,6,3,0,3,0,0,1,1,1,0,5,1,2,0,0,2,0,1,0,0,2,1,2,1,1,0,0,0,5,0,7,5,3,0,0,5,0,0,1,0,0,0,2,2,3,2,0,0,1,2,1,0,1,0,0,1,0
S0_spot0037,1,1,3,4,0,1,3,6,0,0,13,2,0,1,0,2,4,4,0,2,0,2,4,0,0,0,5,2,3,4,8,2,2,0,1,1,0,2,0,0,0,2,0,1,2,2,0,0,0,1,1,0,0,0,5,1,2,1,0,0,2,0,0,0,3,0,12,2,5,1,0,0,0,13,0,0,0,2,0,0,0,0,0,3,0,0,5,3,1,0,0,0,1,7,0,0,2,1,0,1,3,6,0,1,1,0,5,1,4,1,0,7,2,3,1,0,0,6,4,1,0,0,0,3,0,8,2,2,0,0,0,2,5,0,5,0,0,4,1,0,1,5,31,0,0,1,7,5,2,0,1,0,0,7,1,6,2,1,0,0,0,0,0,0,3,1,0,2,0,1,0,2,2,3,2,0,0,0,5,0,1,1,0,0,0,0,3,5,4,3,0,0,10,0,1,0,0,1,2,0
S0_spot0038,0,3,0,1,2,0,1,3,4,0,0,4,0,1,1,0,3,3,4,0,0,3,0,1,1,2,0,0,2,0,1,0,3,4,0,0,0,0,3,0,2,1,0,1,3,3,0,0,1,0,2,0,0,0,1,4,3,1,0,2,1,0,2,0,1,3,8,2,2,0,0,0,0,0,1,0,0,3,2,2,3,2,3,2,0,1,3,3,0,0,4,0,0,0,0,1,2,0,0,0,2,5,0,0,0,2,2,1,4,3,0,0,2,0,0,0,3,6,1,0,3,2,2,0,3,3,0,0,2,0,0,0,4,0,2,0,1,7,0,0,2,0,27,6,0,1,5,2,0,0,0,0,0,3,1,0,0,3,5,0,2,2,0,4,1,0,1,2,0,0,1,2,0,9,4,2,0,0,6,1,0,2,1,6,6,3,0,0,0,6,1,2,2,0,2,0,0,0,1,4
S0_spot0039,1,0,1,0,0,0,1,1,0,0,3,1,0,0,0,0,1,2,0,0,0,3,0,3,0,1,2,0,1,0,4,2,1,0,2,0,1,0,0,0,0,0,3,0,2,1,1,2,0,3,1,0,0,0,2,0,3,0,0,2,1,0,1,0,2,2,2,1,0,0,1,0,0,13,2,1,1,1,0,1,5,2,1,0,1,0,4,6,0,2,0,1,0,0,0,0,3,0,1,0,0,5,1,0,1,3,3,2,0,1,0,0,0,0,0,1,0,0,0,1,7,0,0,1,1,2,1,0,2,2,0,3,0,0,0,0,0,0,0,0,3,0,23,4,2,0,0,0,1,0,0,0,0,4,1,2,0,1,2,1,0,0,0,1,0,1,1,0,0,1,0,6,0,0,1,0,0,0,0,2,0,1,0,0,5,0,2,0,0,1,0,0,2,0,1,0,0,1,4,0
S0_spot0040,0,0,3,0,0,0,0,1,2,1,8,2,0,1,0,1,0,4,0,4,0,0,0,0,0,1,3,2,0,2,8,4,6,0,0,0,0,2,1,0,1,2,1,2,1,2,2,0,1,3,0,2,0,0,2,2,7,0,2,1,3,0,0,2,0,3,4,2,2,0,1,0,0,9,0,2,1,0,0,0,0,2,1,2,0,3,7,0,0,0,1,2,3,9,3,0,5,0,0,0,1,5,0,0,0,0,2,0,1,2,0,3,1,0,0,1,2,0,0,0,2,0,1,0,2,3,0,8,0,3,2,0,3,0,2,1,3,2,0,2,0,8,26,4,0,0,4,0,1,0,1,0,1,4,0,1,0,0,1,1,2,3,2,2,3,1,2,1,4,6,1,2,1,4,3,0,0,0,0,1,1,0,0,0,1,3,0,3,0,3,1,1,5,1,1,2,2,1,0,0
S0_spot0041,0,3,1,4,0,0,4,0,0,3,10,0,0,1,3,0,0,4,0,2,1,5,1,0,3,0,5,0,0,1,0,0,0,3,1,2,1,4,2,3,0,1,0,1,4,2,0,1,1,1,2,0,0,2,1,5,3,2,0,8,2,0,3,1,2,0,8,0,5,0,0,0,1,11,2,2,0,4,3,0,1,2,0,0,1,2,5,5,1,0,8,0,4,11,0,0,0,0,1,0,2,0,1,0,0,1,4,0,5,2,2,0,0,4,0,0,1,12,5,0,7,2,0,4,3,8,0,8,0,7,0,2,5,0,8,0,5,6,3,1,2,0,32,5,2,0,5,3,2,0,0,2,0,8,4,0,1,1,1,0,5,2,0,0,1,0,0,1,2,1,3,6,3,3,0,3,0,3,0,2,0,0,0,2,0,0,10,4,6,0,1,2,0,1,3,1,0,1,0,5
S0_spot0042,3,2,1,5,0,0,1,0,1,0,0,1,0,2,0,0,1,2,0,1,0,0,3,0,2,1,6,0,2,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,2,2,0,2,1,2,1,0,0,0,1,1,2,0,2,2,2,2,0,1,2,0,4,4,3,0,1,0,1,0,3,0,0,0,2,0,0,3,0,0,0,0,6,5,0,0,4,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,4,0,3,1,0,6,0,1,0,0,1,0,4,0,0,0,0,1,0,5,0,5,0,2,0,0,0,0,0,5,2,5,1,2,0,0,19,1,5,0,4,0,2,0,2,0,0,8,2,5,0,2,1,0,0,0,1,3,2,0,1,2,0,0,0,6,5,0,5,2,0,0,4,4,0,1,0,1,3,6,0,7,0,8,0,0,0,0,0,0,0,1,0,3
S0_spot0043,0,1,3,6,0,0,2,0,0,0,0,3,0,0,1,0,1,2,0,2,0,2,0,2,0,0,0,0,0,1,2,9,4,1,2,2,4,2,0,2,1,3,0,2,6,2,0,0,0,0,0,0,0,0,4,2,3,1,1,0,3,0,3,3,0,4,0,2,2,2,1,5,0,20,4,2,0,0,0,2,1,0,2,1,0,0,0,2,0,0,3,4,5,0,0,0,2,0,2,0,4,5,1,6,0,0,3,0,0,1,2,7,0,2,0,1,5,9,1,0,0,0,0,2,0,0,3,7,3,5,0,1,0,0,6,4,3,10,2,0,1,0,35,6,0,0,3,1,1,0,3,0,1,12,1,0,1,2,2,1,3,0,3,0,4,0,3,1,1,3,3,6,0,4,8,3,0,2,9,0,1,1,0,3,0,3,2,0,0,10,0,0,6,0,4,2,3,0,0,1
S0_spot0044,5,0,5,0,0,0,0,3,9,5,15,3,5,0,1,1,1,5,0,0,0,0,0,1,1,1,0,4,2,3,0,0,0,1,0,0,2,1,0,0,5,0,4,3,3,2,0,0,1,0,2,0,0,0,0,0,2,2,1,2,0,0,4,0,4,0,7,1,0,0,1,1,1,0,0,1,2,1,0,1,0,3,0,0,0,0,7,0,0,2,0,2,3,0,2,0,4,2,1,0,4,5,0,3,0,0,4,2,4,0,0,0,1,0,0,0,0,0,2,2,0,0,1,0,6,3,0,6,1,3,0,1,3,1,1,3,0,0,0,2,1,0,24,3,2,0,0,3,0,2,1,0,0,0,2,6,3,1,4,1,0,3,1,6,0,2,2,0,1,0,0,7,1,7,0,2,0,3,8,3,0,2,0,2,1,5,4,4,0,4,0,3,1,0,3,0,1,1,1,8
S0_spot0045,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,1,3,4,0,2,0,0,0,1,0,2,0,0,1,0,0,4,1,1,0,0,0,0,1,0,1,1,0,0,0,2,2,1,0,0,3,3,0,6,2,0,2,1,0,3,9,1,0,2,0,0,0,4,1,0,1,1,4,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,2,0,2,2,2,4,1,0,1,0,1,0,0,0,1,0,8,0,1,0,0,0,0,1,2,0,0,0,3,1,2,2,1,0,0,0,5,0,1,1,3,9,3,0,0,1,0,0,0,1,0,1,6,1,2,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0,1,2,0,0,0,1,0,1,0,0,0,1,1,4,2,3,0,0,0,1,1,0,0,0,0,0,1,0
S0_spot0046,4,1,0,1,2,0,0,5,0,0,0,0,0,1,0,0,0,4,4,1,0,0,1,3,0,0,2,2,3,1,0,9,1,3,0,2,4,0,1,0,3,1,5,0,6,4,0,0,0,0,0,0,0,0,1,2,7,1,0,0,2,0,7,0,5,4,4,0,3,0,2,3,1,0,4,0,0,3,1,1,3,0,0,2,2,2,0,0,2,0,0,1,2,4,0,2,2,1,1,0,2,3,2,4,1,6,0,0,0,1,0,1,0,1,2,4,0,9,1,1,7,0,5,1,4,5,0,0,0,0,0,0,0,2,3,2,0,2,0,2,0,6,16,5,0,3,0,0,0,3,1,0,1,10,2,0,2,0,4,3,2,0,0,1,0,0,1,6,0,0,2,0,5,7,0,0,0,0,2,0,1,0,0,0,0,0,5,8,4,5,1,1,0,0,6,0,2,0,4,4
S0_spot0047,4,0,0,0,0,0,0,3,5,0,18,2,1,0,1,1,0,2,2,1,0,2,0,0,1,2,4,0,0,1,1,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,1,1,0,0,0,1,0,0,1,2,1,0,0,2,0,2,2,0,0,0,0,2,1,1,1,3,1,8,0,0,0,2,0,1,2,0,0,2,1,1,0,0,2,1,1,1,0,2,0,0,2,0,4,1,1,3,0,4,1,0,0,0,5,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,2,0,1,3,0,6,1,1,4,0,4,1,1,1,0,0,0,0,6,3,0,1,1,2,1,2,0,1,1,0,1,0,0,0,0,0,1,2,2,0,1,0,0,1,0,0,3,2,4,8,0,0,0,2,2,0,0,0,0,2,0,3,0,7,0,0,0,0,0,0,0,2,1,0,0,1
S0_spot0048,2,1,2,0,0,1,0,6,1,0,18,0,2,0,0,0,3,5,0,4,0,3,3,4,1,1,0,5,0,0,0,0,2,0,0,0,0,2,1,0,0,1,0,1,5,2,0,0,0,2,5,3,0,1,0,0,0,0,0,3,5,0,6,0,5,4,3,0,3,3,0,5,4,7,2,1,8,0,3,0,0,0,0,0,2,2,6,0,2,0,0,0,4,3,0,0,0,1,1,1,0,0,2,3,0,0,1,4,3,2,0,0,3,0,0,0,0,0,1,3,7,2,1,0,0,0,3,0,0,3,2,0,0,1,2,2,0,3,2,3,0,2,17,6,0,0,0,3,1,3,7,1,0,8,1,8,0,0,2,0,2,0,2,0,3,2,2,1,0,0,1,0,2,3,2,1,0,0,0,6,0,0,2,3,4,4,0,0,0,1,0,1,3,1,5,1,0,0,0,0
S0_spot0049,2,1,3,0,0,2,0,5,2,1,8,3,0,0,0,0,1,0,1,1,0,0,2,0,1,1,0,0,1,2,1,0,3,0,0,2,0,1,0,0,1,0,0,1,0,3,2,0,0,1,0,0,0,1,3,0,0,0,2,0,0,0,2,0,0,0,6,0,0,1,0,1,0,0,3,0,2,0,0,0,0,0,3,0,2,0,7,2,1,1,0,1,5,8,0,0,0,1,1,0,1,5,3,0,0,0,2,0,0,5,0,2,0,0,0,2,0,7,3,1,2,2,1,0,7,0,0,4,0,0,1,2,2,1,3,0,0,2,4,1,0,0,18,0,3,1,4,0,0,0,0,0,0,6,0,6,0,3,0,3,0,0,2,2,1,0,1,0,1,0,0,6,3,3,4,2,0,2,2,6,0,1,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4
S0_spot0050,2,1,3,3,2,0,2,5,0,2,9,1,4,0,0,0,1,4,0,2,1,1,0,3,1,0,5,2,0,1,0,4,2,0,1,1,0,0,0,3,0,4,2,3,3,2,0,0,1,0,2,0,0,0,4,0,2,0,1,2,1,0,4,1,4,0,4,2,0,0,0,0,3,13,0,0,1,2,0,1,6,0,1,1,1,0,0,0,2,2,0,4,3,9,0,0,2,1,2,1,3,0,1,0,0,0,4,0,5,0,0,7,1,0,0,0,0,0,0,0,4,0,0,1,4,1,1,0,0,6,0,0,0,0,2,2,2,4,2,0,0,3,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,1,0,0,1,5,2,0,1,3,0,0,0,0,0,7,0,2,0,3,0,0,1,0,0,0,0,2,0,8,0,3,0,0,2,3,4,1,0,0,0,6
S0_spot0051,0,3,1,2,0,0,2,3,3,0,0,3,4,0,2,0,0,2,3,0,0,0,0,0,0,1,4,1,1,0,8,0,3,0,0,4,1,1,0,0,1,1,0,1,1,2,0,1,2,0,1,0,0,2,2,0,4,0,0,2,1,0,0,0,4,0,3,3,1,0,0,1,0,11,4,0,0,0,0,0,1,1,1,4,0,0,1,1,1,0,0,0,0,5,2,1,5,0,0,3,1,1,3,3,0,0,0,1,2,3,1,0,0,1,0,0,3,0,3,0,0,0,0,2,4,5,0,7,1,0,2,0,5,1,0,0,0,0,0,0,0,5,22,3,6,0,4,0,1,1,1,1,0,0,1,6,1,2,0,1,1,0,1,2,0,1,0,1,3,0,2,0,0,3,0,1,0,0,3,1,1,0,0,0,3,2,4,3,0,0,0,0,2,2,0,0,0,1,1,5
S0_spot0052,0,3,0,1,0,0,0,2,4,0,11,3,4,0,3,0,0,0,0,0,0,0,1,1,3,0,4,2,0,0,5,4,3,1,0,5,0,0,0,1,0,4,0,2,5,2,0,0,2,1,2,0,1,0,0,3,0,2,2,0,2,1,0,1,3,2,6,0,1,0,0,2,0,10,4,0,3,3,3,0,1,4,0,2,2,0,0,4,2,0,4,1,5,6,4,0,1,3,0,2,0,6,0,0,1,1,0,2,0,4,1,3,2,1,0,1,1,4,1,0,5,2,0,1,3,2,0,3,0,4,1,0,0,0,5,6,0,6,1,0,0,11,19,5,1,0,3,2,1,1,2,1,0,8,4,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,6,3,5,3,2,0,1,7,1,0,0,0,5,0,0,2,7,2,0,0,3,1,1,2,3,0,1,2,4
S0_spot0053,0,4,2,1,3,2,0,3,1,1,10,0,0,0,1,2,0,0,3,1,2,2,0,2,5,0,0,2,0,0,3,3,1,5,0,5,1,5,0,0,2,0,1,0,3,0,0,1,0,0,1,1,1,2,4,1,0,1,0,0,1,1,2,2,0,0,2,2,2,0,1,0,0,8,3,0,2,1,0,2,7,1,1,2,0,1,7,3,3,0,2,3,0,3,1,0,2,1,1,0,2,1,2,0,3,0,1,0,1,4,0,4,1,0,1,2,2,4,2,0,3,0,0,3,0,0,0,3,0,3,3,0,0,2,0,3,2,3,0,0,2,5,0,0,1,0,0,0,0,1,0,0,0,0,3,0,3,2,2,3,1,2,2,1,0,0,2,1,3,4,0,2,0,13,1,3,0,0,3,2,3,2,0,4,4,3,3,0,2,0,0,0,2,1,1,1,1,0,2,0
S0_spot0054,1,2,1,1,2,1,0,5,1,1,8,0,1,0,0,2,1,0,1,0,0,2,0,0,3,0,0,0,0,0,1,4,2,1,1,4,1,5,0,1,0,1,2,3,4,0,0,0,0,2,1,2,0,0,4,0,7,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,5,0,1,5,1,2,2,5,0,2,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,4,0,3,1,4,0,4,1,0,0,0,0,0,1,0,1,0,1,0,0,2,2,0,1,2,2,1,0,3,0,0,6,4,0,2,2,3,3,0,0,2,0,1,0,0,0,1,0,0,0,2,4,1,0,0,5,0,0,2,1,0,0,0,1,0,1,3,1,2,2,8,2,0,0,0,0,1,0,0,0,2,0,0,6,0,0,0,0,0,6,0,1,0,1,0,3,2
S0_spot0055,1,0,0,1,2,1,1,3,0,0,7,1,0,0,0,0,3,2,3,2,0,4,1,0,2,0,0,0,0,1,0,0,1,4,0,7,3,2,2,0,1,1,0,1,10,0,0,1,0,0,3,0,1,0,0,0,2,0,0,0,2,1,1,0,1,0,3,0,0,0,2,0,1,6,1,0,3,1,1,1,3,0,3,2,0,5,5,0,2,0,0,0,0,0,0,1,0,0,3,0,0,2,0,5,1,1,0,4,2,7,1,0,0,0,0,2,4,5,4,1,0,0,0,1,1,9,3,3,1,2,2,1,6,1,5,0,0,3,1,4,3,0,0,0,0,0,0,3,1,0,0,0,0,8,2,2,1,0,3,4,1,4,0,0,0,0,1,2,1,2,1,3,2,0,2,0,0,0,3,0,1,1,1,5,4,1,2,0,0,1,0,0,0,0,2,2,2,0,0,5
S0_spot0056,4,0,0,1,4,0,1,16,0,0,13,1,0,2,2,0,5,3,3,0,0,2,0,1,4,1,0,2,1,0,0,0,2,5,2,6,1,4,1,0,2,0,2,2,5,0,1,0,0,0,0,4,0,1,5,2,0,0,0,11,3,0,0,1,3,4,5,0,0,2,2,1,0,0,1,0,6,2,0,2,7,0,5,1,0,0,12,4,4,2,1,6,0,0,1,0,3,0,0,1,0,3,0,4,0,2,3,4,3,0,0,0,1,0,0,4,0,0,0,0,7,3,3,0,3,3,1,6,0,0,0,1,7,0,0,3,0,5,0,2,1,0,6,10,0,0,2,0,0,3,0,1,0,0,3,4,0,0,0,3,1,0,2,0,0,1,1,4,2,3,0,0,1,9,2,3,0,0,1,2,1,1,0,7,10,1,0,0,0,0,0,0,0,0,2,0,1,0,2,2
S0_spot0057,5,1,0,2,0,2,0,9,0,0,8,3,5,0,0,0,2,2,5,4,0,0,1,0,0,0,0,5,3,1,6,0,0,6,0,8,1,6,2,0,3,2,0,0,13,0,0,0,1,2,1,2,0,0,7,0,5,3,1,6,2,1,0,5,0,1,6,2,0,0,0,1,0,7,4,2,5,9,0,3,0,0,2,0,0,0,12,1,4,1,1,2,6,1,0,2,0,0,2,0,0,3,0,12,2,0,7,3,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,2,0,5,8,1,2,0,0,6,0,5,0,0,1,0,3,4,4,24,7,2,0,2,0,1,0,1,2,0,9,0,3,4,0,5,0,2,3,4,3,0,0,1,2,0,0,0,2,1,16,0,1,0,0,8,0,4,0,1,6,1,7,0,9,1,0,0,0,6,0,0,2,5,0,0,3
S0_spot0058,1,2,0,0,0,0,0,0,0,0,12,3,3,2,0,0,2,1,2,7,3,3,0,0,4,0,1,3,2,1,4,2,3,1,0,0,2,0,0,1,0,0,1,0,5,2,1,1,2,0,1,1,0,0,0,0,3,0,2,0,0,0,1,0,4,0,0,2,0,2,0,0,2,0,0,0,1,2,0,2,4,0,2,0,2,4,3,3,3,0,0,8,0,3,1,0,2,0,2,0,4,1,1,11,0,0,2,0,3,2,1,0,1,1,1,5,1,6,1,1,6,0,0,2,0,0,1,0,0,2,0,2,0,1,0,0,0,0,1,1,2,4,15,0,1,0,0,1,1,1,0,0,0,7,0,3,3,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,3,1,1,0,0,3,5,0,0,2,0,3,0,2,1,3,0,1,0,0,0,1
S0_spot0059,0,0,0,0,1,1,1,4,4,1,10,2,4,0,3,0,0,2,0,2,0,2,0,4,2,0,0,0,1,0,7,0,4,1,0,2,0,1,0,1,0,0,0,5,2,3,1,0,0,3,3,2,0,1,3,5,0,1,1,2,2,0,0,1,3,2,10,2,2,0,0,2,0,20,0,1,3,0,0,0,4,1,1,0,0,0,0,1,4,0,5,5,2,0,2,1,2,2,0,0,3,8,0,0,0,0,4,3,4,0,1,3,0,0,0,0,2,9,3,2,6,0,2,3,3,2,0,9,2,1,1,0,1,0,1,0,0,2,5,0,0,0,35,1,3,0,0,0,1,0,0,3,0,6,3,0,0,0,0,0,1,2,2,6,2,0,0,1,0,0,1,2,0,2,2,1,0,0,6,1,1,0,0,0,2,0,0,0,3,10,0,0,3,0,0,3,1,2,2,0
S0_spot0060,3,0,3,0,0,2,0,4,2,0,15,0,1,0,1,3,0,0,3,2,0,1,4,2,3,0,3,2,0,0,6,2,0,2,0,5,1,1,0,5,0,0,0,0,0,0,1,0,0,0,4,2,0,0,0,0,3,0,2,0,0,0,3,0,3,4,3,1,4,2,0,0,1,17,4,1,3,0,3,0,4,2,6,1,0,1,0,3,5,0,0,2,3,2,0,0,6,0,3,2,4,2,2,4,1,1,0,2,4,0,1,5,1,1,0,0,1,0,4,2,7,0,0,3,0,3,0,0,0,0,0,4,2,2,0,1,0,4,0,3,2,7,0,0,0,0,4,1,1,0,0,0,0,0,0,3,0,2,1,0,2,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,4,2,1,0,0,0,0,1,0,4,4,1,6,0,2,6,1,3,1,0,0,4,2
S0_spot0061,3,1,0,0,0,0,0,3,1,1,0,2,4,1,0,1,0,4,1,1,0,0,0,0,0,1,2,1,0,1,6,1,0,3,1,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,9,2,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,2,0,0,5,2,1,3,0,1,0,0,2,0,4,3,0,1,1,3,2,2,0,1,0,0,3,0,0,3,1,0,1,0,1,0,0,2,3,1,1,0,1,0,0,0,3,0,0,0,4,2,2,0,0,5,1,0,0,4,20,0,0,1,0,0,1,1,0,0,0,3,1,3,0,0,3,1,2,1,0,7,1,0,0,0,0,0,1,2,1,0,0,2,0,0,3,2,0,0,0,1,1,5,0,0,2,0,0,2,0,1,0,1,0,0,3,1
S0_spot0062,2,0,0,0,0,0,1,3,0,0,8,3,2,0,0,0,4,0,2,0,0,1,0,0,3,0,1,0,0,0,1,0,3,0,0,0,0,1,1,2,0,1,0,1,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,3,4,1,1,1,2,1,8,0,1,0,0,0,2,0,0,0,0,1,0,0,1,3,3,0,0,1,5,1,1,1,1,4,0,5,0,0,0,0,0,0,0,4,2,2,0,0,0,0,2,2,0,0,0,1,0,0,2,0,0,1,3,1,1,0,3,6,0,4,0,0,1,2,1,0,3,4,0,2,1,1,2,0,0,2,1,0,3,0,0,1,0,0,0,2,0,1,0,0,0,0,0,3,1,1,0,0,1,2,0,0,0,4,2,4,2,2,0,1,2,2,0,0,0,5,2,3,3,0,0,4,0,1,2,1,0,1,0,0,2,1
