"geneSymbol","GSE_A_S01","GSE_A_S02","GSE_A_S03","GSE_A_S04","GSE_A_S05","GSE_A_S06","GSE_A_S07","GSE_A_S08"
"LOC126861113",6.815,5.631,6.728,6.704,5.923,4.237,6.726,8.245
"LOC124909173",7.169,7.184,3.692,6.939,6.02,4.672,6.347,7.535
"NAIPP2",6.979,7.725,5.41,6.227,9.953,6.848,7.937,6.684
"LOC105379850",7.027,6.919,5.488,3.721,9.294,8.459,7.323,7.244
"LOC127457922",7.228,7.079,5.137,7.42,8.523,7.725,7.566,8.097
"LOC126861889",6.791,7.112,7.932,7.731,6.619,6.076,6.199,7.422
"LOC123477809",7.73,6.623,8.93,6.452,6.5,5.42,5.114,7.744
"LOC127458856",10.323,5.792,5.192,7.008,6.428,7.32,7.688,9.046
"OTSC2",5.981,6.525,5.271,7.636,5.635,6.12,6.422,5.27
"LOC129933791",7.978,5.341,6.079,7.324,7.076,6.573,5.123,6.126
"LOC127886100",8.406,6.062,9.58,5.008,4.573,6.188,5.492,8.348
"LOC127886151",7.793,7.211,9.188,8.299,8.905,10.325,9.091,8.445
"LOC102723655",7.747,7.238,7.446,6.472,6.603,6.272,7.894,8.444
"LOC127830358",6.309,8.253,7.735,8.141,4.181,5.306,6.606,9.848
"LOC400026",6.877,5.674,9.199,6.433,4.722,7.346,9.035,5.334
"LOC124903443",7.364,5.587,7.218,6.78,4.199,4.243,7.596,10.426
"LOC124906897",7.597,4.82,6.06,8.955,7.221,7.98,6.11,9.496
"LINC02595",6.41,8.153,8.335,5.561,8,6.228,4.687,7.744
"ARPC4-TTLL3",7.075,9.505,8.137,6.52,5.314,6.281,6.43,7.097
"LOC130068224",6.313,8.567,7.664,7.926,5.689,6.284,5.637,7.236
"LOC127827788",9.357,7.087,5.975,6.343,4.059,7.563,5.613,4.113
"LOC130007729",6.692,5.79,7.757,7.379,6.045,4.83,8.039,5.755
"TMEM120B",6.87,5.209,6.365,7.811,5.715,5.551,7.137,7.075
"SLC25A28-DT",8.422,6.216,3.508,6.413,7.513,6.771,6.483,6.292
"LOC107986632",6.059,7.701,9.489,8.656,6.437,5.7,8.163,5.909
"PPIAP19",6.757,5.237,6.95,5.138,6.202,7.774,5.121,6.446
"KCNJ1",7.086,5.219,6.58,8.239,5.375,8.732,8.953,3.632
"LOC127823051",4.555,6.739,10.348,4.993,7.847,6.76,6.118,5.731
"LOC127276229",4.738,8.475,8.215,7.012,7.653,7.404,6.163,7.741
"MIR3935",8.775,8.092,4.596,9.031,7.745,8.84,6.024,9.668
"LOC126861330",6.007,8.226,7.54,5.743,8.144,6.794,5.744,7.199
"LOC130002497",5.382,4.579,6.41,7.291,7.789,7.852,7.922,6.574
"LOC127897220",6.473,5.234,6.825,8.774,8.356,6.897,8.443,8.602
"MMS22L",6.021,5.993,9.294,8.18,5.522,5.051,5.782,3.786
"LOC129997427",6.481,7.908,4.761,8.33,6.426,4.827,5.901,7.093
"LOC129937195",6.584,9.601,7.686,8.74,8.176,6.278,8.719,4.966
"LOC129931998",8.954,5.437,6.718,6.317,7.763,9.405,7.788,6.49
"LOC127404099",6.534,7.506,6.238,8.692,4.385,5.527,7.324,7.854
"PRDM5",8.563,6.975,6.072,6,6.302,4.59,9.044,8.064
"LOC100420305",8.594,5.549,7.49,6.339,8.41,5.173,5.999,8.539
"LOC127822290",6.396,8.393,6.215,6.357,7.015,7.743,5.244,6.148
"DRD2",7.25,8.206,7.2,9.581,5.274,8.535,4.487,7.303
"LOC128316533",5.701,8.092,7.751,6.017,5.8,7.816,7.424,6.838
"LOC129664379",5.233,6.575,8.139,6.06,8.192,6.747,8.263,7.127
"LOC123477712",4.769,6.112,3.412,8.583,11.01,7.738,7.268,6.415
"CDCA3P1",4.854,5.716,4.917,6.677,8.114,6.766,9.047,5.013
"IL17REL",9.887,5.254,6.383,8.045,8.018,6.657,6.296,6.692
"LOC130057905",8.069,4.822,8.958,7.735,9.717,4.965,7.244,5.99
"LOC130002798",5.996,7.473,8.142,8.828,6.163,5.048,8.197,6.921
"LOC130009988",7.911,7.414,8.633,6.768,5.938,6.236,8.46,6.311
"ARHGEF15",7.325,10.15,6.101,6.039,6.96,9.032,7.259,5.175
"LOC111589207",7.786,7.662,8.628,6.853,8.883,6.533,7.046,6.964
"LOC130057275",8.284,6.85,6.2,6.127,5.552,7.396,6.123,7.768
"LOC110485085",6.125,6.821,5.371,7.805,4.272,6.186,9.786,6.634
"LOC115804242",6.702,5.009,7.921,8.119,9.13,8.212,8.772,6.607
"LOC130062289",9.259,4.641,4.702,6.146,9.148,7.893,8.264,6.335
"LOC127272864",6.066,7.846,9.429,7.609,3.479,5.697,7.569,6.628
"LOC127457460",8.619,6.318,9.052,8.759,7.488,6.802,5.9,7.283
"LOC132089025",8.525,6.574,6.247,10.117,7.193,5.228,8.646,7.681
"LOC125387263",8.464,8.691,4.933,7.29,7.255,8.097,6.787,5.832
"PFAS",7.566,6.972,9.19,6.991,8.344,4.281,7.502,6.915
"LOC127405004",6.578,7.461,6.425,7.695,7.117,10.16,6.079,7.023
"LOC126862804",7.438,7.318,5.279,5.548,8.175,6.125,7.752,6.637
"LOC130007400",7.11,6.55,7.054,8.457,11.448,6.295,6.494,6.288
"LOC126860407",6.127,4.449,7.107,6.206,5.498,8.02,8.504,7.595
"LOC127399273",8.73,7.32,4.53,5.852,8.353,8.234,3.853,7.867
"LOC127828296",5.45,6.812,8.22,5.524,8.965,6.196,6.39,6.805
"LOC112136090",8.116,5.599,7.086,3.768,5.527,6.695,7.628,7.158
"LEMD2",6.5,8.647,7.822,7.24,6.834,5.564,8.943,12.525
"RNF13P1",7.618,8.936,7.34,6.913,5.427,7.747,8.894,5.118
"MTND5P24",6.466,5.696,6.191,3.877,7.036,7.676,8.897,5.85
"SMAD7",6.753,4.527,6.313,6.124,8.176,6.018,11.101,6.612
"LOC129390518",8.901,6.305,6.245,8.156,10.977,9.105,7.914,7.792
"LOC127267004",9.722,8.77,5.177,6.811,9.352,4.667,7.309,8.283
"CASC15",6.089,7.593,6.327,5.092,5.117,4.648,5.975,6.849
"MIR559",9.688,3.944,6.038,8.665,4.575,7.544,6.339,5.181
"RNU5D-1",7.215,8.009,5.239,7.844,5.366,10.173,5.833,7.634
"PTPN11P3",7.894,6.914,7.943,8.53,5.225,6.611,7.102,7.499
"PTP4A1P2",7.985,7.072,7.633,5.054,5.391,6.187,5.6,6.732
"LOC127888384",7.852,4.235,8.786,7.252,4.531,4.258,6.602,7.869
"PRAMEF32P",6.582,7.777,5.549,7.501,6.871,7.526,9.494,7.225
"GLYATL1",8.545,7.529,8.389,7.487,4.097,4.75,5.408,8.642
"LOC127895320",8.524,4.152,9.156,4.711,6.655,6.706,8.271,6.759
"EXOSC10-AS1",7.623,7.276,8.465,5.34,6.689,7.406,10.329,8.122
"SDF2L1",7.081,5.205,6.349,6.297,7.645,7.829,8.432,4.51
"LOC127884585",6.832,9.586,9.865,8.357,8.046,8.061,8.216,7.563
"RPL34P16",6.493,5.221,5.707,7.416,5.024,8.865,9.838,9.364
"LOC130058657",8.138,7.678,7.072,7.485,7.415,5.357,9.972,5.851
"LINC01999",6.638,6.779,7.633,7.565,7.412,7.032,9.147,8.162
"AIR",8.564,8.582,5.893,7.137,8.918,8.866,6.686,6.913
"LOC127884866",8.901,5.008,7.729,4.41,7.35,7.943,5.997,8.786
"LOC130068570",6.168,5.078,6.801,9.472,7.774,7.353,7.369,9.207
"SLC25A46",8.373,7.334,7.018,5.663,6.13,7.868,6.124,7.373
"DLGAP3",7.609,7.153,5.487,5.668,8.435,7.175,6.516,4.491
"SP6",7.36,7.861,6.328,5.255,5.642,7.332,6.874,6.43
"COA8",6.322,5.305,7.626,6.274,6.577,7.661,6.361,6.365
"LOC130058416",7.73,7.412,8.178,6.345,8.492,6.554,6.661,9.774
"LOC130067606",9.149,3.482,5.042,7.376,6.957,4.363,9.092,6.903
"LOC124904320",8.141,5.3,4.97,7.719,7.164,5.775,6.344,9.363
"LOC126860891",7.546,6.192,6.741,5.965,7.135,7.914,7.694,3.583
"LOC130055407",8.004,10.54,7.185,8.119,6.469,5.005,5.088,6.837
"LOC129660208",5.15,6.972,7.225,5.802,6.611,8.885,8.895,9.37
"LOC129935821",8.177,8.512,6.537,8.323,5.094,7.74,6.787,4.576
"LOC127457376",7.821,6.965,7.842,5.673,4.845,7.742,8.499,5.669
"LOC130008102",6.353,7.67,5.542,6.698,7.425,6.235,7.291,7.172
"TAB3-AS2",8.921,5.839,6.774,5.746,7.29,7.317,8.233,6.885
"LOC127400237",4.185,7.057,5.832,6.844,6.051,6.582,3.738,8.141
"LOC129937366",7.621,8.052,6.59,7.002,7.447,8.322,7.954,6.501
"LOC127404703",8.247,6.271,8.404,7.646,5.816,8.302,8.219,7.65
"LOC127404557",8.806,6.304,7.886,5.198,5.57,3.909,5.51,6.231
"LOC105372813",9.647,6.934,8.654,5.209,6.417,5.828,5.017,6.837
"LOC129933065",6.496,3.009,4.491,8.229,6.556,6.624,7.651,6.196
