# synthetic, for demo only -- 5 cell types x 110 cells x 160 genes, seed=572
cell_id,cell_type,G000,G001,G002,G003,G004,G005,G006,G007,G008,G009,G010,G011,G012,G013,G014,G015,G016,G017,G018,G019,G020,G021,G022,G023,G024,G025,G026,G027,G028,G029,G030,G031,G032,G033,G034,G035,G036,G037,G038,G039,G040,G041,G042,G043,G044,G045,G046,G047,G048,G049,G050,G051,G052,G053,G054,G055,G056,G057,G058,G059,G060,G061,G062,G063,G064,G065,G066,G067,G068,G069,G070,G071,G072,G073,G074,G075,G076,G077,G078,G079,G080,G081,G082,G083,G084,G085,G086,G087,G088,G089,G090,G091,G092,G093,G094,G095,G096,G097,G098,G099,G100,G101,G102,G103,G104,G105,G106,G107,G108,G109,G110,G111,G112,G113,G114,G115,G116,G117,G118,G119,G120,G121,G122,G123,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G135,G136,G137,G138,G139,G140,G141,G142,G143,G144,G145,G146,G147,G148,G149,G150,G151,G152,G153,G154,G155,G156,G157,G158,G159
C0039,Tcell,16,5,15,0,5,13,8,13,26,12,17,2,7,8,11,5,12,5,3,2,22,1,4,10,13,4,6,23,3,5,28,20,3,9,8,4,10,5,4,15,2,4,0,8,7,5,19,4,18,9,20,13,2,3,17,2,4,14,8,1,7,1,7,9,2,3,4,1,4,2,5,6,12,4,6,5,9,7,10,1,3,17,2,7,0,5,14,13,9,2,12,1,0,9,3,4,7,3,1,7,11,3,8,1,1,7,11,10,0,1,1,1,7,8,7,12,14,4,4,4,3,0,13,10,3,12,3,2,0,3,6,7,10,1,6,2,1,12,5,1,5,9,0,3,3,4,16,10,4,5,3,8,4,7,2,0,4,4,8,4
C0040,Tcell,6,1,6,1,5,6,3,4,7,5,4,0,2,4,4,0,2,3,3,5,7,4,1,5,6,3,2,10,0,1,6,10,3,2,11,0,10,0,5,3,2,3,0,3,5,2,9,3,4,3,11,4,0,2,5,1,2,4,5,1,5,0,2,5,0,1,0,1,3,0,2,2,10,3,3,3,2,3,4,0,0,3,3,2,0,3,2,5,2,0,3,0,0,7,0,1,3,0,0,1,3,2,4,1,1,4,5,2,0,0,0,1,2,0,4,3,4,2,1,3,3,3,8,2,0,3,1,0,0,2,1,2,5,0,8,0,2,1,1,0,0,3,2,0,2,1,3,1,0,3,2,1,2,4,4,0,1,0,4,2
C0041,Tcell,25,8,10,3,7,12,5,7,18,7,5,4,5,12,8,3,13,7,3,6,9,3,0,14,10,4,5,25,5,3,33,17,4,10,9,3,13,3,5,9,1,2,0,12,8,3,11,7,8,17,19,7,5,5,16,1,10,15,5,0,8,2,10,12,3,3,0,9,4,1,3,7,9,2,8,7,2,3,8,0,1,10,6,4,3,2,11,12,5,3,9,5,0,4,3,4,6,1,3,3,10,3,2,0,7,4,12,8,0,1,0,1,4,5,8,11,10,7,1,3,1,0,9,6,6,7,5,2,2,7,5,2,5,2,6,3,4,9,7,5,0,15,1,7,1,4,9,15,3,7,2,6,2,8,4,0,2,6,5,6
C0042,Tcell,12,5,9,1,5,8,6,7,9,4,9,0,6,5,5,1,4,2,0,6,9,3,2,6,7,2,2,15,4,1,22,13,1,6,8,3,6,0,3,5,2,2,2,6,8,2,4,3,4,10,6,4,3,4,5,3,2,7,2,1,5,2,4,9,1,1,1,0,2,0,1,4,10,2,4,2,2,5,7,1,3,8,3,2,0,8,2,2,4,0,5,2,0,6,1,2,4,4,1,1,5,2,5,0,3,10,5,7,0,2,0,0,3,1,4,13,1,8,3,2,0,0,10,4,3,1,5,1,0,2,2,4,7,0,4,3,3,6,1,2,2,8,3,1,2,1,5,7,1,3,1,2,4,1,1,2,0,0,3,1
C0043,Tcell,14,8,5,6,4,14,2,11,18,3,9,1,3,4,8,4,5,0,2,4,9,3,3,7,13,2,4,8,1,1,19,9,3,5,8,3,10,1,5,2,3,4,1,6,6,5,4,3,7,12,14,5,1,2,9,1,4,10,5,0,3,1,3,10,2,3,1,2,2,0,1,6,16,4,2,4,2,2,5,1,3,6,3,4,1,1,6,2,9,2,4,1,1,2,4,3,3,0,1,3,5,0,1,0,1,5,7,0,1,0,0,2,3,5,6,4,8,4,2,2,1,0,3,2,2,2,3,2,2,3,3,4,5,0,9,4,4,7,7,0,1,7,1,4,1,2,11,7,1,1,1,4,3,5,2,0,5,2,0,5
C0044,Tcell,12,3,5,1,6,3,4,2,8,1,6,1,2,2,6,3,5,3,2,5,5,3,0,4,6,2,3,12,1,3,6,7,2,4,5,1,3,1,0,5,0,0,0,7,5,1,4,1,4,5,4,3,1,1,3,0,5,4,1,2,3,0,3,5,1,0,1,0,1,0,0,5,6,2,1,1,0,2,1,1,0,3,2,2,2,1,5,7,1,1,1,2,0,3,1,1,1,1,0,1,5,2,1,0,0,3,4,0,0,0,1,0,2,2,2,5,4,4,2,0,1,0,7,3,1,1,1,2,1,3,1,3,1,0,7,1,1,3,2,1,1,4,0,2,0,1,5,3,1,2,0,2,1,4,3,1,0,2,1,0
C0045,Tcell,20,8,10,6,7,18,11,8,16,8,13,5,2,9,5,0,7,0,1,8,7,6,3,7,11,2,7,19,4,5,15,17,2,7,8,2,10,2,4,7,0,6,1,11,4,3,5,4,13,9,19,4,5,3,12,5,12,8,2,3,7,1,7,12,0,0,1,5,5,3,3,9,14,3,5,5,3,4,3,1,2,9,6,1,1,5,12,12,10,6,7,2,2,5,4,4,5,1,2,4,15,5,6,2,1,7,8,2,0,1,1,4,5,6,4,6,15,9,5,5,3,3,7,5,2,5,6,3,2,6,6,6,8,1,7,4,3,8,2,2,3,15,1,3,1,4,10,10,0,5,4,2,2,9,1,0,3,7,7,6
C0046,Tcell,13,4,6,2,7,11,1,7,4,5,9,0,3,4,9,2,9,3,4,9,6,6,3,5,12,4,3,17,5,2,11,11,1,3,5,0,10,0,1,8,0,2,4,8,8,2,3,2,4,10,12,1,2,7,8,2,10,10,4,1,8,1,6,10,0,0,0,1,1,2,2,9,8,5,4,3,1,3,4,1,1,5,3,2,0,2,2,10,4,3,4,2,0,6,5,1,4,1,1,8,9,6,2,1,1,6,11,3,0,0,0,3,2,4,5,5,7,7,4,2,0,1,6,2,2,2,2,0,1,4,3,3,6,1,11,2,3,7,8,0,1,12,0,3,1,3,7,8,1,4,4,7,2,4,2,0,1,4,10,2
C0047,Tcell,14,5,6,1,5,5,6,4,9,6,4,0,3,5,8,2,6,0,1,3,8,4,1,6,10,3,2,10,2,3,14,9,4,6,3,0,4,3,3,3,2,4,1,10,2,1,3,3,10,5,11,4,3,5,3,0,6,3,6,0,12,0,6,3,4,0,0,1,1,0,3,7,10,5,0,2,3,1,1,0,3,6,4,1,1,1,2,7,0,5,2,4,0,6,1,3,3,3,2,1,4,2,0,0,1,3,7,0,1,0,0,0,2,1,5,6,5,1,0,1,0,1,2,4,2,1,5,2,1,2,5,7,4,0,5,1,3,4,2,0,0,8,1,3,3,2,6,8,2,0,3,3,0,0,3,0,2,1,1,3
C0048,Tcell,7,1,8,1,5,12,7,2,11,6,10,0,3,5,3,5,5,3,3,4,7,2,2,10,8,4,2,12,3,4,16,7,3,3,3,3,6,0,4,13,1,4,0,10,7,0,7,5,4,12,8,7,3,2,9,2,1,5,2,3,3,1,4,9,1,3,1,3,2,0,1,9,16,4,4,2,2,5,3,2,2,5,4,2,0,2,7,9,8,7,5,3,2,4,4,3,3,0,0,2,11,3,3,1,1,0,7,5,0,0,0,1,0,3,3,5,4,4,2,2,1,0,8,1,2,2,2,2,2,0,2,1,2,2,6,0,3,7,3,1,2,10,1,2,4,2,6,5,2,1,3,2,0,6,3,1,1,4,2,1
C0049,Tcell,23,5,5,3,1,9,4,4,11,5,13,1,3,9,6,3,3,2,3,2,8,6,3,10,9,1,1,13,4,1,24,19,4,6,15,1,5,2,4,9,4,2,0,11,6,3,8,7,12,12,15,4,4,3,7,1,7,4,6,3,5,2,9,6,1,2,0,4,3,0,1,9,13,5,2,1,3,4,7,2,2,12,4,6,2,5,7,8,3,5,7,2,2,6,4,1,4,2,1,2,11,3,4,1,2,7,6,2,2,0,1,2,1,2,8,11,14,12,0,3,1,1,8,4,6,5,0,5,1,4,1,5,6,1,5,1,3,3,4,2,2,6,1,0,4,3,3,7,5,1,5,3,1,4,2,2,2,5,4,5
C0050,Tcell,6,5,2,1,5,4,5,5,7,3,5,1,1,3,4,1,3,2,3,7,10,2,0,4,5,2,4,16,2,1,10,10,2,3,3,2,4,2,0,4,1,1,1,6,3,1,6,3,10,1,8,4,1,3,9,1,2,4,0,1,4,0,5,5,1,0,0,2,2,0,3,3,8,2,0,1,3,2,2,2,0,1,1,3,0,1,1,11,1,2,3,1,0,4,3,2,3,0,1,1,6,0,3,1,0,1,3,1,1,0,0,0,0,2,5,2,7,1,0,1,2,0,0,4,2,3,4,3,1,1,0,1,4,0,1,1,1,6,2,1,1,8,0,0,1,2,1,2,1,1,3,2,3,6,2,0,2,2,2,2
C0051,Tcell,7,0,0,0,1,4,4,1,7,2,3,0,1,3,1,0,3,2,0,1,4,0,2,2,1,2,3,6,0,0,6,3,1,2,6,0,0,2,1,3,0,5,0,5,3,1,3,2,1,1,8,2,1,0,2,0,0,6,2,1,2,0,1,5,0,1,0,0,0,0,1,3,6,0,1,2,0,1,1,0,1,3,1,3,0,1,2,1,0,0,3,1,0,0,1,1,1,0,0,1,2,2,2,0,1,0,3,0,0,0,0,1,1,0,1,3,3,1,0,2,1,0,1,0,1,0,1,1,0,3,1,2,2,0,3,0,1,6,0,0,0,4,0,0,0,0,3,3,0,3,0,1,0,6,1,0,1,7,0,2
C0052,Tcell,22,4,12,3,12,11,11,14,14,7,9,0,5,12,9,3,10,5,1,4,12,3,5,7,7,3,5,21,2,5,16,19,4,4,9,3,7,5,6,12,3,5,3,16,7,2,9,3,6,13,25,2,6,3,10,3,7,12,2,4,4,2,5,6,2,2,2,2,2,0,3,4,10,5,2,4,4,6,3,2,4,6,1,4,1,4,8,8,9,3,6,0,0,4,3,4,2,0,0,4,9,2,4,1,1,4,11,3,0,0,1,1,3,2,11,8,12,13,6,2,1,3,7,8,6,6,1,4,2,1,4,5,7,1,9,2,2,6,3,1,1,7,0,2,2,5,12,9,3,2,2,4,3,7,2,0,2,5,5,5
C0053,Tcell,9,1,9,1,2,6,5,6,11,6,5,1,4,5,7,2,4,0,2,6,9,4,1,2,2,2,4,7,0,2,19,7,1,4,6,1,7,2,5,9,1,4,0,6,3,1,5,9,5,7,9,1,0,4,5,1,6,7,2,2,3,1,2,7,0,1,1,1,1,1,1,4,5,2,2,1,2,0,3,2,0,8,2,3,1,3,7,6,5,3,2,1,0,2,3,1,3,0,0,0,6,7,4,2,2,4,7,0,2,0,0,2,2,5,4,3,4,8,0,2,2,1,5,4,2,3,1,0,2,2,4,3,4,0,3,1,1,4,3,1,3,9,0,3,3,2,8,5,1,2,2,3,0,2,3,1,3,2,7,1
C0054,Tcell,6,3,3,2,3,2,2,0,8,2,5,1,2,2,2,2,3,1,0,1,5,2,0,7,3,2,0,6,2,0,10,11,1,2,5,1,2,0,2,6,1,2,0,2,2,2,4,1,4,3,2,2,4,2,4,0,0,5,1,1,1,2,3,4,0,2,1,4,0,0,2,6,6,4,3,1,1,3,1,0,2,3,1,1,1,2,3,2,2,2,1,0,0,1,2,1,2,1,0,0,5,0,1,0,0,2,6,1,0,0,1,3,1,0,4,3,3,3,3,0,0,0,4,1,2,2,2,0,0,0,2,1,2,0,3,0,1,6,3,0,0,5,1,1,1,2,2,1,0,2,3,1,0,1,0,0,1,2,3,1
C0055,Tcell,12,3,5,1,2,7,3,1,11,5,12,0,2,3,7,2,3,3,0,3,7,2,0,7,3,4,3,5,5,0,12,7,0,3,9,0,4,1,3,7,1,4,0,8,2,2,2,6,10,5,10,2,2,0,3,1,6,4,3,2,4,0,1,4,0,1,0,2,3,1,0,3,6,3,5,3,1,5,8,0,3,9,6,2,1,0,4,7,2,3,3,0,0,2,2,3,1,0,0,3,7,2,5,0,0,4,0,1,0,0,0,1,2,1,3,4,3,7,3,1,1,1,8,2,2,1,3,2,1,3,2,1,4,0,0,2,4,10,3,0,2,8,0,0,2,2,4,7,2,1,2,3,2,2,1,0,3,3,1,2
C0056,Tcell,26,3,5,0,4,8,12,6,12,4,12,2,4,18,11,3,5,9,3,9,10,5,2,9,10,6,3,17,5,2,26,12,4,7,9,3,11,1,3,11,2,4,3,11,4,3,11,6,11,10,18,3,1,5,13,2,3,12,3,1,6,0,7,6,1,0,3,4,3,1,1,9,13,2,9,4,6,2,7,0,2,8,1,7,3,8,11,4,7,4,9,2,1,10,4,1,7,2,1,2,12,1,2,3,5,6,5,3,0,2,0,1,1,3,7,12,3,8,3,3,1,1,11,3,6,4,1,3,0,4,5,1,5,2,2,2,1,8,2,2,5,15,0,2,3,3,12,16,1,2,2,0,2,7,1,0,5,5,4,2
C0057,Tcell,24,7,12,2,11,10,14,18,16,8,15,0,6,11,5,1,14,8,3,8,11,3,4,16,11,9,7,31,7,3,24,16,1,5,12,3,11,7,4,13,2,6,2,17,14,1,12,9,13,7,19,13,5,4,14,4,13,18,2,1,11,4,15,13,4,4,3,7,7,2,3,12,13,6,5,8,5,3,8,1,5,21,2,4,3,9,12,12,3,6,3,4,0,7,7,1,4,3,1,2,13,5,4,3,2,6,9,3,3,0,1,0,8,2,4,3,18,7,6,3,1,0,8,11,3,9,4,4,3,10,7,7,7,1,10,1,2,14,6,1,2,15,1,1,5,3,11,12,1,4,1,7,3,13,3,1,6,6,7,6
C0058,Tcell,9,3,5,3,1,4,1,4,5,4,4,0,2,3,1,0,2,0,1,8,2,1,0,3,5,1,2,9,1,0,14,5,2,2,0,0,3,4,1,2,0,3,2,5,1,4,1,5,4,3,4,3,2,2,4,0,1,0,0,1,1,0,7,4,0,0,1,0,0,0,2,4,9,3,0,1,1,3,2,0,0,5,0,4,1,4,3,4,1,1,4,0,1,0,2,1,4,2,0,0,1,1,1,1,0,0,4,0,0,0,0,1,1,1,1,1,4,0,0,1,0,0,1,2,0,1,1,2,0,0,2,0,1,1,1,1,2,4,3,0,0,2,0,0,1,0,6,4,0,2,1,1,0,2,1,0,0,2,1,1
C0059,Tcell,3,7,4,1,2,2,5,5,6,1,4,1,0,1,3,1,3,1,2,8,4,0,0,2,7,1,4,10,2,1,15,8,1,2,4,0,6,1,1,2,1,0,1,4,8,0,3,6,2,9,6,4,4,3,4,2,2,2,2,2,3,1,5,6,1,1,1,2,4,0,2,6,11,1,3,5,4,2,1,0,1,2,1,4,2,4,6,4,2,2,3,0,0,4,0,2,1,1,1,3,7,2,0,0,0,1,8,1,0,0,0,1,4,0,1,1,4,3,3,1,3,1,4,3,3,0,1,2,1,4,2,3,5,0,4,0,1,9,1,1,0,5,1,0,1,4,6,4,0,1,3,0,0,1,3,1,2,1,4,2
C0060,Tcell,8,2,4,0,2,7,5,4,8,3,9,0,1,4,1,1,6,2,0,6,4,2,3,2,5,2,2,10,3,0,17,7,2,3,4,1,3,3,0,6,1,3,0,4,2,1,3,5,5,6,8,1,1,4,2,0,6,4,2,0,7,0,3,2,0,1,1,2,2,0,0,3,11,3,0,0,2,2,0,0,3,3,3,1,0,3,4,5,0,2,4,0,0,2,4,5,1,2,0,0,9,3,1,1,1,1,4,2,0,0,0,1,0,4,3,5,9,2,1,3,0,0,6,4,2,2,1,2,0,0,0,0,3,0,3,1,3,5,2,1,1,2,0,3,0,3,8,2,0,3,0,3,0,1,0,0,0,1,1,0
C0061,Tcell,31,8,13,5,10,17,12,18,35,10,29,3,13,24,17,4,18,9,6,15,13,5,3,14,17,12,11,31,4,5,37,24,5,12,18,8,17,6,13,7,3,10,3,20,9,3,6,14,8,21,32,12,5,5,16,7,5,23,4,6,15,1,11,15,3,2,2,4,10,0,2,13,19,3,6,10,4,9,6,2,2,11,9,4,3,10,17,13,5,8,8,5,1,11,3,7,4,3,2,5,21,5,6,0,1,11,17,2,1,0,1,1,0,3,5,13,23,17,5,3,3,1,9,7,10,7,3,2,2,8,4,7,12,3,10,4,3,14,12,1,0,20,0,2,6,10,20,13,2,7,6,8,3,13,2,0,1,7,5,6
C0062,Tcell,20,8,10,2,3,21,9,10,22,6,13,1,4,13,8,3,7,0,6,9,8,5,6,11,7,4,3,26,3,5,8,16,3,10,5,1,13,8,2,9,2,2,4,15,4,3,13,7,7,13,19,5,0,1,11,5,2,13,6,3,9,0,7,12,4,0,3,4,3,0,2,13,11,2,7,4,5,6,5,1,3,9,6,7,1,3,5,10,5,7,7,1,0,4,7,4,2,5,1,2,6,2,4,1,1,3,11,7,1,1,0,7,3,3,7,10,8,9,5,4,2,2,10,3,6,5,5,3,1,4,5,4,4,2,9,2,2,15,5,2,2,13,0,1,2,0,22,7,3,7,2,3,2,1,2,1,3,5,1,8
C0063,Tcell,5,2,1,1,2,1,2,3,6,0,1,0,1,3,1,1,2,1,0,1,2,0,1,1,3,1,3,4,1,1,7,4,1,1,6,0,4,1,3,2,0,3,1,3,2,1,0,1,3,3,7,3,2,1,5,2,2,5,3,1,1,1,0,1,0,2,0,2,2,0,0,4,4,0,0,2,1,1,0,0,0,4,2,1,0,0,2,4,3,2,3,0,0,4,1,3,3,1,0,2,2,4,1,0,0,3,3,0,0,0,1,0,1,1,2,2,0,1,0,2,0,0,1,2,0,3,1,1,1,1,0,2,1,1,3,0,0,3,1,1,1,7,0,2,0,0,0,5,1,1,0,1,1,4,1,0,0,2,2,2
C0064,Tcell,6,2,2,0,1,1,0,3,7,2,5,0,2,2,3,2,4,2,0,1,7,1,0,4,4,2,2,5,0,0,6,7,2,3,1,1,5,3,1,3,1,2,0,6,3,1,1,2,2,6,5,2,1,3,2,1,1,3,1,1,3,0,2,1,1,2,0,1,1,0,0,3,5,0,0,2,4,0,1,2,3,6,2,1,2,2,0,5,1,2,1,0,0,1,1,1,1,1,0,1,4,2,3,0,1,0,2,0,0,0,0,1,1,1,2,2,7,0,1,3,0,0,3,0,0,2,1,0,0,0,0,1,3,0,2,1,3,2,0,0,0,2,0,1,2,1,3,1,1,1,0,0,2,0,0,0,1,2,3,2
C0065,Tcell,7,1,2,1,0,3,0,4,7,4,5,0,2,2,2,1,1,2,1,4,3,1,0,1,3,0,1,1,1,1,7,2,1,1,4,1,8,0,2,2,0,2,2,2,3,0,3,3,4,2,4,1,1,1,3,2,1,4,1,1,3,0,3,3,0,1,0,4,0,2,1,1,8,1,1,3,1,3,1,1,2,2,2,2,1,1,2,3,0,3,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,4,2,0,0,1,0,1,3,3,6,4,3,0,0,0,0,1,0,2,2,1,1,0,0,0,0,6,0,2,1,0,4,3,0,0,5,0,0,1,3,1,4,0,1,4,2,1,4,2,0,2,3,1,0
C0066,Tcell,6,3,4,2,5,5,3,6,10,1,8,1,2,5,4,2,2,2,0,2,5,2,1,7,4,0,1,5,1,1,6,5,2,1,3,1,4,4,3,6,1,4,1,5,1,2,0,0,3,4,6,2,1,1,4,0,2,7,2,1,3,0,3,4,1,1,0,0,3,1,0,5,3,1,4,1,2,0,0,0,0,6,0,0,1,0,2,3,4,3,3,1,0,4,2,0,1,2,1,2,6,0,3,1,3,0,5,1,1,0,0,1,3,2,0,4,8,5,0,2,0,1,5,2,2,3,3,1,3,3,0,2,4,1,4,0,0,3,2,1,1,5,0,2,1,0,4,2,1,3,1,0,0,1,2,0,0,1,1,1
C0067,Tcell,27,5,23,7,8,22,11,18,22,8,28,1,4,11,13,4,16,3,3,7,23,6,8,11,17,6,12,29,6,0,41,28,6,10,12,3,14,3,8,17,4,4,2,19,13,4,11,11,11,20,26,8,3,6,18,5,16,16,5,3,19,0,15,19,4,7,2,2,6,0,3,14,17,7,8,3,6,5,12,0,6,13,7,4,6,6,14,15,7,7,7,4,0,9,7,1,7,7,2,4,13,2,10,1,5,9,16,8,1,2,2,4,4,6,6,21,23,10,9,5,3,1,11,6,5,7,8,3,6,11,7,6,16,1,20,4,3,23,7,2,2,22,4,4,6,7,11,10,1,9,6,7,3,15,1,2,3,10,11,5
C0068,Tcell,5,6,0,0,0,3,0,1,10,6,5,1,1,1,1,1,2,2,1,3,5,1,0,5,4,1,3,7,1,2,7,4,0,2,3,1,2,0,0,4,0,1,0,3,2,1,2,0,5,2,8,2,2,1,1,1,3,4,1,0,1,0,0,2,0,0,0,2,2,1,1,1,3,3,0,3,1,0,2,0,0,7,1,2,0,0,6,0,3,3,1,1,1,2,1,3,6,1,0,0,3,0,0,1,1,1,1,0,0,0,1,2,1,1,2,1,2,2,0,3,0,0,2,1,2,0,1,3,1,1,1,1,0,1,1,0,1,3,3,0,0,4,1,0,2,0,2,3,0,0,2,2,1,2,0,0,0,0,5,1
C0069,Tcell,15,3,3,1,2,6,3,2,7,3,6,0,2,5,4,2,2,0,2,4,6,2,0,8,8,2,2,10,4,0,11,7,2,2,4,1,5,1,3,5,3,1,0,2,6,0,5,1,5,3,9,5,1,2,5,0,4,7,4,0,2,0,6,7,1,4,0,1,3,0,1,4,8,2,2,0,3,3,1,0,1,6,2,2,0,0,9,6,2,2,3,3,0,1,2,2,4,3,2,0,4,1,4,1,0,4,7,0,0,1,0,1,1,1,4,7,5,3,1,2,1,1,4,0,2,0,1,2,1,2,1,1,6,0,0,2,1,6,1,2,1,4,0,2,0,3,9,2,1,2,0,1,0,2,0,2,1,3,3,1
C0070,Tcell,14,7,9,2,5,6,4,8,13,3,7,1,4,5,11,0,7,3,2,6,4,7,2,4,7,1,2,8,1,1,16,13,4,3,8,1,6,5,4,7,2,1,0,9,2,1,7,6,6,4,7,5,3,4,2,1,8,7,5,0,3,0,6,7,1,1,0,4,5,0,2,10,7,5,2,4,1,4,5,0,5,9,2,6,3,6,5,8,3,4,6,3,1,4,2,2,5,3,0,3,8,2,4,1,2,3,6,3,2,0,2,3,0,3,3,5,7,10,4,1,3,1,4,3,1,6,3,3,0,5,2,7,1,1,4,3,3,11,3,1,2,14,1,3,4,5,3,4,2,3,1,7,2,8,2,1,3,1,4,3
C0071,Tcell,6,2,9,0,2,5,7,4,13,2,6,0,5,5,5,3,3,1,0,5,4,0,3,4,2,2,4,3,1,1,7,12,1,6,6,0,6,3,5,4,1,1,1,8,1,3,3,5,4,3,11,2,0,4,8,3,2,7,1,1,3,0,5,6,2,1,0,1,2,0,2,5,6,2,2,2,2,2,2,0,0,7,2,0,3,2,5,3,5,0,1,0,0,4,2,1,2,0,2,0,5,2,2,1,2,2,4,3,0,0,0,0,2,2,5,1,3,2,1,5,1,0,2,3,2,2,1,2,2,2,1,1,3,0,4,2,1,6,3,1,1,3,1,2,7,3,4,4,1,3,0,3,2,2,0,0,1,2,2,1
C0072,Tcell,11,7,5,2,5,7,2,9,15,3,8,1,2,7,15,1,9,3,4,5,7,2,3,7,4,3,1,14,6,4,18,14,3,3,7,0,10,0,3,9,0,3,0,17,4,1,4,2,9,11,11,8,0,1,5,2,6,7,2,1,6,2,3,8,3,2,1,5,1,1,1,13,11,3,0,5,0,8,4,0,1,9,6,1,1,3,6,7,3,3,6,4,1,10,5,2,5,1,2,2,6,6,8,1,3,5,3,2,0,1,1,4,1,2,5,8,5,8,1,1,3,0,7,1,3,5,3,4,1,2,4,5,3,1,6,0,0,14,9,1,0,13,0,2,1,6,6,8,1,1,1,2,3,5,2,1,0,2,4,3
C0073,Tcell,40,14,30,8,30,31,21,19,43,9,32,4,8,16,13,10,19,12,6,29,19,9,8,28,27,12,9,46,7,7,57,34,9,14,26,6,20,10,12,22,6,16,1,20,13,6,27,13,24,23,36,16,8,15,24,9,14,20,13,6,13,3,19,26,10,2,1,9,6,3,9,23,38,5,10,4,7,10,6,4,7,20,7,9,3,11,27,20,13,18,18,5,2,17,22,3,14,8,3,6,18,6,11,5,9,12,16,12,0,1,2,2,12,5,11,24,23,22,8,8,4,2,21,13,13,7,7,7,2,13,9,8,15,2,18,4,8,26,11,1,5,30,3,5,8,8,24,19,2,8,9,8,5,16,5,1,4,9,17,6
C0074,Tcell,7,8,7,5,2,5,3,2,3,1,6,0,3,3,4,0,6,3,1,5,7,0,0,7,9,2,0,10,3,3,14,9,2,8,6,0,5,1,3,2,2,0,0,7,4,0,2,3,3,7,7,2,2,0,3,0,3,5,1,1,6,1,1,5,1,1,1,1,1,0,2,1,6,1,2,3,1,0,2,0,1,5,0,1,1,4,3,2,2,3,2,0,1,1,1,1,3,1,1,0,5,3,1,3,0,4,3,2,0,1,0,0,1,2,4,2,3,3,2,1,2,0,2,3,0,3,0,2,4,1,2,0,2,2,3,1,0,9,1,2,1,8,1,0,1,3,4,0,0,2,2,1,2,2,1,0,1,2,2,1
C0075,Tcell,18,3,9,4,7,8,7,14,19,7,16,1,3,15,7,4,8,4,2,4,20,6,2,15,14,2,6,20,8,5,23,18,2,6,14,5,9,2,5,13,5,6,2,13,3,3,12,11,14,13,25,7,10,4,12,1,7,13,9,3,4,4,8,12,1,3,1,6,8,1,5,9,10,2,8,6,7,1,8,2,5,15,7,10,3,5,12,13,4,4,6,7,3,10,2,4,7,2,1,4,15,7,3,0,5,6,16,3,0,0,1,2,3,5,16,7,8,11,1,2,3,0,7,4,4,5,8,5,2,3,5,5,11,2,11,6,6,13,4,1,0,7,2,4,2,9,13,8,1,6,2,7,4,8,4,0,2,7,8,5
C0076,Tcell,11,3,7,1,8,13,5,12,14,6,11,2,4,3,10,3,8,2,2,10,11,3,2,8,11,7,5,27,4,3,18,25,3,4,17,7,14,3,9,11,5,8,2,9,6,10,13,5,7,18,15,5,0,1,9,5,6,22,6,2,0,3,4,8,4,2,0,4,2,1,0,10,12,4,5,7,5,3,4,3,2,11,8,1,3,5,9,16,4,5,3,2,0,5,4,3,0,4,4,6,11,1,8,0,3,4,14,2,1,4,3,3,3,1,1,11,4,12,2,5,0,1,4,8,6,6,1,2,0,7,5,3,6,1,1,4,4,12,7,1,1,11,2,7,6,3,7,10,3,5,4,7,3,8,3,0,3,6,7,3
C0077,Tcell,1,2,3,0,1,2,1,1,2,1,1,0,0,2,2,1,4,0,1,0,2,0,2,1,1,0,0,2,1,0,5,5,0,3,0,0,1,2,2,5,0,0,0,1,3,0,0,0,1,0,2,0,0,0,5,2,1,3,1,0,1,1,2,0,0,1,0,1,0,1,1,4,5,1,0,1,1,0,1,0,1,2,0,0,0,0,4,2,0,0,3,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0,5,1,0,0,0,0,0,1,1,1,2,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,3,0,2,0,2,2,3,0,1,0,0,0,1,0,2,0,0,1,1,1,0,0,0,0,0,1,1,0
C0078,Tcell,4,3,3,0,3,5,3,8,10,3,3,2,3,4,5,2,3,2,1,3,4,6,0,7,8,3,2,9,1,1,11,10,2,2,5,4,8,0,2,5,0,1,0,6,4,1,6,8,6,6,9,4,1,0,12,1,5,7,5,2,4,0,6,10,0,2,2,2,4,4,2,4,7,2,6,3,3,2,4,1,3,5,4,3,2,4,9,3,6,0,3,0,0,3,2,6,3,0,0,1,5,5,2,3,1,3,2,3,1,1,0,2,2,0,5,6,9,4,3,2,1,1,10,3,3,1,3,0,2,3,0,2,4,0,3,0,0,5,0,3,0,4,0,2,1,1,4,6,2,5,3,1,0,4,2,0,2,1,5,2
