# synthetic, for demo only -- generated by 580_novae_spatial_fm.py
cell_id,slide,x,y,domain_true,cell_type_true,G000,G001,G002,G003,G004,G005,G006,G007,G008,G009,G010,G011,G012,G013,G014,G015,G016,G017,G018,G019,G020,G021,G022,G023,G024,G025,G026,G027,G028,G029,G030,G031,G032,G033,G034,G035,G036,G037,G038,G039
s2_c0194,slide2,13.933,10.053,D3,CT3,0,5,4,6,2,3,0,0,2,1,1,0,0,1,0,1,0,0,2,1,1,2,0,1,4,5,0,1,4,4,2,0,4,1,0,1,0,3,2,1
s2_c0195,slide2,15.165,10.136,D3,CT2,2,3,4,2,4,3,0,1,1,2,4,0,5,3,0,0,1,1,1,6,1,1,0,1,1,1,0,1,0,1,2,0,1,9,1,0,4,4,9,0
s2_c0196,slide2,15.698,9.757,D3,CT3,1,4,6,3,1,3,0,0,0,6,0,0,0,1,3,3,2,1,2,0,5,0,2,1,4,3,0,0,2,3,1,4,3,0,1,0,2,4,2,3
s2_c0197,slide2,16.6,9.868,D3,CT0,3,2,1,4,1,2,0,2,0,6,2,1,1,1,0,1,1,1,3,3,0,4,2,4,7,2,0,0,4,1,0,5,1,6,3,0,4,1,4,3
s2_c0198,slide2,-0.179,11.049,D1,CT1,3,1,2,1,0,0,3,2,0,6,1,4,0,0,1,1,3,5,0,1,6,2,1,1,0,5,2,1,1,5,3,0,0,1,0,0,1,0,3,0
s2_c0199,slide2,1.451,11.122,D1,CT0,2,2,3,2,1,3,0,0,2,8,3,0,4,1,0,2,1,3,1,1,0,3,0,1,5,6,1,0,2,1,2,1,2,6,5,0,3,0,2,0
s2_c0200,slide2,2.024,11.114,D1,CT1,1,1,1,2,1,1,4,0,0,8,0,1,0,0,2,1,4,3,4,2,0,4,1,2,0,1,1,2,3,4,3,1,0,1,0,1,2,1,3,3
s2_c0201,slide2,3.072,10.896,D1,CT1,1,1,4,1,1,3,2,3,0,4,0,2,0,0,0,2,4,1,3,1,2,5,0,2,0,3,0,4,4,2,2,0,0,4,1,0,1,0,9,2
s2_c0202,slide2,3.812,10.964,D1,CT0,0,3,2,0,2,0,0,0,3,2,1,2,3,0,0,3,1,2,0,4,0,8,2,4,3,4,1,0,8,1,0,2,0,15,5,2,1,0,1,1
s2_c0203,slide2,5.394,11.245,D1,CT1,0,0,4,0,3,1,1,1,0,2,1,2,2,0,0,1,2,4,2,1,3,3,1,2,0,2,0,3,2,4,0,0,0,1,0,1,3,0,4,2
s2_c0204,slide2,6.278,11.222,D1,CT1,1,1,2,0,1,3,2,3,0,6,5,3,1,0,1,2,5,2,1,3,2,0,0,2,2,2,2,2,5,5,3,0,0,4,1,0,3,1,2,1
s2_c0205,slide2,6.758,10.903,D1,CT3,0,3,5,4,0,0,1,1,1,0,0,1,0,4,0,0,2,0,0,0,0,1,2,0,7,5,0,2,1,2,1,1,2,0,0,2,1,1,9,3
s2_c0206,slide2,7.926,10.896,D1,CT3,1,3,6,1,0,0,1,1,1,2,3,2,1,1,0,1,1,1,0,1,1,2,1,1,5,1,0,1,1,3,1,2,2,0,0,1,1,2,3,3
s2_c0207,slide2,8.983,11.169,D3,CT3,4,2,8,1,1,3,0,0,1,1,1,2,1,4,0,3,1,0,1,0,3,1,0,2,5,3,0,0,2,3,1,1,4,5,1,0,0,2,5,1
s2_c0208,slide2,10.004,11.106,D3,CT1,0,0,2,0,3,2,3,1,0,4,2,4,1,0,2,1,5,1,2,3,1,1,0,0,2,1,3,1,3,5,2,2,0,2,1,1,1,0,3,2
s2_c0209,slide2,10.712,10.735,D3,CT1,0,2,2,2,0,0,2,2,1,5,2,1,1,1,2,3,6,2,2,2,2,1,0,0,1,4,1,3,3,0,3,0,0,2,0,3,2,0,4,1
s2_c0210,slide2,12.209,10.731,D3,CT0,3,3,1,3,0,2,0,0,1,9,5,1,2,0,1,0,0,1,0,3,0,9,3,5,4,2,2,0,1,0,2,4,1,7,1,1,0,1,5,2
s2_c0211,slide2,12.889,11.224,D3,CT0,0,7,2,4,1,1,0,0,0,7,1,0,3,0,0,0,3,1,1,2,0,4,0,4,3,5,1,1,4,0,0,1,1,8,1,1,1,2,3,2
s2_c0212,slide2,14.09,11.194,D3,CT0,2,3,1,5,2,2,0,1,1,5,1,0,4,0,0,1,1,2,0,0,0,5,1,6,6,2,3,0,6,0,0,6,1,9,6,0,3,0,6,2
s2_c0213,slide2,15.182,11.01,D3,CT3,1,3,0,4,3,2,0,1,0,0,2,0,1,2,0,0,1,0,0,0,4,0,0,0,8,2,1,0,1,1,1,3,3,3,1,1,2,3,4,2
s2_c0214,slide2,15.653,11.116,D3,CT3,0,2,5,5,0,0,2,1,2,1,3,1,1,1,1,2,1,0,1,0,4,0,1,1,4,2,0,0,3,1,1,3,3,3,1,0,0,2,4,0
s2_c0215,slide2,16.844,10.901,D3,CT2,3,1,2,3,5,1,0,0,1,1,0,1,2,3,0,0,0,0,3,1,6,1,2,0,1,1,0,3,3,1,4,1,2,6,0,0,5,4,10,2
s2_c0216,slide2,-0.069,12.208,D1,CT1,0,0,2,2,3,2,3,1,0,3,3,4,1,0,2,0,2,2,1,0,0,3,0,2,1,2,0,4,6,1,2,0,0,3,0,0,1,0,7,0
s2_c0217,slide2,1.057,12.008,D1,CT1,0,2,4,0,0,1,2,0,0,6,4,3,0,0,2,1,1,2,3,1,2,4,0,2,0,7,0,3,2,4,1,0,0,2,0,0,1,0,2,1
s2_c0218,slide2,1.8,11.683,D1,CT1,0,0,3,3,0,4,2,2,0,3,1,4,1,0,1,1,2,1,5,3,0,6,0,3,0,2,0,1,4,2,3,0,0,4,0,0,0,0,8,1
s2_c0219,slide2,3.156,11.746,D1,CT3,0,3,5,2,0,1,3,1,3,3,1,0,3,0,2,3,2,0,2,0,0,0,0,1,3,2,0,3,1,2,2,2,1,1,0,1,0,6,3,2
s2_c0220,slide2,3.845,11.581,D1,CT2,0,1,6,4,2,3,0,0,1,4,1,2,0,1,1,0,1,1,3,5,1,0,1,0,2,3,0,0,1,1,7,3,1,7,2,1,1,2,9,1
s2_c0221,slide2,5.022,12.333,D1,CT0,1,3,1,6,2,2,0,0,1,5,1,3,0,1,1,2,2,1,0,1,0,7,1,9,4,3,1,0,2,0,2,4,0,6,4,1,1,1,2,2
s2_c0222,slide2,5.952,11.964,D1,CT2,2,3,5,1,4,6,1,0,1,4,2,2,1,4,3,0,1,3,2,4,5,2,0,0,4,2,0,0,1,2,1,0,0,4,0,0,3,1,12,1
s2_c0223,slide2,6.867,11.826,D1,CT2,2,4,8,3,7,3,1,0,1,5,1,2,0,3,4,1,0,0,1,4,1,2,2,0,0,2,1,1,0,1,2,1,1,5,1,0,3,2,15,2
s2_c0224,slide2,8.023,11.979,D1,CT0,1,3,2,5,1,1,0,0,0,2,4,2,5,4,2,0,1,0,0,1,0,5,0,4,8,0,0,0,2,1,1,2,1,7,2,0,1,0,4,1
s2_c0225,slide2,9.227,11.73,D3,CT0,1,5,3,2,1,0,0,1,0,7,3,0,3,1,4,0,0,2,1,1,0,5,2,12,5,6,1,0,1,1,0,4,3,12,5,1,0,0,2,4
s2_c0226,slide2,10.285,11.48,D3,CT0,0,3,0,5,1,1,0,1,1,3,6,2,3,1,5,0,1,3,1,2,0,8,1,10,6,4,1,0,6,0,2,6,0,4,5,1,2,0,4,4
s2_c0227,slide2,10.876,11.923,D3,CT0,0,3,5,7,0,1,1,0,0,6,1,1,2,1,1,0,3,0,1,1,0,2,0,11,3,4,4,0,1,0,1,0,3,5,5,0,1,1,4,2
s2_c0228,slide2,11.678,11.922,D3,CT3,0,5,6,3,1,1,3,0,2,3,2,1,1,2,1,1,0,1,1,0,0,1,1,1,4,1,0,2,5,1,1,2,2,2,0,1,0,2,5,3
s2_c0229,slide2,12.906,12.116,D3,CT1,1,1,3,1,2,2,3,2,0,5,4,3,1,0,0,1,5,4,0,2,2,3,0,1,0,3,0,5,4,2,1,0,1,4,1,0,0,1,6,1
s2_c0230,slide2,13.997,11.576,D3,CT1,1,0,3,1,2,0,2,0,1,7,3,1,0,0,3,2,7,2,1,0,1,4,0,2,0,9,0,3,2,3,2,0,0,3,2,2,0,0,3,0
s2_c0231,slide2,15.128,12.086,D3,CT0,0,1,1,5,0,0,0,0,1,5,0,0,4,2,0,1,1,0,0,1,0,4,1,6,6,3,1,0,5,1,1,5,2,8,2,1,2,1,2,2
s2_c0232,slide2,15.947,12.055,D3,CT3,2,1,5,2,0,1,3,0,2,0,1,0,2,1,0,3,2,1,0,1,3,1,1,1,3,4,0,1,4,7,1,2,1,1,3,2,1,3,4,3
s2_c0233,slide2,16.967,12.29,D3,CT2,8,0,9,3,3,3,0,0,1,4,3,1,1,3,0,0,1,1,3,4,0,1,1,3,0,4,0,0,0,2,2,1,2,7,0,0,1,2,9,1
s2_c0234,slide2,-0.04,12.88,D1,CT1,1,0,2,1,2,3,7,3,0,6,5,6,2,0,1,3,1,2,2,2,0,0,0,1,0,7,1,3,3,6,1,0,0,1,1,0,3,1,1,1
s2_c0235,slide2,0.783,12.989,D1,CT1,0,0,5,1,4,1,2,3,2,2,2,3,1,0,1,1,1,4,5,1,1,0,0,0,2,1,0,0,5,6,1,3,1,3,2,1,0,0,6,2
s2_c0236,slide2,1.87,12.831,D1,CT1,1,1,3,0,2,2,2,5,0,7,2,6,1,0,1,1,4,4,4,0,2,2,0,3,2,5,0,4,5,4,2,0,0,3,0,0,0,1,7,2
s2_c0237,slide2,3.076,13.236,D1,CT1,2,0,4,1,0,2,6,1,0,4,0,4,1,0,2,0,2,0,1,2,2,1,1,2,2,2,0,2,5,3,2,0,1,2,1,1,2,0,4,1
s2_c0238,slide2,3.956,12.678,D1,CT3,0,1,3,3,0,1,0,2,1,2,1,1,0,3,0,4,1,0,1,2,4,0,2,1,6,2,0,2,3,2,1,3,3,3,1,0,0,2,3,5
s2_c0239,slide2,4.971,13.025,D1,CT1,0,0,1,0,0,4,0,2,2,6,2,5,2,0,1,3,1,3,6,1,2,1,1,1,1,4,1,1,5,3,2,0,0,3,1,0,1,0,7,1
s2_c0240,slide2,5.979,13.195,D1,CT0,1,2,0,4,0,0,0,0,2,7,5,1,2,0,2,1,4,1,2,2,1,3,3,7,4,1,0,0,3,1,1,2,0,8,3,2,0,1,4,1
s2_c0241,slide2,7.506,12.874,D1,CT0,2,4,2,2,4,4,0,0,0,7,5,0,4,1,0,2,0,1,0,4,0,5,2,10,5,3,0,0,4,1,1,2,1,8,4,1,4,1,1,4
s2_c0242,slide2,8.284,12.918,D1,CT1,0,1,5,1,2,2,0,2,0,4,0,4,1,1,0,0,2,3,1,2,2,5,1,2,0,5,1,1,5,6,2,0,0,2,2,2,2,0,5,2
s2_c0243,slide2,9.127,12.7,D3,CT3,1,3,2,2,0,0,2,1,1,0,2,2,2,3,0,5,3,0,0,0,3,1,1,1,10,2,0,0,2,1,2,9,3,1,3,0,0,6,7,0
s2_c0244,slide2,9.923,12.847,D3,CT3,2,3,6,4,2,2,1,0,2,1,0,0,0,0,0,2,0,1,1,1,2,0,0,0,5,5,1,1,1,4,0,5,2,3,0,0,0,3,10,1
s2_c0245,slide2,11.091,13.153,D3,CT2,4,1,2,2,2,5,1,0,3,4,2,1,2,2,1,1,0,0,5,7,2,3,1,0,1,0,0,0,4,0,3,2,1,6,0,0,4,3,10,1
s2_c0246,slide2,12.064,12.989,D3,CT0,2,7,2,1,3,2,0,2,0,6,1,1,3,1,0,1,1,2,2,3,0,5,1,6,6,4,0,1,3,0,0,6,0,10,5,0,2,1,4,2
s2_c0247,slide2,13.015,12.971,D3,CT3,0,4,7,1,0,1,1,0,0,0,1,2,1,1,0,1,1,0,1,0,2,2,3,2,3,3,0,2,7,4,4,2,2,2,2,1,0,3,4,2
s2_c0248,slide2,14.08,13.2,D3,CT3,0,3,5,0,2,0,2,1,1,0,0,1,0,0,0,4,2,0,0,0,4,1,1,0,1,3,0,2,1,4,0,4,4,0,1,1,1,2,2,3
s2_c0249,slide2,15.264,13.054,D3,CT3,0,1,2,5,1,1,0,1,0,2,1,0,0,2,0,1,1,0,0,0,3,3,0,3,4,3,0,2,2,3,0,7,3,0,0,0,1,2,3,2
s2_c0250,slide2,15.859,12.65,D3,CT3,1,3,5,5,0,1,1,0,1,0,0,1,0,3,1,1,3,0,0,1,0,0,1,1,4,2,0,0,0,2,0,3,1,1,0,1,0,2,4,1
s2_c0251,slide2,17.208,12.754,D3,CT1,1,0,5,0,0,1,6,2,0,0,2,3,1,0,1,1,3,5,2,3,2,2,1,2,0,4,1,4,2,2,1,0,0,3,0,1,1,0,4,0
s2_c0252,slide2,0.038,14.004,D1,CT1,0,0,2,3,1,0,0,3,1,5,2,3,1,0,1,0,1,1,2,2,1,1,1,1,0,0,2,0,2,4,1,1,0,3,1,1,1,1,3,1
s2_c0253,slide2,1.192,13.937,D1,CT2,6,1,10,3,2,7,0,1,2,7,0,2,2,3,2,1,2,1,3,7,1,2,0,0,2,1,0,0,2,2,4,1,0,7,0,0,1,1,9,1
s2_c0254,slide2,1.872,13.902,D1,CT0,1,1,3,6,0,3,0,0,1,4,1,2,4,0,3,0,0,1,0,2,0,3,2,6,8,0,1,0,7,1,0,6,2,6,1,0,2,0,3,3
s2_c0255,slide2,3.1,14.186,D1,CT1,2,1,6,1,0,1,2,3,0,5,2,1,0,0,2,0,0,5,5,0,2,1,0,1,0,2,0,4,3,4,0,1,1,5,1,1,0,0,6,0
s2_c0256,slide2,3.822,14.139,D1,CT1,0,0,3,0,2,2,5,3,2,3,3,3,2,0,0,0,0,2,1,1,0,4,0,2,1,2,4,3,5,1,2,0,0,4,0,2,2,0,3,1
s2_c0257,slide2,5.004,13.929,D1,CT1,0,1,3,1,2,3,3,1,0,3,4,3,0,0,1,2,4,4,2,3,2,2,0,1,1,6,1,2,1,2,1,0,0,3,3,0,0,0,2,0
s2_c0258,slide2,5.865,14.16,D1,CT3,2,2,4,4,3,0,4,1,1,1,1,1,0,1,0,3,0,0,0,0,1,1,0,1,6,3,0,0,1,1,0,3,2,2,1,1,0,4,2,1
s2_c0259,slide2,7.212,13.909,D1,CT1,0,0,3,2,1,3,8,2,0,1,4,4,0,0,2,2,3,2,3,0,0,2,2,3,1,4,2,3,9,1,1,0,0,0,1,0,3,0,2,1
s2_c0260,slide2,7.85,14.09,D1,CT2,6,2,5,4,7,4,2,0,1,4,2,3,0,2,2,1,1,2,4,2,0,0,1,0,2,2,1,0,1,2,4,1,0,6,1,0,3,1,8,6
s2_c0261,slide2,9.347,14.277,D3,CT2,4,2,6,3,5,3,0,0,1,9,2,1,0,6,1,1,2,0,1,10,3,1,0,3,2,2,0,1,0,1,2,0,1,6,0,0,3,2,11,1
s2_c0262,slide2,10.198,14.001,D3,CT2,3,1,2,8,1,8,1,1,0,4,2,1,2,2,3,1,1,0,2,8,4,2,2,2,6,1,1,1,1,2,1,1,0,7,0,0,3,4,5,1
s2_c0263,slide2,11.235,13.754,D3,CT2,3,4,6,6,4,3,0,0,1,9,5,3,1,1,4,0,0,2,2,5,0,1,1,2,0,1,2,0,2,0,3,1,0,4,0,0,1,1,12,1
s2_c0264,slide2,12.178,13.881,D3,CT3,3,0,4,4,3,3,1,3,2,3,0,2,0,2,0,2,2,1,1,1,4,0,2,2,5,2,0,0,1,3,1,5,1,2,1,3,0,3,2,2
s2_c0265,slide2,13.095,13.934,D3,CT1,0,0,4,0,1,4,4,0,0,11,1,3,0,0,1,2,3,5,1,2,1,1,0,1,0,2,0,4,1,5,6,0,2,1,1,1,3,1,8,1
s2_c0266,slide2,13.801,14.249,D3,CT2,3,2,5,4,4,4,1,0,0,0,1,1,3,1,3,0,1,0,2,3,0,2,0,2,0,1,1,2,3,4,2,2,0,12,0,0,1,3,13,4
s2_c0267,slide2,15.078,13.748,D3,CT2,7,2,8,2,3,11,1,0,0,3,1,1,1,2,1,1,0,0,2,4,4,0,1,2,3,6,0,1,1,0,8,2,0,5,0,0,1,2,8,0
s2_c0268,slide2,16.13,14.285,D3,CT3,1,1,4,5,2,1,2,0,2,2,0,0,0,2,1,2,1,1,1,0,1,1,1,0,3,3,0,2,6,2,2,2,2,3,0,1,0,2,6,6
s2_c0269,slide2,17.028,13.962,D3,CT1,0,0,3,2,2,4,3,2,0,2,0,1,0,0,1,1,4,3,1,1,0,1,1,4,0,2,2,2,2,4,1,0,0,2,2,1,2,0,4,0
s2_c0270,slide2,0.248,14.967,D1,CT1,1,1,6,0,1,3,1,1,2,3,1,4,0,0,3,0,0,4,1,3,1,0,0,2,1,2,0,2,0,3,3,1,1,5,1,0,1,0,5,1
s2_c0271,slide2,0.908,14.722,D1,CT1,1,0,4,0,1,2,1,1,0,5,2,3,0,0,1,2,2,2,4,1,1,0,0,2,0,4,1,2,2,4,3,0,0,1,2,3,1,0,5,0
s2_c0272,slide2,1.808,14.834,D1,CT1,0,0,2,1,1,3,4,2,0,6,4,5,2,1,2,1,2,0,4,3,1,4,0,0,0,1,0,4,2,5,2,0,2,2,2,0,0,0,6,0
s2_c0273,slide2,2.88,14.907,D1,CT2,3,2,4,4,2,3,0,0,1,4,1,0,2,4,2,0,0,1,2,11,2,0,1,2,1,4,0,1,5,0,4,0,0,9,0,1,2,2,7,1
s2_c0274,slide2,4.03,15.12,D1,CT1,1,0,4,0,2,0,3,1,0,1,1,1,0,1,0,0,2,3,0,1,0,2,0,1,1,1,3,3,2,3,5,0,1,4,0,1,1,0,1,1
s2_c0275,slide2,4.931,15.108,D1,CT3,1,1,5,1,1,1,1,0,0,2,1,0,1,2,1,0,1,0,0,0,5,0,0,2,3,1,0,0,1,2,2,0,1,1,2,0,1,2,2,2
s2_c0276,slide2,5.847,15.216,D1,CT1,0,0,5,3,0,4,1,2,0,3,0,2,1,0,3,4,1,4,4,2,1,1,0,0,2,3,1,2,4,2,5,0,0,2,1,2,1,0,5,4
s2_c0277,slide2,6.976,14.688,D1,CT0,3,3,3,4,2,2,0,0,0,7,4,1,0,1,1,1,2,2,0,3,0,4,5,6,8,2,0,0,3,1,2,4,1,8,1,1,3,1,2,2
s2_c0278,slide2,7.766,15.267,D1,CT2,1,1,5,5,6,3,0,0,0,8,0,1,3,4,2,0,0,0,0,9,1,1,3,1,1,1,0,2,0,2,5,0,0,4,1,0,0,2,8,3
s2_c0279,slide2,9.197,14.878,D3,CT3,1,3,7,3,0,2,1,0,0,2,1,2,1,2,0,3,6,0,1,1,1,0,0,0,4,4,0,0,2,3,1,2,1,2,2,1,1,2,10,2
s2_c0280,slide2,9.874,15.367,D3,CT3,1,6,3,7,1,2,2,1,3,2,0,0,0,4,0,1,1,1,0,0,2,2,1,0,4,2,0,4,3,3,0,2,1,1,1,2,0,3,4,3
s2_c0281,slide2,11.005,14.949,D3,CT3,2,3,7,2,2,1,1,1,0,3,0,2,1,2,0,2,1,0,2,0,0,1,2,1,1,0,0,3,5,5,2,3,5,0,0,1,0,1,3,1
s2_c0282,slide2,11.951,15.125,D3,CT2,7,0,9,1,3,4,1,1,1,3,3,0,3,0,2,0,2,0,1,3,0,2,0,1,3,4,0,1,0,1,8,1,0,7,2,0,0,1,14,0
s2_c0283,slide2,12.918,15.161,D3,CT3,3,4,6,2,2,0,1,0,1,2,0,3,1,0,1,2,2,0,1,1,1,2,2,0,4,4,0,3,4,1,0,0,3,1,1,2,1,2,4,2
s2_c0284,slide2,13.909,15.366,D3,CT3,0,0,4,2,0,2,1,0,2,2,0,1,2,1,0,1,1,1,1,0,1,1,0,0,3,3,1,0,1,3,3,3,0,2,0,3,0,4,7,1
s2_c0285,slide2,14.889,15.326,D3,CT2,4,3,10,3,2,5,0,1,0,8,3,1,1,3,1,2,2,1,2,3,1,1,1,4,1,2,0,0,0,2,4,0,1,10,0,0,2,1,8,3
s2_c0286,slide2,15.922,14.864,D3,CT0,1,6,4,2,1,1,0,0,0,2,5,1,4,0,2,1,0,0,1,3,0,4,2,7,4,2,1,0,3,1,3,2,0,3,2,0,1,0,3,2
s2_c0287,slide2,17.074,15.091,D3,CT0,2,2,1,3,0,2,0,1,0,5,1,1,3,0,2,2,1,1,1,0,0,10,3,3,7,4,2,0,3,1,2,6,1,7,0,0,1,0,5,1
s2_c0288,slide2,-0.143,16.008,D1,CT3,0,4,3,0,2,1,1,0,4,2,0,0,0,1,0,4,0,0,1,0,0,0,1,1,2,4,0,1,1,1,1,7,0,1,0,0,1,2,6,4
s2_c0289,slide2,0.999,16.35,D1,CT1,2,0,3,0,0,1,3,1,2,2,4,6,1,0,2,1,4,2,3,1,3,3,0,1,0,3,4,1,4,3,1,0,0,2,1,0,2,0,8,0
s2_c0290,slide2,2.039,16.083,D1,CT1,0,0,2,1,3,0,3,3,0,1,4,3,0,0,0,0,3,3,4,1,0,1,0,1,0,3,1,1,4,8,2,1,0,2,0,0,4,1,10,0
s2_c0291,slide2,3.043,15.824,D1,CT1,0,1,4,0,1,3,2,0,1,4,1,3,0,0,2,0,3,2,1,1,0,0,1,1,1,4,0,3,3,2,0,0,0,2,0,1,0,0,1,2
s2_c0292,slide2,3.785,16.206,D1,CT2,4,1,7,4,3,2,0,0,1,6,3,2,0,1,2,0,1,0,2,3,1,1,2,2,4,3,1,1,5,0,2,0,1,8,0,0,5,3,15,1
s2_c0293,slide2,5.014,16.113,D1,CT1,2,0,4,2,1,0,1,3,1,3,1,2,0,0,1,1,2,2,2,2,1,0,0,1,1,5,1,3,1,4,2,0,0,1,0,2,0,0,5,2
s2_c0294,slide2,6.292,16.107,D1,CT1,0,0,2,1,1,1,3,1,1,4,1,3,1,0,2,0,0,2,1,1,1,1,2,2,0,4,1,2,4,2,1,0,0,2,0,1,0,1,3,1
s2_c0295,slide2,7.403,15.824,D1,CT2,5,1,3,6,3,4,1,0,0,3,2,1,2,1,2,2,2,0,2,5,0,1,4,1,0,4,0,0,2,2,2,0,0,7,1,0,4,2,12,1
s2_c0296,slide2,8.097,16.006,D1,CT0,0,4,3,5,1,3,0,1,2,4,2,1,1,0,3,0,0,1,0,1,0,11,2,3,5,4,4,0,8,1,2,2,1,8,4,2,5,0,5,1
s2_c0297,slide2,9.049,16.114,D3,CT3,0,3,10,2,1,1,0,0,3,2,2,2,0,1,0,4,1,0,1,2,0,0,0,1,7,2,0,1,1,1,1,5,3,2,1,1,1,3,3,2
s2_c0298,slide2,10.107,15.933,D3,CT3,0,2,3,5,0,1,0,1,1,0,0,2,0,1,1,1,0,3,1,1,2,1,1,4,4,2,0,2,3,1,0,3,1,0,3,0,0,2,4,2
s2_c0299,slide2,11.082,16.246,D3,CT3,0,2,5,4,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,4,0,1,0,2,1,0,1,2,1,2,4,1,3,0,1,0,4,1,4
s2_c0300,slide2,12.176,16.335,D3,CT2,5,1,9,1,3,5,0,0,3,7,4,2,3,3,2,2,0,0,2,3,1,1,1,1,0,2,0,2,1,3,0,2,0,12,0,0,4,0,10,1
s2_c0301,slide2,13.089,16.028,D3,CT3,4,0,4,5,3,2,1,0,0,0,1,0,1,1,0,3,2,0,1,0,1,1,0,2,3,6,0,0,2,1,1,1,5,0,1,3,0,3,3,1
s2_c0302,slide2,14.004,16.282,D3,CT3,0,1,4,1,1,0,1,0,1,7,0,1,0,2,0,2,0,0,0,0,2,0,1,1,4,5,0,0,1,4,0,1,3,0,0,0,1,4,3,5
s2_c0303,slide2,15.22,15.75,D3,CT2,5,1,7,1,4,5,0,0,0,7,2,1,3,3,1,0,0,0,2,5,0,0,1,2,2,4,0,1,1,2,2,3,0,5,1,0,0,1,9,1
s2_c0304,slide2,15.973,15.911,D3,CT3,2,1,9,3,0,2,0,0,1,1,2,1,0,1,0,0,1,0,0,1,1,1,0,1,1,4,0,0,2,3,1,2,3,0,1,0,0,2,8,0
s2_c0305,slide2,16.997,16.107,D3,CT0,1,3,3,4,1,0,0,1,0,3,2,0,2,0,0,1,2,0,1,2,0,12,3,8,6,2,1,1,4,0,0,4,2,8,1,0,1,0,2,1
s2_c0306,slide2,-0.2,16.986,D1,CT1,0,0,2,1,2,2,2,0,0,2,1,6,0,1,0,5,4,0,4,3,0,1,0,1,0,3,1,4,3,5,2,0,0,2,1,1,2,1,5,0
s2_c0307,slide2,0.736,16.761,D1,CT1,1,0,4,0,0,0,3,2,1,4,1,5,1,0,0,2,4,4,3,1,2,0,0,1,0,0,0,1,3,7,1,0,2,3,1,2,1,1,11,1
s2_c0308,slide2,1.708,17.052,D1,CT1,1,0,2,0,1,2,5,2,1,3,0,4,2,0,0,0,0,2,2,1,2,6,1,1,1,1,1,3,2,3,1,0,0,3,1,1,2,0,8,0
s2_c0309,slide2,3.063,16.749,D1,CT1,0,0,5,0,2,3,3,3,1,2,1,3,2,0,4,1,2,5,2,1,4,4,1,0,0,1,0,0,5,4,0,0,1,1,0,2,2,0,4,2
s2_c0310,slide2,3.849,16.792,D1,CT1,0,0,3,0,4,1,6,2,0,4,1,5,0,1,0,2,2,1,2,2,1,4,0,0,0,1,2,1,7,5,1,0,0,2,0,1,1,0,3,0
s2_c0311,slide2,5.191,17.0,D1,CT1,2,0,5,1,0,5,1,1,0,5,3,5,1,0,0,1,0,2,1,2,2,1,0,1,0,4,0,7,2,2,1,0,1,3,0,1,1,0,3,0
s2_c0312,slide2,6.412,16.678,D1,CT1,0,1,4,1,1,3,0,1,0,4,1,1,2,0,1,0,2,8,2,1,4,1,1,2,0,1,1,2,2,4,2,1,0,0,0,1,0,1,5,1
s2_c0313,slide2,7.134,16.755,D1,CT1,2,1,2,2,1,1,1,1,1,5,4,2,1,1,1,3,5,6,2,2,0,0,0,2,1,0,1,2,6,5,5,1,0,3,0,2,1,0,8,0
s2_c0314,slide2,7.93,17.154,D1,CT3,1,3,4,0,1,0,2,0,1,1,0,0,1,2,0,3,3,2,0,0,1,0,0,1,3,5,0,0,1,5,1,2,4,1,1,0,0,0,1,3
s2_c0315,slide2,8.921,16.909,D3,CT3,1,1,4,4,0,0,2,1,0,3,1,0,0,0,0,2,2,0,1,0,3,1,2,1,3,0,0,0,1,3,2,2,2,0,1,4,0,2,4,3
s2_c0316,slide2,9.923,17.041,D3,CT1,0,1,3,0,0,3,6,1,0,4,4,2,1,0,0,2,3,1,2,2,2,0,0,3,0,3,1,5,3,2,0,0,0,3,2,1,0,1,4,1
s2_c0317,slide2,10.855,17.228,D3,CT3,0,4,2,5,3,1,1,0,2,0,1,2,3,1,2,1,1,0,0,0,0,0,2,1,3,4,0,3,1,6,5,5,2,1,0,0,0,0,3,0
s2_c0318,slide2,12.041,16.971,D3,CT3,1,4,2,2,2,1,0,1,2,1,1,0,1,5,1,4,0,1,0,0,4,0,1,1,4,4,0,0,2,4,0,1,1,0,1,0,0,2,4,0
s2_c0319,slide2,12.827,17.055,D3,CT3,2,4,3,1,1,1,0,0,2,5,1,1,0,1,0,1,2,1,1,0,1,1,0,1,2,2,1,1,2,1,4,3,1,3,0,0,0,2,5,1
s2_c0320,slide2,13.932,17.117,D3,CT1,1,2,2,1,2,1,3,2,0,4,2,3,3,0,1,2,2,3,2,1,1,3,0,1,0,2,3,0,2,3,2,0,0,1,0,0,0,0,4,1
s2_c0321,slide2,14.761,17.137,D3,CT3,0,1,7,0,1,1,3,0,1,1,1,0,0,1,4,1,2,1,0,0,1,2,1,0,4,3,0,2,4,3,0,1,1,3,0,1,0,1,6,1
s2_c0322,slide2,16.186,17.088,D3,CT3,1,1,0,5,1,2,2,2,0,1,0,0,0,1,1,0,2,1,1,0,0,1,0,1,6,4,0,0,2,5,0,3,1,0,0,0,0,1,1,2
s2_c0323,slide2,16.914,16.877,D3,CT3,1,1,3,1,1,2,3,0,1,2,0,1,0,1,0,1,0,1,1,0,4,1,0,0,5,1,1,2,2,1,1,6,0,1,0,0,0,2,1,2
